jd,mag,uncertainty
2459485.313258,9.336,0.0114
2459485.313339,9.2888,0.0115
2459485.313432,9.3088,0.0115
2459485.313513,9.3156,0.0116
2459485.313594,9.3032,0.0114
2459485.313686,9.351,0.0114
2459485.313767,9.3434,0.0114
2459485.313941,9.3409,0.0115
2459485.314022,9.3101,0.0115
2459485.314196,9.3753,0.0115
2459485.314277,9.3274,0.0114
2459485.314369,9.3661,0.0116
2459485.31445,9.3241,0.0115
2459485.314624,9.3282,0.0114
2459485.314959,9.2881,0.0113
2459485.315133,9.3248,0.0114
2459485.315214,9.3338,0.0114
2459485.315307,9.316,0.0113
2459485.315388,9.3437,0.0114
2459485.315561,9.316,0.0112
2459485.315642,9.3173,0.0113
2459485.315816,9.3227,0.0114
2459485.315897,9.2991,0.0113
2459485.31599,9.3111,0.0113
2459485.316152,9.2873,0.0113
2459485.316244,9.3007,0.0114
2459485.316325,9.259,0.0112
2459485.316406,9.2461,0.0112
2459485.316499,9.2884,0.0111
2459485.31658,9.2704,0.0113
2459485.316661,9.2705,0.0112
2459485.316753,9.2772,0.0112
2459485.316834,9.2837,0.0112
2459485.317089,9.2764,0.0111
2459485.317182,9.2944,0.0112
2459485.317436,9.2839,0.0112
2459485.317598,9.2711,0.0113
2459485.317772,9.3061,0.0113
2459485.317865,9.2805,0.0113
2459485.318119,9.3012,0.0114
2459485.318547,9.3152,0.0111
2459485.318883,9.2442,0.0112
2459485.318976,9.2727,0.0113
2459485.319057,9.3163,0.0111
2459485.319138,9.2934,0.0113
2459485.319485,9.2917,0.0112
2459485.319659,9.2637,0.0113
2459485.319913,9.2619,0.0111
2459485.321013,9.2358,0.0109
2459485.321267,9.2212,0.0109
2459485.321788,9.206,0.0109
2459485.321869,9.1932,0.0109
2459485.32195,9.2683,0.0109
2459485.322043,9.217,0.0109
2459485.322124,9.2487,0.0108
2459485.322297,9.2133,0.011
2459485.322378,9.2182,0.011
2459485.322471,9.2563,0.0109
2459485.322552,9.2289,0.011
2459485.322633,9.2291,0.0108
2459485.322726,9.1788,0.0109
2459485.322807,9.24,0.011
2459485.322888,9.2536,0.011
2459485.323142,9.2318,0.0109
2459485.323235,9.2244,0.0109
2459485.323316,9.2612,0.011
2459485.323409,9.2006,0.011
2459485.32349,9.2351,0.0109
2459485.323571,9.2173,0.0109
2459485.323663,9.2347,0.0108
2459485.323744,9.2263,0.011
2459485.323825,9.2214,0.0109
2459485.323918,9.21,0.0108
2459485.323999,9.2447,0.0109
2459485.32408,9.2061,0.0109
2459485.324172,9.2258,0.0109
2459485.324253,9.1828,0.011
2459485.324346,9.215,0.0109
2459485.324427,9.1933,0.0108
2459485.32452,9.1815,0.0109
2459485.324601,9.1798,0.0108
2459485.324855,9.1888,0.0108
2459485.326823,9.1899,0.0109
2459485.327159,9.1877,0.0108
2459485.327506,9.2159,0.0108
2459485.32776,9.2,0.011
2459485.328015,9.2115,0.0108
2459485.32827,9.2124,0.011
2459485.328362,9.187,0.0109
2459485.328443,9.2385,0.011
2459485.328524,9.1784,0.011
2459485.328617,9.1781,0.0109
2459485.328698,9.2079,0.0108
2459485.328779,9.1891,0.0108
2459485.328872,9.2205,0.0108
2459485.328953,9.136,0.0108
2459485.329126,9.1672,0.0109
2459485.329207,9.1711,0.0109
2459485.329635,9.2188,0.0107
2459485.329809,9.1767,0.0109
2459485.330237,9.1663,0.0108
2459485.330758,9.1993,0.0109
2459485.33092,9.1936,0.0108
2459485.331175,9.187,0.0108
2459485.331348,9.1706,0.0109
2459485.331429,9.1949,0.0107
2459485.331522,9.1782,0.0108
2459485.331603,9.1993,0.0109
2459485.331684,9.1783,0.0109
2459485.331939,9.1926,0.0109
2459485.332031,9.1786,0.0108
2459485.332193,9.1752,0.011
2459485.332286,9.1589,0.0108
2459485.332367,9.1936,0.0109
2459485.332448,9.1806,0.011
2459485.332541,9.1659,0.011
2459485.332622,9.1561,0.0109
2459485.332957,9.183,0.0109
2459485.33305,9.1663,0.0108
2459485.333131,9.1333,0.011
2459485.333212,9.164,0.0109
2459485.333385,9.1587,0.0109
2459485.333478,9.1524,0.0109
2459485.333559,9.1405,0.0111
2459485.33364,9.1559,0.011
2459485.333733,9.1554,0.0108
2459485.333895,9.152,0.0111
2459485.333987,9.1802,0.0112
2459485.334149,9.1901,0.0109
2459485.334404,9.2014,0.0109
2459485.334751,9.1929,0.0109
2459485.334913,9.1993,0.0109
2459485.335087,9.1446,0.0108
2459485.335596,9.1804,0.0109
2459485.335851,9.1728,0.0109
2459485.336105,9.1757,0.0108
2459485.336198,9.1791,0.011
2459485.336279,9.1822,0.011
2459485.336453,9.1506,0.0108
2459485.336534,9.1822,0.011
2459485.336615,9.1459,0.0109
2459485.336707,9.1801,0.011
2459485.336788,9.1848,0.011
2459485.336869,9.1873,0.0109
2459485.336962,9.1799,0.0109
2459485.337043,9.1943,0.0109
2459485.337216,9.1979,0.0109
2459485.337726,9.1942,0.0108
2459485.339774,9.1307,0.0108
2459485.340712,9.1977,0.0109
2459485.340793,9.1703,0.0108
2459485.340874,9.2081,0.0109
2459485.341128,9.1773,0.0109
2459485.341557,9.212,0.0109
2459485.341638,9.2293,0.011
2459485.34173,9.2374,0.0109
2459485.341811,9.2261,0.0108
2459485.341892,9.1986,0.0109
2459485.341985,9.1989,0.0109
2459485.342066,9.196,0.0109
2459485.342147,9.225,0.0109
2459485.342228,9.1577,0.0109
2459485.342321,9.2198,0.0109
2459485.342402,9.185,0.0108
2459485.342494,9.1224,0.0108
2459485.342575,9.2176,0.0109
2459485.342656,9.1548,0.011
2459485.342749,9.2626,0.011
2459485.34283,9.1695,0.0109
2459485.342911,9.1276,0.011
2459485.343003,9.1522,0.011
2459485.343084,9.1662,0.0109
2459485.343166,9.1971,0.0109
2459485.343258,9.1578,0.0109
2459485.34342,9.1401,0.0108
2459485.343513,9.1489,0.0109
2459485.343594,9.1414,0.0109
2459485.343686,9.1893,0.0109
2459485.343848,9.1691,0.0109
2459485.343941,9.1348,0.0109
2459485.344439,9.2091,0.0109
2459485.344531,9.1674,0.0107
2459485.344786,9.1743,0.0109
2459485.344867,9.1777,0.0109
2459485.345295,9.1794,0.0109
2459485.34555,9.207,0.0109
2459485.345804,9.2466,0.0109
2459485.346059,9.1841,0.0108
2459485.346152,9.1967,0.0109
2459485.346233,9.1895,0.0109
2459485.346487,9.194,0.0109
2459485.346661,9.1446,0.011
2459485.346742,9.194,0.0108
2459485.346823,9.2152,0.011
2459485.346997,9.2015,0.0109
2459485.347078,9.2274,0.0109
2459485.34717,9.1905,0.011
2459485.347425,9.1768,0.0109
2459485.347506,9.1672,0.0109
2459485.347587,9.1777,0.011
2459485.34827,9.1642,0.0109
2459485.348617,9.1735,0.0108
2459485.348779,9.1714,0.0108
2459485.349288,9.1667,0.0108
2459485.349381,9.2284,0.0109
2459485.349716,9.1758,0.0109
2459485.34989,9.204,0.011
2459485.350052,9.1673,0.0109
2459485.350145,9.2065,0.011
2459485.350307,9.1697,0.0109
2459485.350399,9.1918,0.0111
2459485.35048,9.16,0.011
2459485.350735,9.1873,0.0109
2459485.350816,9.1633,0.0109
2459485.350909,9.1785,0.0109
2459485.35099,9.1462,0.011
2459485.351163,9.1741,0.011
2459485.351418,9.1916,0.0109
2459485.351499,9.1503,0.011
2459485.351672,9.1428,0.0107
2459485.353628,9.1834,0.0111
2459485.353709,9.167,0.0109
2459485.353802,9.1466,0.0107
2459485.354473,9.1511,0.0108
2459485.354647,9.1338,0.0108
2459485.354902,9.1545,0.0109
2459485.354983,9.1904,0.011
2459485.355156,9.1677,0.0109
2459485.355411,9.2165,0.0111
2459485.355492,9.1296,0.0109
2459485.355584,9.1757,0.011
2459485.355666,9.1987,0.0109
2459485.356348,9.1719,0.0109
2459485.356858,9.189,0.011
2459485.356939,9.1841,0.0109
2459485.357622,9.1571,0.011
2459485.357795,9.1283,0.0109
2459485.357876,9.1088,0.0109
2459485.358131,9.1772,0.0108
2459485.358304,9.1356,0.0109
2459485.358385,9.1482,0.011
2459485.358478,9.1735,0.011
2459485.358559,9.1569,0.0109
2459485.35864,9.1212,0.0109
2459485.358733,9.1417,0.0109
2459485.358814,9.1744,0.0109
2459485.358895,9.1133,0.0109
2459485.358987,9.1253,0.0109
2459485.359068,9.1604,0.0109
2459485.359149,9.1747,0.0108
2459485.359323,9.1378,0.011
2459485.359404,9.1757,0.0108
2459485.359497,9.196,0.0109
2459485.359578,9.163,0.0108
2459485.359751,9.1572,0.0109
2459485.359832,9.1711,0.0108
2459485.360006,9.1402,0.0108
2459485.360087,9.1504,0.0109
2459485.36026,9.1756,0.0108
2459485.360422,9.1679,0.0108
2459485.360515,9.1558,0.0108
2459485.360596,9.1924,0.0108
2459485.360677,9.1817,0.0107
2459485.360932,9.1557,0.0108
2459485.361024,9.1217,0.0107
2459485.361279,9.1655,0.0107
2459485.361696,9.1516,0.0108
2459485.361788,9.1112,0.0107
2459485.362205,9.1524,0.0108
2459485.362297,9.2012,0.0106
2459485.362714,9.1766,0.0108
2459485.362807,9.1456,0.0108
2459485.363142,9.1647,0.0107
2459485.363223,9.1639,0.0108
2459485.363478,9.1306,0.0109
2459485.363559,9.1324,0.0108
2459485.364161,9.15,0.0108
2459485.364323,9.1418,0.0108
2459485.364497,9.1527,0.0107
2459485.364578,9.1677,0.0108
2459485.36467,9.1632,0.0107
2459485.364751,9.1324,0.0107
2459485.364832,9.1408,0.0108
2459485.364925,9.1592,0.0108
2459485.365006,9.1508,0.0108
2459485.365179,9.1639,0.0108
2459485.36526,9.1591,0.0108
2459485.365677,9.181,0.0107
2459485.36577,9.184,0.0108
2459485.365851,9.1688,0.0107
2459485.365932,9.199,0.0109
2459485.366105,9.1598,0.0108
2459485.366279,9.189,0.0108
2459485.366453,9.1674,0.0108
2459485.367216,9.1634,0.0109
2459485.367726,9.1686,0.0108
2459485.36798,9.1681,0.0109
2459485.368154,9.141,0.0108
2459485.368235,9.1819,0.0109
2459485.368409,9.1881,0.0108
2459485.36849,9.1405,0.0109
2459485.368663,9.1513,0.0109
2459485.368825,9.1422,0.0109
2459485.368999,9.1581,0.0108
2459485.36908,9.1391,0.0108
2459485.369172,9.1642,0.0109
2459485.369334,9.1467,0.0108
2459485.369427,9.1668,0.0108
2459485.369589,9.1534,0.0108
2459485.370017,9.1718,0.0108
2459485.370191,9.1953,0.0109
2459485.370446,9.1987,0.0108
2459485.370608,9.1452,0.0109
2459485.370862,9.1422,0.011
2459485.371036,9.1576,0.0109
2459485.371117,9.1644,0.0108
2459485.371291,9.1662,0.0109
2459485.371372,9.1248,0.0108
2459485.371545,9.17,0.0109
2459485.371707,9.1546,0.0107
2459485.3718,9.2103,0.0109
2459485.371881,9.1687,0.011
2459485.371962,9.2008,0.011
2459485.372054,9.1602,0.0109
2459485.372135,9.1479,0.0108
2459485.372216,9.2028,0.0111
2459485.372309,9.2087,0.0111
2459485.37239,9.1789,0.0109
2459485.372471,9.1691,0.0109
2459485.372564,9.1681,0.0109
2459485.372726,9.1598,0.011
2459485.37298,9.188,0.0109
2459485.373154,9.1354,0.0109
2459485.373235,9.1457,0.0108
2459485.373328,9.1342,0.0108
2459485.373409,9.1504,0.0108
2459485.37349,9.1403,0.0108
2459485.373663,9.1522,0.0108
2459485.373837,9.1582,0.0109
2459485.373918,9.1947,0.0109
2459485.374091,9.1249,0.0109
2459485.374253,9.1771,0.0106
2459485.374346,9.1791,0.0108
2459485.374508,9.1791,0.0108
2459485.374763,9.1751,0.0108
2459485.374855,9.1596,0.0108
2459485.374936,9.1822,0.0108
2459485.375191,9.1794,0.0109
2459485.375353,9.1724,0.0109
2459485.375527,9.1868,0.0109
2459485.3757,9.1722,0.011
2459485.375781,9.1658,0.011
2459485.375862,9.2048,0.011
2459485.375955,9.1746,0.011
2459485.376036,9.1752,0.0109
2459485.376117,9.1813,0.0109
2459485.376209,9.1929,0.0108
2459485.376291,9.1554,0.0109
2459485.376372,9.1842,0.0108
2459485.376545,9.1989,0.0109
2459485.376626,9.2081,0.0109
2459485.3768,9.2112,0.0109
2459485.376881,9.1862,0.0109
2459485.377297,9.1817,0.0108
2459485.37739,9.1751,0.0109
2459485.377471,9.176,0.0109
2459485.377726,9.1905,0.0109
2459485.377807,9.2386,0.011
2459485.378061,9.1705,0.0109
2459485.378154,9.1866,0.0108
2459485.378235,9.1949,0.0109
2459485.37849,9.1703,0.0109
2459485.378571,9.1781,0.0109
2459485.378744,9.1926,0.0112
2459485.378825,9.1725,0.0109
2459485.378918,9.1923,0.0109
2459485.37908,9.1756,0.0111
2459485.379161,9.2004,0.0109
2459485.379334,9.1864,0.011
2459485.379416,9.1988,0.011
2459485.379508,9.177,0.0109
2459485.379763,9.1908,0.011
2459485.380017,9.1574,0.011
2459485.380098,9.1803,0.0109
2459485.380179,9.1746,0.0111
2459485.38026,9.1949,0.011
2459485.380353,9.2009,0.0109
2459485.380689,9.1944,0.0109
2459485.38077,9.1606,0.0109
2459485.380862,9.2213,0.011
2459485.380943,9.1995,0.011
2459485.381105,9.2212,0.0109
2459485.381198,9.2065,0.0109
2459485.381372,9.2139,0.011
2459485.381788,9.2036,0.011
2459485.381962,9.1759,0.0109
2459485.382043,9.1926,0.0109
2459485.382216,9.1553,0.0108
2459485.382888,9.2297,0.0109
2459485.38298,9.1935,0.0109
2459485.383061,9.2174,0.0109
2459485.383142,9.2243,0.011
2459485.383223,9.1743,0.0109
2459485.383397,9.2077,0.011
2459485.383478,9.1985,0.0109
2459485.383733,9.2019,0.0109
2459485.383825,9.2257,0.0109
2459485.384242,9.1832,0.0109
2459485.384497,9.2622,0.011
2459485.384832,9.2163,0.0109
2459485.384925,9.2325,0.0108
2459485.385006,9.2206,0.011
2459485.385087,9.1879,0.0109
2459485.38526,9.1922,0.0108
2459485.385341,9.2238,0.011
2459485.385515,9.2426,0.011
2459485.385596,9.1886,0.0109
2459485.38577,9.2135,0.0109
2459485.386024,9.1821,0.011
2459485.386105,9.2035,0.011
2459485.386186,9.2731,0.011
2459485.386279,9.2334,0.011
2459485.38636,9.2075,0.0109
2459485.386441,9.2125,0.0108
2459485.386534,9.2124,0.0108
2459485.386615,9.2269,0.0109
2459485.386696,9.2059,0.011
2459485.386788,9.1797,0.0109
2459485.38695,9.2499,0.011
2459485.387043,9.2115,0.0111
2459485.387286,9.2423,0.011
2459485.387378,9.2162,0.0109
2459485.387633,9.2621,0.0111
2459485.387714,9.2152,0.011
2459485.387795,9.2521,0.011
2459485.388142,9.2602,0.011
2459485.388223,9.2242,0.011
2459485.388397,9.245,0.011
2459485.388559,9.2236,0.0111
2459485.388733,9.2103,0.011
2459485.388895,9.2497,0.0111
2459485.388987,9.2166,0.011
2459485.389068,9.2191,0.0109
2459485.389149,9.2251,0.0109
2459485.389242,9.2098,0.011
2459485.389404,9.2132,0.0111
2459485.389497,9.2129,0.0111
2459485.389578,9.2081,0.0109
2459485.389659,9.2452,0.011
2459485.389751,9.2168,0.011
2459485.389832,9.2139,0.011
2459485.390087,9.2404,0.011
2459485.390168,9.2391,0.0109
2459485.39026,9.25,0.011
2459485.390341,9.2599,0.0111
2459485.390503,9.2652,0.011
2459485.390758,9.2341,0.0111
2459485.390851,9.2496,0.011
2459485.391013,9.2401,0.011
2459485.391267,9.2303,0.011
2459485.391603,9.2418,0.0111
2459485.391858,9.2294,0.0111
2459485.392031,9.2221,0.0111
2459485.392112,9.2481,0.0111
2459485.392367,9.2098,0.011
2459485.392459,9.262,0.0112
2459485.392622,9.2435,0.0111
2459485.392703,9.2155,0.011
2459485.392795,9.2332,0.011
2459485.392957,9.2683,0.0111
2459485.393131,9.234,0.011
2459485.393212,9.2381,0.011
2459485.393304,9.2108,0.011
2459485.393385,9.246,0.0111
2459485.393466,9.2049,0.0111
2459485.39364,9.2543,0.0111
2459485.393721,9.2191,0.0111
2459485.393895,9.2656,0.0112
2459485.393976,9.2407,0.0111
2459485.394068,9.2277,0.011
2459485.394149,9.2344,0.011
2459485.39423,9.2401,0.0111
2459485.394311,9.2105,0.0111
2459485.394485,9.2489,0.0112
2459485.394566,9.2523,0.0111
2459485.394821,9.2749,0.0112
2459485.394913,9.2665,0.0112
2459485.394994,9.2444,0.011
2459485.395075,9.1976,0.0112
2459485.395156,9.2486,0.0111
2459485.395249,9.2509,0.0111
2459485.39533,9.2699,0.0112
2459485.395411,9.2642,0.0113
2459485.395932,9.2149,0.0113
2459485.396013,9.2663,0.011
2459485.396186,9.2541,0.011
2459485.396267,9.2826,0.0111
2459485.396441,9.2598,0.0112
2459485.396684,9.2545,0.0112
2459485.396777,9.2521,0.0111
2459485.396858,9.2505,0.0112
2459485.396939,9.2436,0.0112
2459485.397031,9.2622,0.0112
2459485.397286,9.2727,0.0111
2459485.397367,9.2591,0.0113
2459485.397448,9.2453,0.0112
2459485.397784,9.2427,0.0112
2459485.397876,9.2678,0.0111
2459485.397957,9.281,0.0111
2459485.398212,9.2655,0.0112
2459485.398293,9.2803,0.0112
2459485.398385,9.2646,0.0112
2459485.398628,9.2986,0.0112
2459485.398802,9.2595,0.0113
2459485.398883,9.2479,0.0112
2459485.398976,9.2617,0.0111
2459485.399057,9.2588,0.0113
2459485.399392,9.2713,0.0112
2459485.399647,9.282,0.0112
2459485.399821,9.2714,0.0111
2459485.399902,9.2793,0.0112
2459485.399983,9.2795,0.0112
2459485.400584,9.248,0.0112
2459485.400666,9.2479,0.0111
2459485.400747,9.2795,0.0111
2459485.400839,9.2251,0.0111
2459485.401094,9.2381,0.0111
2459485.401175,9.2801,0.0112
2459485.401256,9.2533,0.0113
2459485.401348,9.2646,0.011
2459485.401429,9.2421,0.0113
2459485.40151,9.3002,0.0112
2459485.401603,9.2454,0.0112
2459485.401684,9.2659,0.0112
2459485.401765,9.2996,0.0113
2459485.401846,9.2309,0.0113
2459485.40202,9.2873,0.0113
2459485.402101,9.27,0.0113
2459485.402193,9.2945,0.0112
2459485.402274,9.273,0.0112
2459485.402355,9.2662,0.0112
2459485.402448,9.2532,0.0112
2459485.402529,9.286,0.0112
2459485.40261,9.31,0.0112
2459485.402691,9.2576,0.0113
2459485.402784,9.2483,0.0113
2459485.402865,9.2843,0.0113
2459485.403038,9.3104,0.0112
2459485.4032,9.3122,0.0113
2459485.403293,9.2812,0.0112
2459485.403547,9.2519,0.0113
2459485.403628,9.2959,0.0112
2459485.403709,9.2724,0.0112
2459485.403802,9.2598,0.0113
2459485.403883,9.3119,0.0112
2459485.403964,9.3001,0.0112
2459485.404138,9.2955,0.0113
2459485.404219,9.2546,0.0112
2459485.404311,9.2641,0.0114
2459485.404392,9.284,0.0113
2459485.404473,9.2636,0.0112
2459485.404566,9.2999,0.0112
2459485.404647,9.3302,0.0112
2459485.404728,9.2958,0.0112
2459485.404809,9.2708,0.0112
2459485.404983,9.3062,0.0113
2459485.405064,9.3001,0.0113
2459485.405156,9.2986,0.0112
2459485.405237,9.2885,0.0112
2459485.405318,9.2773,0.0113
2459485.405747,9.2974,0.0113
2459485.405828,9.2801,0.0113
2459485.40592,9.2841,0.0112
2459485.406001,9.2837,0.0113
2459485.406082,9.2987,0.0112
2459485.406175,9.2826,0.0113
2459485.406256,9.2999,0.0112
2459485.406337,9.3053,0.0113
2459485.406429,9.2857,0.0113
2459485.40651,9.2599,0.0112
2459485.406591,9.2581,0.0112
2459485.406846,9.2866,0.0113
2459485.406927,9.3122,0.0113
2459485.40702,9.2909,0.0113
2459485.407101,9.302,0.0113
2459485.407182,9.3163,0.0112
2459485.407274,9.3018,0.0113
2459485.407355,9.2909,0.0113
2459485.407436,9.2885,0.0112
2459485.407529,9.2748,0.0113
2459485.407691,9.3068,0.0113
2459485.407772,9.2621,0.0113
2459485.407865,9.2949,0.0112
2459485.408027,9.3043,0.0113
2459485.408119,9.2796,0.0113
2459485.4082,9.304,0.0113
2459485.408281,9.313,0.0112
2459485.408374,9.2931,0.0113
2459485.408455,9.3227,0.0113
2459485.408536,9.318,0.0112
2459485.408628,9.2883,0.0112
2459485.408709,9.2976,0.0113
2459485.408791,9.278,0.0113
2459485.408883,9.3017,0.0112
2459485.408964,9.2993,0.0112
2459485.409045,9.3006,0.0113
2459485.409126,9.3191,0.0113
2459485.409219,9.2781,0.0113
2459485.4093,9.3132,0.0113
2459485.409381,9.2863,0.0113
2459485.409473,9.3542,0.0113
2459485.409554,9.3221,0.0112
2459485.409635,9.356,0.0113
2459485.409728,9.3277,0.0113
2459485.409809,9.322,0.0113
2459485.40989,9.3336,0.0113
2459485.409971,9.35,0.0113
2459485.410064,9.3191,0.0113
2459485.410145,9.3018,0.0113
2459485.410226,9.3177,0.0114
2459485.410318,9.2948,0.0113
2459485.410399,9.3202,0.0113
2459485.41048,9.2884,0.0113
2459485.410573,9.3473,0.0113
2459485.410654,9.3091,0.0114
2459485.410735,9.3178,0.0113
2459485.410828,9.3134,0.0113
2459485.410909,9.3264,0.0113
2459485.41099,9.3334,0.0114
2459485.411071,9.3392,0.0113
2459485.411325,9.3152,0.0112
2459485.411499,9.3318,0.0112
2459485.41158,9.3064,0.0112
2459485.411834,9.313,0.0112
2459485.411916,9.3026,0.0112
2459485.41217,9.3133,0.0114
2459485.412344,9.2727,0.0113
2459485.412425,9.2988,0.0113
2459485.412517,9.3074,0.0113
2459485.412598,9.3155,0.0114
2459485.412679,9.3114,0.0114
2459485.41276,9.3143,0.0113
2459485.412853,9.3169,0.0114
