jd,mag,uncertainty
2458827.216591,9.7632,0.0164
2458827.216684,9.6961,0.0163
2458827.216765,9.709,0.0166
2458827.216858,9.7455,0.0165
2458827.21695,9.6838,0.0164
2458827.217031,9.7365,0.0164
2458827.217124,9.7451,0.0164
2458827.217216,9.7306,0.0166
2458827.217309,9.7368,0.0163
2458827.21739,9.7295,0.0167
2458827.217483,9.717,0.0164
2458827.217575,9.6927,0.0165
2458827.217656,9.7178,0.0164
2458827.217749,9.7341,0.0166
2458827.217841,9.7234,0.0165
2458827.217922,9.7125,0.0174
2458827.218015,9.7277,0.0167
2458827.218108,9.725,0.0166
2458827.218189,9.7285,0.0163
2458827.218281,9.7377,0.0167
2458827.218374,9.736,0.0162
2458827.218466,9.7262,0.0164
2458827.218547,9.7113,0.0169
2458827.21864,9.745,0.0164
2458827.218733,9.7165,0.0168
2458827.218814,9.728,0.0167
2458827.218906,9.7353,0.0169
2458827.218999,9.7352,0.017
2458827.21908,9.755,0.0167
2458827.219172,9.7087,0.0168
2458827.219265,9.7181,0.0166
2458827.219346,9.7434,0.0165
2458827.219439,9.7386,0.0165
2458827.219531,9.7265,0.0167
2458827.219624,9.709,0.0168
2458827.219705,9.6924,0.017
2458827.219797,9.7484,0.0167
2458827.21989,9.758,0.0171
2458827.219971,9.7096,0.0172
2458827.220064,9.7497,0.0167
2458827.220156,9.7388,0.0169
2458827.220249,9.7379,0.0165
2458827.22033,9.7181,0.0166
2458827.220422,9.7391,0.017
2458827.220515,9.7478,0.0163
2458827.220608,9.7296,0.0165
2458827.220689,9.7192,0.0168
2458827.220781,9.724,0.0166
2458827.220874,9.7255,0.0162
2458827.220955,9.7196,0.0167
2458827.221047,9.7536,0.0163
2458827.22114,9.7462,0.0166
2458827.221233,9.7512,0.0164
2458827.221314,9.7458,0.0165
2458827.221406,9.7388,0.0164
2458827.221499,9.8023,0.0168
2458827.22158,9.7504,0.0169
2458827.221672,9.699,0.0168
2458827.221765,9.7115,0.0166
2458827.221846,9.7702,0.017
2458827.221939,9.7352,0.0162
2458827.222031,9.7314,0.0165
2458827.222124,9.7478,0.0167
2458827.222205,9.7209,0.0165
2458827.222297,9.7174,0.0168
2458827.22239,9.7321,0.0166
2458827.222471,9.7664,0.0168
2458827.222564,9.7541,0.0165
2458827.222656,9.7706,0.0165
2458827.222749,9.742,0.017
2458827.22283,9.7276,0.0164
2458827.222922,9.7499,0.0166
2458827.223015,9.7077,0.0166
2458827.223096,9.7843,0.0164
2458827.223189,9.7013,0.0171
2458827.22327,9.758,0.0171
2458827.223362,9.7371,0.0172
2458827.223455,9.7127,0.0168
2458827.223547,9.7325,0.0169
2458827.22364,9.7471,0.0169
2458827.223721,9.7322,0.017
2458827.223814,9.8042,0.0172
2458827.223906,9.7347,0.0168
2458827.223987,9.7229,0.017
2458827.22408,9.7334,0.017
2458827.224172,9.7041,0.0171
2458827.224265,9.7151,0.017
2458827.224346,9.7378,0.0171
2458827.224439,9.7579,0.0171
2458827.224531,9.7573,0.0168
2458827.224612,9.7165,0.0168
2458827.224705,9.7426,0.0167
2458827.224797,9.7248,0.0167
2458827.22489,9.6951,0.0169
2458827.224971,9.7432,0.0167
2458827.225064,9.722,0.0169
2458827.225156,9.7357,0.0166
2458827.225249,9.7744,0.0168
2458827.225341,9.7258,0.0167
2458827.225422,9.7409,0.0171
2458827.225515,9.7446,0.017
2458827.225608,9.7381,0.0168
2458827.2257,9.7594,0.0168
2458827.225793,9.7387,0.0169
2458827.225874,9.6919,0.0167
2458827.225966,9.7367,0.0166
2458827.226059,9.7523,0.0164
2458827.226152,9.7418,0.0166
2458827.226233,9.7233,0.0168
2458827.226325,9.711,0.0168
2458827.226418,9.7118,0.0167
2458827.226499,9.6977,0.0167
2458827.226591,9.7449,0.0164
2458827.226684,9.7543,0.0172
2458827.226777,9.7225,0.0172
2458827.226858,9.7569,0.0166
2458827.22695,9.7241,0.0166
2458827.227043,9.7632,0.0166
2458827.227124,9.7305,0.0165
2458827.227216,9.7427,0.0167
2458827.227309,9.7833,0.0166
2458827.22739,9.7858,0.0166
2458827.227483,9.7821,0.0163
2458827.227575,9.7627,0.0167
2458827.227668,9.7302,0.0164
2458827.227749,9.8031,0.0164
2458827.227841,9.7542,0.0166
2458827.227934,9.7592,0.0168
2458827.228015,9.7614,0.0167
2458827.228108,9.7469,0.0165
2458827.2282,9.756,0.0168
2458827.228293,9.7919,0.0168
2458827.228374,9.7047,0.017
2458827.228466,9.7064,0.0169
2458827.228559,9.7256,0.017
2458827.22864,9.7354,0.0172
2458827.228733,9.7502,0.0172
2458827.228825,9.7987,0.0162
2458827.228918,9.7364,0.0167
2458827.228999,9.7312,0.0167
2458827.229091,9.7164,0.0168
2458827.229184,9.748,0.0168
2458827.229277,9.7665,0.0167
2458827.229358,9.762,0.0166
2458827.22945,9.7252,0.0168
2458827.229543,9.7219,0.0163
2458827.229624,9.7731,0.0166
2458827.229716,9.7394,0.0174
2458827.229809,9.7884,0.0165
2458827.229902,9.7193,0.0166
2458827.229983,9.7562,0.0165
2458827.230075,9.7472,0.0171
2458827.230168,9.7327,0.017
2458827.230249,9.7431,0.0168
2458827.230341,9.7383,0.0168
2458827.230434,9.7424,0.0166
2458827.230515,9.753,0.0166
2458827.230608,9.724,0.0168
2458827.2307,9.7958,0.0168
2458827.230793,9.7802,0.0163
2458827.230885,9.7535,0.0165
2458827.230966,9.7472,0.0169
2458827.231059,9.7369,0.0164
2458827.231152,9.773,0.0167
2458827.231244,9.7492,0.0167
2458827.231325,9.7636,0.0168
2458827.231418,9.7739,0.0164
2458827.23151,9.7215,0.0166
2458827.231591,9.756,0.0166
2458827.231684,9.78,0.0164
2458827.231777,9.7613,0.0166
2458827.231858,9.7645,0.0164
2458827.23195,9.7548,0.0166
2458827.232043,9.7766,0.0167
2458827.232135,9.7338,0.0165
2458827.232216,9.7502,0.0164
2458827.232309,9.7543,0.0164
2458827.232402,9.7407,0.0165
2458827.232483,9.7652,0.0166
2458827.232575,9.7248,0.0165
2458827.232668,9.7503,0.0168
2458827.23276,9.7642,0.0167
2458827.232841,9.7865,0.0164
2458827.232934,9.7769,0.0167
2458827.233027,9.7288,0.0165
2458827.233108,9.7392,0.0166
2458827.2332,9.7463,0.0168
2458827.233293,9.7677,0.0168
2458827.233374,9.7522,0.0165
2458827.233466,9.7181,0.0171
2458827.233559,9.7465,0.0166
2458827.233652,9.7475,0.0166
2458827.233733,9.7696,0.0166
2458827.233825,9.757,0.0167
2458827.233918,9.7408,0.0168
2458827.23401,9.7292,0.0167
2458827.234091,9.7833,0.0163
2458827.234184,9.7477,0.0163
2458827.234277,9.7004,0.0168
2458827.234369,9.7815,0.0165
2458827.23445,9.7481,0.0166
2458827.234543,9.7705,0.0164
2458827.234635,9.7138,0.0168
2458827.234728,9.7469,0.0164
2458827.234809,9.7649,0.0167
2458827.234902,9.7595,0.0168
2458827.234994,9.7353,0.0164
2458827.235075,9.717,0.0166
2458827.235168,9.7321,0.0166
2458827.23526,9.7374,0.0166
2458827.235353,9.714,0.0164
2458827.235434,9.7679,0.0171
2458827.235527,9.7379,0.0169
2458827.235619,9.7276,0.0169
2458827.235712,9.6958,0.0169
2458827.235793,9.7427,0.0161
2458827.235885,9.7763,0.0168
2458827.235978,9.7772,0.0169
2458827.236071,9.737,0.0168
2458827.236152,9.7703,0.0166
2458827.236244,9.722,0.017
2458827.236337,9.7258,0.0168
2458827.236418,9.7509,0.0166
2458827.23651,9.7347,0.0168
2458827.236603,9.7192,0.0169
2458827.236684,9.7441,0.0165
2458827.236777,9.7818,0.0168
2458827.236869,9.7417,0.0165
2458827.236962,9.7375,0.0169
2458827.237054,9.7531,0.0165
2458827.237135,9.7653,0.0171
2458827.237228,9.7397,0.0169
2458827.237321,9.7321,0.0171
2458827.237402,9.7227,0.017
2458827.237494,9.7529,0.0163
2458827.237587,9.7537,0.0168
2458827.237679,9.7382,0.0168
2458827.237772,9.7113,0.0163
2458827.237853,9.7093,0.0165
2458827.237946,9.7148,0.017
2458827.238038,9.7403,0.0166
2458827.238119,9.7665,0.0169
2458827.238212,9.7422,0.0167
2458827.238304,9.7025,0.017
2458827.238397,9.7454,0.0166
2458827.238478,9.7632,0.0166
2458827.238571,9.7407,0.0168
2458827.238663,9.7402,0.0166
2458827.238744,9.7098,0.0165
2458827.238837,9.7495,0.0169
2458827.238929,9.7165,0.0164
2458827.23901,9.7508,0.0165
2458827.239103,9.7024,0.0167
2458827.239196,9.7451,0.0167
2458827.239288,9.7013,0.0163
2458827.239369,9.6889,0.017
2458827.239462,9.7051,0.0167
2458827.239554,9.7428,0.0166
2458827.239647,9.7143,0.017
2458827.239728,9.7232,0.0167
2458827.239821,9.7181,0.0168
2458827.239913,9.7453,0.0171
2458827.239994,9.7248,0.0169
2458827.240087,9.7492,0.0167
2458827.240179,9.753,0.0166
2458827.24026,9.7501,0.0166
2458827.240353,9.7871,0.0164
2458827.240446,9.7252,0.0164
2458827.240538,9.7158,0.0166
2458827.240619,9.7326,0.0167
2458827.240712,9.7466,0.0164
2458827.240804,9.7379,0.0167
2458827.240885,9.737,0.0165
2458827.240978,9.7416,0.0168
2458827.241071,9.7613,0.0169
2458827.241163,9.7242,0.0163
2458827.241244,9.734,0.0168
2458827.241337,9.7243,0.0169
2458827.241429,9.7161,0.0171
2458827.241522,9.7402,0.0169
2458827.241603,9.7362,0.0169
2458827.241696,9.7189,0.0163
2458827.241869,9.746,0.0164
2458827.241962,9.7329,0.0171
2458827.242054,9.7384,0.017
2458827.242147,9.7558,0.0166
2458827.242228,9.6771,0.0167
2458827.242321,9.7414,0.0171
2458827.242413,9.7268,0.0166
2458827.242506,9.7172,0.0169
2458827.242598,9.7308,0.017
2458827.242679,9.7265,0.0166
2458827.242772,9.7466,0.0168
2458827.242865,9.709,0.0167
2458827.242946,9.7436,0.0165
2458827.243038,9.7314,0.0168
2458827.243131,9.7119,0.0165
2458827.243223,9.7266,0.0169
2458827.243328,9.722,0.017
2458827.243409,9.7699,0.0169
2458827.243501,9.7335,0.0165
2458827.243594,9.783,0.0184
2458827.243675,9.7031,0.0167
2458827.243767,9.7645,0.0166
2458827.24386,9.7577,0.0168
2458827.243941,9.739,0.0165
2458827.244034,9.7667,0.0167
2458827.244126,9.8054,0.0165
2458827.244219,9.7077,0.0166
2458827.244311,9.7843,0.0165
2458827.244392,9.725,0.0167
2458827.244485,9.7584,0.0165
2458827.244578,9.7305,0.0167
2458827.24467,9.7187,0.0169
2458827.244751,9.7631,0.0163
2458827.244844,9.7503,0.0162
2458827.244936,9.7533,0.0165
2458827.245029,9.7139,0.0163
2458827.245122,9.7388,0.0167
2458827.245203,9.7183,0.0165
2458827.245295,9.7412,0.0164
2458827.245388,9.7126,0.017
2458827.24548,9.7409,0.0169
2458827.245561,9.7505,0.0166
2458827.245677,9.672,0.0171
2458827.245758,9.7432,0.0164
2458827.245851,9.7807,0.0164
2458827.245943,9.7544,0.0165
2458827.246117,9.7124,0.0163
2458827.246209,9.7209,0.0163
2458827.246291,9.7306,0.0167
2458827.246383,9.7439,0.0164
2458827.246476,9.7196,0.0165
2458827.246568,9.6671,0.0171
2458827.246649,9.7389,0.0167
2458827.246742,9.7396,0.0163
2458827.246834,9.7144,0.0168
2458827.246916,9.7258,0.0169
2458827.247008,9.6976,0.0167
2458827.247101,9.7282,0.0165
2458827.247182,9.7263,0.0163
2458827.247274,9.7114,0.0168
2458827.247367,9.711,0.0166
2458827.247459,9.7181,0.0165
2458827.247541,9.7463,0.0165
2458827.247633,9.6845,0.0166
2458827.247726,9.7263,0.0165
2458827.247807,9.7138,0.0166
2458827.247899,9.7174,0.0167
2458827.247992,9.7692,0.0168
2458827.248084,9.7495,0.0164
2458827.248177,9.7618,0.0167
2458827.248258,9.7329,0.0166
2458827.248443,9.6983,0.0167
2458827.248524,9.6887,0.0165
2458827.248617,9.7697,0.0164
2458827.248709,9.692,0.0166
2458827.248802,9.7752,0.0166
2458827.248883,9.6805,0.0166
2458827.248976,9.7293,0.0166
2458827.249068,9.7729,0.0163
2458827.249149,9.7565,0.0168
2458827.249242,9.7304,0.0165
2458827.249416,9.7306,0.0165
2458827.249508,9.7377,0.0167
2458827.249601,9.7497,0.0165
2458827.249682,9.7578,0.0166
2458827.249774,9.7224,0.0166
2458827.249867,9.754,0.0165
2458827.249948,9.7617,0.0163
2458827.250041,9.7247,0.0169
2458827.250133,9.7068,0.0165
2458827.250226,9.7114,0.0164
2458827.250307,9.7452,0.0169
2458827.250399,9.7207,0.0166
2458827.250492,9.7885,0.0168
2458827.250584,9.7448,0.0163
2458827.250666,9.7071,0.0167
2458827.250758,9.6862,0.0163
2458827.250851,9.7609,0.0165
2458827.250932,9.7493,0.0164
2458827.251024,9.734,0.0161
2458827.251117,9.7364,0.0163
2458827.251198,9.7214,0.0165
2458827.251291,9.743,0.0164
2458827.251383,9.6478,0.0165
2458827.251464,9.6816,0.0164
2458827.251557,9.7427,0.0165
2458827.251649,9.7212,0.0164
2458827.25173,9.7354,0.0168
2458827.251823,9.749,0.0165
2458827.251916,9.7232,0.0168
2458827.251997,9.7616,0.0164
2458827.252089,9.7342,0.0165
2458827.252182,9.6936,0.0166
2458827.252274,9.7065,0.0168
2458827.252355,9.7269,0.0167
2458827.252448,9.7189,0.0169
2458827.252541,9.6963,0.0165
2458827.252622,9.6754,0.0167
2458827.252714,9.7912,0.0166
2458827.252807,9.7075,0.0167
2458827.252888,9.6996,0.0169
2458827.25298,9.7306,0.0169
2458827.253073,9.7136,0.0167
2458827.253166,9.6849,0.0168
2458827.253247,9.7098,0.0164
2458827.253339,9.7322,0.0166
2458827.253432,9.7066,0.0167
2458827.253513,9.7454,0.0165
2458827.253605,9.6974,0.0166
2458827.253698,9.7465,0.0165
2458827.253779,9.7334,0.0166
2458827.253872,9.7499,0.0162
2458827.253964,9.7036,0.0168
2458827.254045,9.7682,0.0165
2458827.254138,9.7417,0.0167
2458827.25423,9.7381,0.0165
2458827.254311,9.7436,0.0164
2458827.254404,9.7127,0.0166
2458827.254497,9.7772,0.0166
2458827.254578,9.7308,0.0164
2458827.25467,9.7175,0.0166
2458827.254763,9.7187,0.0166
2458827.254844,9.7193,0.0167
2458827.254936,9.7263,0.0164
2458827.255029,9.7267,0.0167
2458827.25511,9.7432,0.0164
2458827.255203,9.776,0.0164
2458827.255295,9.7268,0.0165
2458827.255388,9.7165,0.0164
2458827.25548,9.7663,0.0162
2458827.255561,9.7141,0.0166
2458827.255654,9.7279,0.0164
2458827.255747,9.7494,0.0165
2458827.255828,9.6794,0.0168
2458827.25592,9.7515,0.0165
2458827.256013,9.7008,0.0167
2458827.256105,9.7467,0.0165
2458827.256186,9.7444,0.0165
2458827.256279,9.6981,0.0163
2458827.256372,9.6893,0.0166
2458827.256453,9.7424,0.0166
2458827.256545,9.7136,0.0167
2458827.256638,9.7204,0.017
2458827.256719,9.7369,0.0168
2458827.256811,9.7575,0.0166
2458827.256904,9.6776,0.0168
2458827.256985,9.7296,0.0166
2458827.257078,9.7459,0.0164
2458827.25717,9.7565,0.0161
2458827.257251,9.7378,0.0165
2458827.257344,9.6964,0.0169
2458827.257436,9.6792,0.0165
2458827.257529,9.7445,0.0162
2458827.25761,9.7008,0.0165
2458827.257703,9.7048,0.0166
2458827.257795,9.7028,0.0163
2458827.257888,9.7282,0.0164
2458827.257969,9.7106,0.0164
2458827.258061,9.7084,0.0163
2458827.258154,9.7197,0.0167
2458827.258235,9.7335,0.0164
2458827.258328,9.7406,0.0163
2458827.25842,9.7718,0.0163
2458827.258501,9.7448,0.0163
2458827.258594,9.7061,0.0167
2458827.258686,9.6769,0.0164
2458827.258779,9.7098,0.0164
2458827.25886,9.657,0.0164
2458827.258953,9.7237,0.0167
2458827.259045,9.6976,0.0166
2458827.259126,9.7095,0.0167
2458827.259219,9.7159,0.0165
2458827.259311,9.733,0.0166
2458827.259404,9.6686,0.0169
2458827.259485,9.746,0.0166
2458827.259578,9.704,0.0167
2458827.25967,9.7319,0.0168
2458827.259751,9.7225,0.0167
2458827.259844,9.7182,0.0165
2458827.259936,9.7146,0.017
2458827.260017,9.688,0.0167
2458827.26011,9.7099,0.0164
2458827.260203,9.7072,0.0167
2458827.260284,9.7158,0.0165
2458827.260376,9.6944,0.0164
2458827.260469,9.7157,0.0166
2458827.26055,9.717,0.0167
2458827.260642,9.6808,0.0167
2458827.260735,9.6883,0.0164
2458827.260816,9.7226,0.0168
2458827.260909,9.7257,0.0165
2458827.261001,9.7062,0.0168
2458827.261082,9.697,0.0168
2458827.261175,9.727,0.0166
2458827.261267,9.6991,0.0165
2458827.26136,9.739,0.0166
2458827.261441,9.6921,0.0167
2458827.261534,9.7488,0.0167
2458827.261626,9.7001,0.017
2458827.261707,9.7293,0.0165
2458827.2618,9.6991,0.0165
2458827.261892,9.6876,0.0165
2458827.261985,9.709,0.0166
2458827.262066,9.704,0.0193
2458827.262159,9.6931,0.0165
2458827.262251,9.6565,0.0166
2458827.262332,9.7276,0.0162
2458827.262425,9.7392,0.0165
2458827.262517,9.7232,0.0168
2458827.26261,9.7152,0.0167
2458827.262691,9.6502,0.0169
2458827.262784,9.7289,0.0167
2458827.262876,9.6997,0.0165
2458827.262957,9.6704,0.0169
2458827.26305,9.6867,0.0168
2458827.263142,9.6757,0.0167
2458827.263235,9.6441,0.0167
2458827.263316,9.709,0.0167
2458827.263409,9.6067,0.0168
2458827.263501,9.7161,0.0165
2458827.263594,9.7285,0.0165
2458827.263675,9.6999,0.0169
2458827.263767,9.705,0.0168
2458827.26386,9.7099,0.0167
2458827.263941,9.7453,0.0169
2458827.264034,9.6764,0.0169
2458827.264126,9.6849,0.0169
2458827.264207,9.7132,0.0172
2458827.2643,9.6754,0.0172
2458827.264392,9.7357,0.0166
2458827.264473,9.7041,0.0167
2458827.264566,9.7023,0.0162
2458827.264659,9.7253,0.0164
2458827.264751,9.6795,0.0163
2458827.264832,9.6518,0.0162
2458827.264925,9.6511,0.0164
2458827.265017,9.6957,0.0162
2458827.265098,9.6183,0.0167
2458827.265191,9.6833,0.0165
2458827.265284,9.7001,0.0166
2458827.265365,9.6925,0.0162
2458827.265457,9.6961,0.0163
2458827.26555,9.6276,0.0164
2458827.265631,9.7101,0.0163
2458827.265723,9.6985,0.0165
2458827.265816,9.7123,0.0164
2458827.265909,9.6862,0.0168
2458827.26599,9.7555,0.0163
2458827.266082,9.6973,0.0166
2458827.266175,9.7368,0.0167
2458827.266256,9.7065,0.0165
2458827.266348,9.6909,0.0164
2458827.266441,9.7083,0.0164
2458827.266534,9.6656,0.0167
2458827.266615,9.7019,0.0166
2458827.266707,9.7258,0.0164
2458827.2668,9.724,0.0162
2458827.266881,9.6641,0.0166
2458827.266973,9.6601,0.0165
2458827.267066,9.6671,0.0165
2458827.267159,9.7361,0.0166
2458827.26724,9.7231,0.0163
2458827.267332,9.6606,0.0168
2458827.267425,9.6688,0.0167
2458827.267506,9.6954,0.0165
2458827.267598,9.7638,0.016
2458827.267691,9.6527,0.0166
2458827.267772,9.6499,0.0163
2458827.267865,9.7134,0.0166
2458827.267957,9.6681,0.0166
2458827.268038,9.6948,0.0163
2458827.268131,9.6526,0.0167
2458827.268223,9.6758,0.0164
2458827.268304,9.7069,0.0168
2458827.268397,9.6981,0.0164
2458827.26849,9.6884,0.0164
2458827.268571,9.7407,0.0163
2458827.268663,9.7233,0.016
2458827.268756,9.6797,0.0169
2458827.268837,9.7016,0.0165
2458827.268929,9.7217,0.0168
2458827.269022,9.7133,0.0166
2458827.269115,9.6951,0.0166
2458827.269196,9.6731,0.0166
2458827.269288,9.7088,0.0164
2458827.269381,9.6599,0.0165
2458827.269462,9.7221,0.0165
2458827.269554,9.7212,0.0162
2458827.269647,9.705,0.0164
2458827.269728,9.6907,0.0166
2458827.269821,9.7011,0.0162
2458827.269913,9.6905,0.0165
2458827.270006,9.6855,0.0162
2458827.270087,9.7198,0.0162
2458827.270179,9.6543,0.0165
2458827.270272,9.7,0.0167
2458827.270353,9.7194,0.0165
2458827.270446,9.6859,0.0163
2458827.270538,9.6844,0.0163
2458827.270631,9.671,0.0165
