jd,mag,uncertainty
2459454.371036,9.7378,0.0134
2459454.371209,9.7258,0.0136
2459454.371719,9.7545,0.0136
2459454.372321,9.7506,0.0136
2459454.375758,9.7405,0.0133
2459454.376186,9.7748,0.0135
2459454.376267,9.7446,0.0135
2459454.377378,9.7419,0.0135
2459454.378154,9.7212,0.0134
2459454.378235,9.658,0.0133
2459454.378837,9.6509,0.0133
2459454.378929,9.67,0.0135
2459454.37901,9.7234,0.0133
2459454.379358,9.6336,0.0134
2459454.379531,9.7033,0.0133
2459454.379612,9.6475,0.0132
2459454.379693,9.6548,0.013
2459454.379786,9.7108,0.0132
2459454.379867,9.6751,0.0134
2459454.379948,9.6756,0.0132
2459454.380041,9.6794,0.0133
2459454.380214,9.702,0.0132
2459454.380295,9.6662,0.0134
2459454.380642,9.6823,0.0133
2459454.380816,9.7128,0.0133
2459454.380897,9.7007,0.0132
2459454.381152,9.6482,0.0132
2459454.381406,9.7336,0.0133
2459454.381672,9.6885,0.0133
2459454.381927,9.6987,0.0134
2459454.382008,9.7317,0.0133
2459454.382182,9.6433,0.0131
2459454.382691,9.7096,0.0134
2459454.382865,9.6972,0.0132
2459454.383038,9.6981,0.0136
2459454.383119,9.7096,0.0133
2459454.383212,9.6992,0.013
2459454.383385,9.6843,0.0133
2459454.385434,9.674,0.013
2459454.3857,9.7101,0.0133
2459454.386383,9.7272,0.0133
2459454.386638,9.7173,0.0134
2459454.38673,9.6714,0.0132
2459454.386811,9.7048,0.0135
2459454.386892,9.7106,0.0132
2459454.386985,9.7175,0.0133
2459454.387066,9.7267,0.0133
2459454.387159,9.7199,0.0133
2459454.387494,9.6766,0.0133
2459454.387587,9.6993,0.0135
2459454.387749,9.7157,0.0133
2459454.387841,9.7189,0.0136
2459454.388189,9.6974,0.0133
2459454.388872,9.727,0.0134
2459454.389034,9.7267,0.0134
2459454.389126,9.7284,0.0134
2459454.389288,9.6959,0.0134
2459454.389809,9.7276,0.0135
2459454.38989,9.6732,0.0133
2459454.389983,9.7,0.0132
2459454.390064,9.7176,0.0133
2459454.390156,9.762,0.0136
2459454.390237,9.7073,0.0134
2459454.390318,9.7389,0.0135
2459454.390411,9.6966,0.0133
2459454.390492,9.7341,0.0134
2459454.390584,9.6981,0.0133
2459454.390666,9.7365,0.0136
2459454.390747,9.6506,0.0136
2459454.390839,9.7065,0.0134
2459454.39092,9.6847,0.0135
2459454.391001,9.7297,0.0134
2459454.391094,9.7034,0.0134
2459454.391267,9.7184,0.0135
2459454.391348,9.7141,0.0135
2459454.391522,9.7365,0.0135
2459454.391777,9.7083,0.0133
2459454.391858,9.6908,0.0132
2459454.39195,9.7265,0.0133
2459454.392124,9.7513,0.0135
2459454.392205,9.6933,0.0134
2459454.39401,9.6671,0.0133
2459454.394265,9.6778,0.0132
2459454.397598,9.7082,0.0133
2459454.398119,9.6897,0.0133
2459454.3982,9.6822,0.0133
2459454.398281,9.7226,0.0134
2459454.398374,9.7133,0.0134
2459454.398547,9.6543,0.0132
2459454.399138,9.6607,0.0132
2459454.39923,9.7314,0.0133
2459454.39974,9.657,0.0133
2459454.40026,9.6763,0.0132
2459454.400515,9.6723,0.0133
2459454.400689,9.7092,0.0134
2459454.401372,9.6754,0.0135
2459454.402575,9.696,0.0133
2459454.402737,9.6642,0.0131
2459454.403166,9.6789,0.0133
2459454.403941,9.6917,0.0132
2459454.404462,9.6881,0.0133
2459454.404635,9.7099,0.0133
2459454.404716,9.669,0.0135
2459454.404797,9.7303,0.0135
2459454.40489,9.7137,0.0135
2459454.405145,9.7129,0.0134
2459454.405654,9.6421,0.0134
2459454.405828,9.7065,0.0133
2459454.40592,9.6678,0.0132
2459454.406175,9.7203,0.0136
2459454.406429,9.68,0.0131
2459454.406777,9.6997,0.0132
2459454.406858,9.6455,0.0131
2459454.407112,9.6864,0.0132
2459454.407205,9.6416,0.0132
2459454.407367,9.6472,0.0132
2459454.407459,9.6795,0.0131
2459454.407541,9.6361,0.0132
2459454.407633,9.657,0.0131
2459454.407714,9.6823,0.0131
2459454.407969,9.6438,0.0131
2459454.408061,9.654,0.0132
2459454.408223,9.6325,0.0131
2459454.408316,9.6362,0.0132
2459454.408652,9.6729,0.013
2459454.411059,9.6368,0.013
2459454.411823,9.6638,0.0131
2459454.411997,9.7207,0.0132
2459454.412506,9.6155,0.013
2459454.413791,9.6842,0.0133
2459454.414045,9.6318,0.013
2459454.414138,9.6502,0.0133
2459454.414219,9.646,0.013
2459454.414311,9.6418,0.0132
2459454.414392,9.6371,0.013
2459454.414473,9.6685,0.0131
2459454.414566,9.6292,0.0131
2459454.414647,9.6239,0.013
2459454.414994,9.6436,0.0132
2459454.41526,9.6243,0.0129
2459454.415689,9.6624,0.013
2459454.417309,9.6475,0.0131
2459454.417402,9.6422,0.013
2459454.417575,9.6556,0.0133
2459454.417656,9.6353,0.0131
2459454.41783,9.6654,0.0131
2459454.417911,9.6429,0.0132
2459454.417992,9.6576,0.0133
2459454.418084,9.6141,0.013
2459454.418258,9.6444,0.0131
2459454.418339,9.6349,0.0132
2459454.41842,9.6319,0.0132
2459454.418594,9.6163,0.0131
2459454.418686,9.6515,0.0134
2459454.419115,9.6984,0.0132
2459454.419543,9.6477,0.0129
2459454.420307,9.6189,0.0129
2459454.421175,9.6394,0.013
2459454.421256,9.6535,0.0131
2459454.421429,9.6352,0.013
2459454.421522,9.6488,0.0131
2459454.421603,9.6385,0.013
2459454.421684,9.6424,0.0132
2459454.421858,9.6506,0.0129
2459454.422031,9.6374,0.0131
2459454.422112,9.6276,0.0132
2459454.422205,9.632,0.0132
2459454.422286,9.6384,0.0132
2459454.422378,9.6259,0.0132
2459454.422459,9.632,0.0129
2459454.422541,9.5926,0.0131
2459454.422633,9.6097,0.0131
2459454.422714,9.625,0.013
2459454.422807,9.6153,0.0132
2459454.422888,9.6408,0.0129
2459454.424427,9.6156,0.0129
2459454.424682,9.6396,0.0128
2459454.424948,9.6326,0.0128
2459454.425885,9.6185,0.013
2459454.426487,9.6384,0.0129
2459454.426568,9.6393,0.0128
2459454.426742,9.5912,0.0128
2459454.426916,9.6117,0.0127
2459454.42717,9.6576,0.0129
2459454.427263,9.6308,0.0128
2459454.427344,9.6278,0.0129
2459454.427425,9.6222,0.0129
2459454.427517,9.6403,0.0131
2459454.427598,9.5798,0.0127
2459454.427679,9.6261,0.0129
2459454.427772,9.6169,0.0128
2459454.427853,9.5647,0.0127
2459454.427946,9.6143,0.0128
2459454.428027,9.5812,0.0127
2459454.428119,9.5679,0.0128
2459454.4282,9.6172,0.0129
2459454.428281,9.562,0.0127
2459454.428374,9.6015,0.0129
2459454.428455,9.5991,0.0128
2459454.428547,9.6255,0.0129
2459454.428628,9.5626,0.0128
2459454.428709,9.5668,0.0128
2459454.428802,9.6445,0.0129
2459454.428883,9.5904,0.0128
2459454.429057,9.5785,0.0128
2459454.42923,9.5116,0.0127
2459454.429311,9.6251,0.0128
2459454.429404,9.5603,0.0127
2459454.429578,9.6089,0.013
2459454.429659,9.5341,0.0128
2459454.429832,9.6041,0.0128
2459454.430689,9.5578,0.0128
2459454.434288,9.5702,0.0127
2459454.434716,9.5953,0.0127
2459454.434797,9.5619,0.0127
2459454.43489,9.5584,0.0126
2459454.435145,9.5927,0.0127
2459454.435318,9.537,0.0124
2459454.435492,9.5714,0.0126
2459454.435654,9.5389,0.0127
2459454.435747,9.5268,0.0125
2459454.435828,9.5478,0.0126
2459454.43592,9.5894,0.0127
2459454.436175,9.5764,0.0127
2459454.436256,9.4819,0.0126
2459454.436348,9.5624,0.0126
2459454.436429,9.5431,0.0126
2459454.43651,9.5441,0.0126
2459454.436603,9.5708,0.0127
2459454.436684,9.5585,0.0127
2459454.436777,9.5046,0.0125
2459454.436858,9.5099,0.0126
2459454.436939,9.5031,0.0126
2459454.437031,9.5806,0.0127
2459454.437112,9.4745,0.0126
2459454.437205,9.4931,0.0124
2459454.437286,9.5521,0.0126
2459454.437367,9.572,0.0127
2459454.437459,9.5786,0.0126
2459454.437714,9.5821,0.0126
2459454.437807,9.4963,0.0125
2459454.437888,9.5652,0.0125
2459454.438142,9.5293,0.0125
2459454.438316,9.5348,0.0125
2459454.43849,9.5484,0.0126
2459454.438663,9.5164,0.0125
2459454.439091,9.5515,0.0126
2459454.439172,9.5322,0.0125
2459454.439253,9.4982,0.0125
2459454.439346,9.516,0.0124
2459454.439427,9.4827,0.0124
2459454.43952,9.4698,0.0123
2459454.439601,9.5039,0.0124
2459454.439855,9.5018,0.0125
2459454.439948,9.5043,0.0125
2459454.440029,9.4824,0.0123
2459454.44011,9.4529,0.0123
2459454.440457,9.5077,0.0123
2459454.440631,9.5084,0.0124
2459454.440804,9.4924,0.0124
2459454.440885,9.4915,0.0124
2459454.440966,9.471,0.0122
2459454.441314,9.4517,0.0123
2459454.441823,9.4766,0.0124
2459454.441997,9.4258,0.0122
2459454.442251,9.4586,0.0121
2459454.442344,9.4687,0.0124
2459454.442517,9.4525,0.0124
2459454.444138,9.4329,0.0123
2459454.444566,9.4156,0.0121
2459454.445851,9.4019,0.0121
2459454.446117,9.3956,0.0121
2459454.446279,9.3916,0.0121
2459454.446372,9.3672,0.012
2459454.446453,9.3635,0.012
2459454.446707,9.4109,0.0121
2459454.4468,9.4426,0.0122
2459454.446962,9.3868,0.012
2459454.447054,9.3767,0.0121
2459454.447135,9.3792,0.012
2459454.447228,9.3869,0.012
2459454.447309,9.386,0.0122
2459454.447483,9.4127,0.0121
2459454.447656,9.4021,0.0121
2459454.44783,9.3952,0.0119
2459454.447911,9.4003,0.0122
2459454.447992,9.3673,0.012
2459454.448166,9.4053,0.0121
2459454.448258,9.3789,0.0119
2459454.448339,9.3852,0.0119
2459454.448432,9.3505,0.0119
2459454.448686,9.3823,0.0121
2459454.448767,9.3767,0.012
2459454.44886,9.355,0.012
2459454.448941,9.3692,0.012
2459454.449115,9.3899,0.012
2459454.449196,9.3959,0.0119
2459454.449369,9.3881,0.0121
2459454.449462,9.3991,0.0121
2459454.449543,9.3377,0.0118
2459454.449624,9.3416,0.0119
2459454.449797,9.3809,0.0118
2459454.450052,9.3526,0.0119
2459454.450318,9.3563,0.0119
2459454.450399,9.3707,0.0118
2459454.450573,9.3012,0.0117
2459454.450747,9.3248,0.0117
2459454.451001,9.3205,0.0117
2459454.451256,9.3225,0.0117
2459454.451348,9.3447,0.0118
2459454.451684,9.3447,0.0117
2459454.452031,9.3416,0.0117
2459454.452459,9.3106,0.0117
2459454.452714,9.3273,0.0118
2459454.452888,9.2919,0.0117
2459454.45305,9.2913,0.0118
2459454.453223,9.3067,0.0116
2459454.453316,9.3119,0.0117
2459454.453397,9.2956,0.0117
2459454.45349,9.3171,0.0116
2459454.453571,9.3272,0.0118
2459454.453652,9.2643,0.0117
2459454.453744,9.2699,0.0117
2459454.453918,9.327,0.0118
2459454.45408,9.2812,0.0117
2459454.454172,9.2937,0.0117
2459454.454253,9.288,0.0117
2459454.454427,9.2781,0.0118
2459454.454601,9.2896,0.0116
2459454.454682,9.3055,0.0117
2459454.454774,9.2837,0.0116
2459454.454936,9.3247,0.0116
2459454.45511,9.2584,0.0116
2459454.455203,9.3044,0.0117
2459454.455284,9.2527,0.0117
2459454.455365,9.2953,0.0116
2459454.455457,9.3017,0.0116
2459454.455538,9.2698,0.0117
2459454.455631,9.2665,0.0116
2459454.455793,9.2892,0.0116
2459454.455885,9.2857,0.0116
2459454.455966,9.2269,0.0117
2459454.456395,9.2581,0.0116
2459454.456487,9.3003,0.0116
2459454.456916,9.2477,0.0115
2459454.456997,9.263,0.0114
2459454.457089,9.3201,0.0116
2459454.45717,9.2667,0.0115
2459454.457251,9.2546,0.0115
2459454.457598,9.2771,0.0115
2459454.457772,9.2665,0.0115
2459454.457946,9.3111,0.0115
2459454.458027,9.2504,0.0116
2459454.458108,9.293,0.0115
2459454.458374,9.2573,0.0115
2459454.458536,9.2382,0.0115
2459454.458628,9.2648,0.0113
2459454.458709,9.2429,0.0114
2459454.458802,9.2622,0.0114
2459454.458883,9.2375,0.0113
2459454.458964,9.29,0.0114
2459454.459057,9.269,0.0113
2459454.459392,9.2679,0.0115
2459454.460422,9.2066,0.0112
2459454.46077,9.2231,0.0113
2459454.461198,9.2141,0.0113
2459454.461453,9.234,0.0113
2459454.461788,9.1853,0.0113
2459454.462054,9.191,0.0112
2459454.462135,9.2369,0.0113
2459454.462216,9.2629,0.0112
2459454.462645,9.2904,0.0114
2459454.462737,9.2626,0.0113
2459454.462818,9.2141,0.0113
2459454.462899,9.2267,0.0113
2459454.462992,9.2592,0.0113
2459454.463247,9.2313,0.0114
2459454.463339,9.2511,0.0113
2459454.463594,9.1761,0.0114
2459454.463675,9.1973,0.0112
2459454.463848,9.2048,0.0113
2459454.463929,9.1791,0.0113
2459454.464103,9.1901,0.0113
2459454.464196,9.1908,0.0114
2459454.464277,9.1397,0.0113
2459454.464358,9.2171,0.0113
2459454.46445,9.143,0.0112
2459454.464531,9.1935,0.0113
2459454.464624,9.2075,0.0113
2459454.464705,9.2033,0.0113
2459454.464786,9.2138,0.0113
2459454.464878,9.1897,0.0113
2459454.464959,9.1789,0.0113
2459454.465052,9.224,0.0112
2459454.46548,9.1737,0.0113
2459454.465561,9.2012,0.0113
2459454.465642,9.1892,0.0112
2459454.465909,9.1715,0.0114
2459454.46599,9.2021,0.0113
2459454.466071,9.1659,0.0113
2459454.466163,9.1933,0.0113
2459454.466244,9.2152,0.0113
2459454.466499,9.1594,0.0113
2459454.466591,9.1399,0.0112
2459454.466672,9.169,0.0113
2459454.466765,9.1563,0.0112
2459454.466846,9.1648,0.0112
2459454.466939,9.1603,0.0114
2459454.46702,9.1902,0.0113
2459454.467193,9.19,0.0112
2459454.467274,9.1567,0.0111
2459454.467367,9.1608,0.0113
2459454.467529,9.1163,0.0112
2459454.467622,9.1527,0.0113
2459454.467703,9.175,0.0112
2459454.467876,9.1882,0.0112
2459454.46805,9.149,0.0113
2459454.468131,9.175,0.0113
2459454.468223,9.1492,0.0112
2459454.468304,9.1599,0.0112
2459454.468397,9.1408,0.0111
2459454.468478,9.1763,0.0113
2459454.468559,9.1491,0.0112
2459454.468652,9.197,0.0112
2459454.468733,9.1751,0.0112
2459454.468825,9.2155,0.0113
2459454.46908,9.2038,0.0113
2459454.469334,9.1608,0.0113
2459454.469427,9.1523,0.0112
2459454.469508,9.1488,0.0114
2459454.469682,9.1855,0.0113
2459454.469936,9.19,0.0114
2459454.47011,9.1765,0.0114
2459454.470191,9.197,0.0113
2459454.470365,9.1638,0.0113
2459454.470457,9.1688,0.0113
2459454.470885,9.1549,0.0112
2459454.470966,9.1609,0.0115
2459454.471047,9.1478,0.0112
2459454.47114,9.1949,0.0113
2459454.471314,9.1738,0.0114
2459454.471395,9.151,0.0112
2459454.471568,9.1782,0.0112
2459454.471649,9.1466,0.0114
2459454.471742,9.1543,0.0113
2459454.471823,9.1885,0.0111
2459454.471997,9.18,0.0112
2459454.47217,9.1734,0.0111
2459454.472251,9.1593,0.0112
2459454.472344,9.1651,0.0112
2459454.472425,9.1485,0.0114
2459454.472598,9.1672,0.0112
2459454.472679,9.1707,0.0113
2459454.472772,9.1437,0.0113
2459454.472853,9.187,0.0114
2459454.472946,9.182,0.0114
2459454.473027,9.1806,0.0114
2459454.473108,9.1506,0.0113
2459454.4732,9.1536,0.0111
2459454.473281,9.202,0.0113
2459454.473455,9.1671,0.0113
2459454.473628,9.1499,0.0114
2459454.473721,9.1468,0.0111
2459454.473802,9.1888,0.0113
2459454.473883,9.155,0.0114
2459454.473976,9.1446,0.0113
2459454.474057,9.1712,0.0113
2459454.474149,9.1946,0.0113
2459454.47423,9.1617,0.0113
2459454.474404,9.156,0.0112
2459454.474485,9.1911,0.0112
2459454.474578,9.1954,0.0111
2459454.474832,9.1873,0.0112
2459454.475006,9.1534,0.011
2459454.475087,9.2136,0.0112
2459454.475179,9.1589,0.0111
2459454.47526,9.1695,0.0111
2459454.475353,9.1614,0.0112
2459454.475515,9.1505,0.0113
2459454.475608,9.1725,0.0112
2459454.475689,9.197,0.0113
2459454.47577,9.1638,0.0112
2459454.475862,9.2149,0.0112
2459454.475943,9.1842,0.0112
2459454.476036,9.1885,0.011
2459454.476117,9.1635,0.0112
2459454.476372,9.1672,0.011
2459454.476545,9.1712,0.0112
2459454.476719,9.1595,0.0111
2459454.477054,9.1705,0.0112
2459454.477656,9.1668,0.0113
2459454.477911,9.1851,0.0113
2459454.478084,9.1559,0.0112
2459454.478686,9.1963,0.0112
2459454.47886,9.15,0.0113
2459454.479543,9.2042,0.0113
2459454.479716,9.1932,0.0114
2459454.480064,9.2206,0.0113
2459454.480145,9.2013,0.0113
2459454.480226,9.197,0.0112
2459454.480318,9.2127,0.0113
2459454.480492,9.217,0.0111
2459454.480573,9.1972,0.0113
2459454.480666,9.2115,0.0113
2459454.481001,9.2195,0.0112
2459454.481175,9.2109,0.0111
2459454.481267,9.17,0.0112
2459454.481348,9.1625,0.0111
2459454.481429,9.1976,0.0112
2459454.481777,9.1839,0.0112
2459454.481858,9.1301,0.0111
2459454.48195,9.162,0.0111
2459454.482031,9.1752,0.0112
2459454.482124,9.1894,0.0112
2459454.482205,9.2125,0.0111
2459454.482297,9.1342,0.0112
2459454.482378,9.1676,0.0111
2459454.482459,9.17,0.0112
2459454.482552,9.1692,0.0111
2459454.482633,9.1904,0.0113
2459454.482714,9.1706,0.0112
2459454.482807,9.1682,0.0112
2459454.482888,9.1741,0.0112
2459454.48298,9.1708,0.0112
2459454.483142,9.2186,0.0112
2459454.483316,9.1738,0.0112
2459454.483409,9.1932,0.0112
2459454.483582,9.2032,0.0114
2459454.483663,9.1751,0.0113
2459454.483744,9.188,0.0113
2459454.483837,9.1974,0.0112
2459454.483918,9.194,0.0112
2459454.484172,9.1526,0.0113
2459454.484265,9.2251,0.0113
2459454.484439,9.1549,0.0112
2459454.48452,9.1937,0.0112
2459454.484693,9.2164,0.0112
2459454.484774,9.1947,0.0112
2459454.484867,9.2005,0.0112
2459454.484948,9.2076,0.0113
2459454.485122,9.2085,0.0113
2459454.485203,9.1935,0.0113
2459454.485295,9.2198,0.0113
2459454.485469,9.2339,0.0113
2459454.48555,9.2232,0.0112
2459454.485631,9.1907,0.0113
2459454.485723,9.1902,0.0112
2459454.485804,9.2336,0.0112
2459454.485885,9.2208,0.0113
2459454.485978,9.2033,0.0114
2459454.486059,9.2269,0.0113
2459454.486152,9.2127,0.0113
2459454.486233,9.1141,0.0112
2459454.486325,9.2641,0.0113
2459454.486406,9.2373,0.0113
2459454.48658,9.2101,0.0113
2459454.486661,9.2142,0.0112
2459454.486834,9.1806,0.0112
2459454.486916,9.1789,0.0112
2459454.487008,9.1895,0.0113
2459454.487089,9.186,0.0112
2459454.487263,9.1837,0.0113
2459454.487344,9.207,0.0112
2459454.487436,9.1399,0.0112
2459454.487517,9.1419,0.0113
2459454.48761,9.1806,0.0113
2459454.487691,9.1551,0.0113
2459454.487784,9.1725,0.0113
2459454.487865,9.1489,0.0113
2459454.488212,9.1778,0.0112
2459454.488466,9.2089,0.0113
2459454.488547,9.1853,0.0112
2459454.48864,9.1609,0.0112
2459454.488721,9.1966,0.0112
2459454.488814,9.1693,0.0111
2459454.488976,9.159,0.0113
2459454.489416,9.1919,0.0112
2459454.490608,9.1792,0.0113
2459454.4907,9.1648,0.0111
2459454.491302,9.1776,0.0112
2459454.492922,9.1917,0.0112
2459454.493443,9.1776,0.0112
2459454.493617,9.2031,0.0113
2459454.493698,9.2053,0.0111
2459454.493953,9.1953,0.0113
2459454.494219,9.1701,0.0111
2459454.497552,9.1699,0.0113
2459454.498328,9.1855,0.0112
2459454.498409,9.2106,0.0113
2459454.498582,9.1679,0.0113
2459454.498663,9.1491,0.0112
2459454.499091,9.16,0.0113
2459454.499346,9.1475,0.0113
2459454.499439,9.1755,0.0113
2459454.49952,9.1296,0.0113
2459454.499612,9.1431,0.0113
2459454.499693,9.1606,0.0113
2459454.499774,9.1662,0.0113
2459454.499867,9.1645,0.0112
2459454.499948,9.1579,0.0113
2459454.500122,9.1578,0.0112
2459454.500203,9.1768,0.0113
2459454.500295,9.163,0.0113
2459454.500376,9.1665,0.0113
2459454.500631,9.1494,0.0112
2459454.500804,9.1562,0.0112
2459454.500978,9.1685,0.0111
2459454.501059,9.1769,0.0112
2459454.501406,9.1809,0.0112
2459454.50158,9.1497,0.0112
2459454.501834,9.164,0.0112
2459454.501927,9.1572,0.0112
2459454.502008,9.1814,0.0113
2459454.502101,9.158,0.0113
2459454.502263,9.1925,0.0114
2459454.502355,9.1752,0.0113
2459454.502436,9.173,0.0113
2459454.502529,9.2051,0.0112
2459454.50261,9.1623,0.0112
2459454.502703,9.1582,0.0112
2459454.502784,9.1728,0.0113
2459454.502865,9.2073,0.0114
2459454.502957,9.2196,0.0113
2459454.503038,9.1944,0.0112
2459454.503119,9.1959,0.0112
2459454.503212,9.183,0.0113
2459454.503385,9.2019,0.0113
2459454.503466,9.1995,0.0113
2459454.50364,9.1859,0.0113
2459454.503721,9.2092,0.0114
2459454.503814,9.188,0.0113
2459454.503895,9.1823,0.0112
2459454.504068,9.1869,0.0113
2459454.504149,9.1978,0.0113
2459454.504242,9.1935,0.0113
2459454.504323,9.186,0.0113
2459454.504416,9.1818,0.0113
2459454.504497,9.2373,0.0112
2459454.504578,9.2061,0.0115
2459454.50467,9.1793,0.0112
2459454.504844,9.1969,0.0114
2459454.504925,9.1874,0.0113
2459454.506811,9.1944,0.0112
2459454.507321,9.1763,0.0112
2459454.507494,9.1882,0.0112
2459454.507587,9.1628,0.0113
2459454.50776,9.1681,0.0113
2459454.507841,9.1935,0.0112
2459454.507922,9.1816,0.0112
2459454.508015,9.2062,0.0113
2459454.508096,9.1453,0.0111
2459454.508189,9.2367,0.0114
2459454.508351,9.1803,0.0112
2459454.508524,9.2036,0.0112
2459454.508617,9.1852,0.0113
2459454.508698,9.2132,0.0113
2459454.508779,9.2285,0.0114
2459454.508872,9.2091,0.0114
2459454.508953,9.1815,0.0113
2459454.509045,9.1729,0.0111
2459454.509138,9.2154,0.0114
2459454.509219,9.2149,0.0113
2459454.5093,9.1874,0.0113
2459454.509392,9.1981,0.0113
2459454.509473,9.2049,0.0112
2459454.50974,9.1554,0.0112
2459454.515584,9.2346,0.0113
2459454.515758,9.2098,0.0113
2459454.515839,9.203,0.0113
2459454.516348,9.2141,0.0112
2459454.516696,9.2167,0.0113
2459454.516869,9.1817,0.0112
2459454.517714,9.195,0.0112
2459454.51798,9.2092,0.0113
2459454.518061,9.1693,0.0113
2459454.518142,9.1786,0.0113
2459454.518235,9.1571,0.0113
2459454.518316,9.18,0.0114
2459454.518409,9.1547,0.0113
2459454.51849,9.161,0.0113
2459454.518571,9.1758,0.0114
2459454.518663,9.1649,0.0115
2459454.519172,9.2174,0.0114
2459454.519774,9.1911,0.0113
2459454.520122,9.2436,0.0114
2459454.520457,9.2117,0.0114
2459454.52055,9.2268,0.0114
2459454.520804,9.2379,0.0114
2459454.520978,9.2148,0.0113
2459454.521233,9.259,0.0115
2459454.521314,9.268,0.0115
2459454.521487,9.2651,0.0115
2459454.521916,9.2652,0.0115
2459454.521997,9.2521,0.0115
2459454.52217,9.243,0.0115
2459454.522263,9.218,0.0115
2459454.522436,9.2473,0.0115
2459454.522517,9.2704,0.0116
2459454.52261,9.2554,0.0115
2459454.522691,9.2068,0.0115
2459454.522772,9.2561,0.0114
2459454.522865,9.2346,0.0114
2459454.522946,9.2114,0.0115
2459454.523027,9.2042,0.0113
2459454.523119,9.2363,0.0114
2459454.5232,9.233,0.0116
2459454.523293,9.2196,0.0114
2459454.523374,9.1703,0.0113
2459454.523455,9.223,0.0114
2459454.523547,9.2158,0.0113
2459454.523628,9.2297,0.0115
2459454.523802,9.1999,0.0114
2459454.524057,9.2193,0.0114
2459454.524311,9.2299,0.0115
2459454.524404,9.2052,0.0114
2459454.524485,9.2342,0.0114
2459454.524832,9.2436,0.0114
2459454.524913,9.2216,0.0114
2459454.525422,9.226,0.0115
2459454.525943,9.262,0.0114
2459454.526024,9.2702,0.0114
2459454.526279,9.277,0.0115
2459454.526453,9.2466,0.0114
2459454.526534,9.2569,0.0116
2459454.526626,9.2337,0.0114
2459454.526707,9.2713,0.0116
2459454.527309,9.2625,0.0116
2459454.52739,9.2803,0.0115
2459454.527483,9.2606,0.0114
2459454.527564,9.2771,0.0116
2459454.527645,9.2552,0.0116
2459454.527818,9.251,0.0115
2459454.527911,9.2381,0.0115
2459454.528073,9.2771,0.0116
