jd,mag,uncertainty
2458537.387301,9.6444,0.0034
2458537.387461,9.6702,0.0034
2458537.38762,9.6541,0.0033
2458537.387779,9.6843,0.0034
2458537.387939,9.6548,0.0034
2458537.388481,9.6584,0.0034
2458537.38864,9.6591,0.0034
2458537.3888,9.6466,0.0034
2458537.38896,9.6519,0.0034
2458537.389119,9.6663,0.0034
2458537.389278,9.6629,0.0033
2458537.389757,9.6732,0.0033
2458537.389916,9.6368,0.0034
2458537.390076,9.668,0.0034
2458537.390396,9.6581,0.0034
2458537.391035,9.6811,0.0034
2458537.391194,9.679,0.0034
2458537.391354,9.6696,0.0034
2458537.391833,9.6591,0.0034
2458537.391993,9.6809,0.0033
2458537.392152,9.6615,0.0034
2458537.392631,9.6593,0.0033
2458537.39279,9.6395,0.0034
2458537.39311,9.668,0.0034
2458537.393269,9.6617,0.0033
2458537.393429,9.6576,0.0033
2458537.394067,9.6601,0.0033
2458537.394227,9.666,0.0033
2458537.394546,9.6568,0.0033
2458537.394705,9.6696,0.0033
2458537.394864,9.6615,0.0033
2458537.395183,9.6676,0.0032
2458537.395342,9.6768,0.0033
2458537.395502,9.6685,0.0033
2458537.395661,9.651,0.0033
2458537.395821,9.6526,0.0034
2458537.39598,9.6846,0.0033
2458537.396458,9.6636,0.0033
2458537.396617,9.6757,0.0033
2458537.396777,9.6688,0.0033
2458537.396936,9.6507,0.0034
2458537.397095,9.6785,0.0033
2458537.397255,9.682,0.0033
2458537.397414,9.6968,0.0033
2458537.397574,9.6689,0.0033
2458537.397734,9.6757,0.0033
2458537.397893,9.668,0.0033
2458537.398053,9.6772,0.0034
2458537.398212,9.6493,0.0035
2458537.398371,9.6905,0.0033
2458537.398531,9.6876,0.0033
2458537.39869,9.6901,0.0033
2458537.399169,9.6755,0.0034
2458537.399328,9.6771,0.0034
2458537.399488,9.6771,0.0035
2458537.399647,9.6902,0.0036
2458537.399807,9.6775,0.0036
2458537.399966,9.6718,0.0036
2458537.400126,9.691,0.0035
2458537.400286,9.6748,0.0036
2458537.400445,9.6905,0.0037
2458537.400605,9.6788,0.0036
2458537.400764,9.6638,0.0037
2458537.400923,9.6757,0.0038
2458537.401083,9.6935,0.0038
2458537.401242,9.6865,0.0037
2458537.401401,9.6695,0.0037
2458537.401561,9.676,0.0038
2458537.40172,9.6871,0.0037
2458537.40188,9.6696,0.0037
2458537.402039,9.6871,0.0036
2458537.402199,9.6914,0.0036
2458537.402358,9.6935,0.0036
2458537.402518,9.6896,0.0036
2458537.402677,9.7,0.0036
2458537.402837,9.6909,0.0036
2458537.402996,9.7122,0.0036
2458537.403155,9.6729,0.0036
2458537.403315,9.6692,0.0036
2458537.403474,9.6888,0.0036
2458537.403634,9.6953,0.0036
2458537.403793,9.6798,0.0037
2458537.403953,9.6911,0.0036
2458537.404112,9.6763,0.0035
2458537.404272,9.6878,0.0036
2458537.404431,9.6698,0.0036
2458537.404591,9.7089,0.0035
2458537.404961,9.6803,0.0035
2458537.405121,9.6889,0.0035
2458537.40528,9.6747,0.0036
2458537.40544,9.6701,0.0036
2458537.405986,9.7049,0.0035
2458537.406146,9.6943,0.0035
2458537.406305,9.6907,0.0035
2458537.406792,9.6767,0.0035
2458537.406952,9.6614,0.0035
2458537.407285,9.6647,0.0035
2458537.407538,9.684,0.0035
2458537.407697,9.708,0.0035
2458537.408233,9.705,0.0035
2458537.408393,9.6888,0.0035
2458537.408552,9.6845,0.0034
2458537.408711,9.7215,0.0034
2458537.409208,9.6877,0.0035
2458537.409368,9.6991,0.0034
2458537.409528,9.6878,0.0034
2458537.409687,9.7168,0.0035
2458537.409846,9.6824,0.0035
2458537.410006,9.6799,0.0035
2458537.410165,9.6827,0.0035
2458537.410324,9.6812,0.0034
2458537.410643,9.6745,0.0035
2458537.410803,9.6671,0.0035
2458537.410963,9.6893,0.0035
2458537.411122,9.6879,0.0035
2458537.411282,9.7081,0.0035
2458537.411441,9.7162,0.0035
2458537.411601,9.6978,0.0035
2458537.41176,9.7099,0.0034
2458537.41192,9.7001,0.0035
2458537.412079,9.6846,0.0035
2458537.412239,9.6996,0.0035
2458537.412398,9.6834,0.0035
2458537.412557,9.6751,0.0034
2458537.412717,9.7044,0.0034
2458537.412876,9.6917,0.0035
2458537.413035,9.6907,0.0034
2458537.413195,9.699,0.0034
2458537.413354,9.7064,0.0035
2458537.413513,9.6967,0.0034
2458537.413673,9.7109,0.0034
2458537.413992,9.7022,0.0034
2458537.414151,9.7012,0.0034
2458537.414311,9.6844,0.0035
2458537.41447,9.7191,0.0036
2458537.414629,9.7225,0.0036
2458537.414789,9.7047,0.0035
2458537.414948,9.7039,0.0035
2458537.415107,9.6822,0.0036
2458537.415267,9.6929,0.0036
2458537.415426,9.6701,0.0037
2458537.415585,9.6801,0.0037
2458537.415745,9.6987,0.004
2458537.415905,9.6924,0.0039
2458537.416064,9.7051,0.0038
2458537.416224,9.6931,0.0039
2458537.416383,9.711,0.004
2458537.416543,9.7057,0.0039
2458537.416702,9.6981,0.0037
2458537.416862,9.6875,0.0037
2458537.417021,9.6609,0.0038
2458537.417181,9.697,0.0038
2458537.41734,9.6932,0.0037
2458537.4175,9.6785,0.0038
2458537.417659,9.6585,0.004
2458537.417818,9.691,0.0041
2458537.417977,9.6797,0.0041
2458537.418136,9.7122,0.0042
2458537.418296,9.6991,0.0042
2458537.418456,9.7147,0.0041
2458537.418615,9.6989,0.0041
2458537.418775,9.6939,0.0041
2458537.418934,9.7171,0.0041
2458537.419094,9.6718,0.0041
2458537.419253,9.7095,0.0042
2458537.419412,9.6976,0.0045
2458537.419572,9.7123,0.0043
2458537.419731,9.67,0.0043
2458537.419891,9.6808,0.0042
2458537.420051,9.6943,0.0043
2458537.42021,9.6914,0.0042
2458537.42037,9.7025,0.0044
2458537.420529,9.7066,0.004
2458537.420689,9.6797,0.0039
2458537.420848,9.7134,0.0038
2458537.421008,9.6753,0.004
2458537.421167,9.7091,0.0037
2458537.421327,9.6769,0.0036
2458537.421486,9.6815,0.0036
2458537.421645,9.6929,0.0036
2458537.421805,9.7176,0.0036
2458537.421965,9.7028,0.0036
2458537.422125,9.6797,0.0036
2458537.422284,9.6986,0.0036
2458537.422443,9.6674,0.0036
2458537.422603,9.6783,0.0036
2458537.422763,9.676,0.0036
2458537.422923,9.6694,0.0036
2458537.423082,9.6875,0.0037
2458537.423242,9.6944,0.0036
2458537.423401,9.7024,0.0035
2458537.42356,9.6905,0.0035
2458537.423719,9.6895,0.0036
2458537.423879,9.7061,0.0035
2458537.424038,9.6701,0.0036
2458537.424198,9.6952,0.0036
2458537.424357,9.7064,0.0036
2458537.424517,9.7007,0.0037
2458537.424677,9.7085,0.0035
2458537.424836,9.7006,0.0035
2458537.424995,9.669,0.0036
2458537.425155,9.6872,0.0036
2458537.425315,9.7043,0.0035
2458537.425475,9.6733,0.0036
2458537.425635,9.6985,0.0035
2458537.425794,9.6989,0.0035
2458537.425953,9.6843,0.0035
2458537.426113,9.6987,0.0035
2458537.426432,9.6882,0.0035
2458537.426591,9.6946,0.0035
2458537.426751,9.7094,0.0035
2458537.426911,9.6999,0.0034
2458537.42707,9.6888,0.0034
2458537.427229,9.6983,0.0034
2458537.427389,9.6976,0.0035
2458537.427548,9.6844,0.0034
2458537.427708,9.6958,0.0035
2458537.427868,9.6865,0.0035
2458537.428027,9.7068,0.0035
2458537.428186,9.7144,0.0035
2458537.428346,9.7357,0.0035
2458537.428505,9.7174,0.0035
2458537.428665,9.7022,0.0035
2458537.428824,9.6962,0.0035
2458537.428983,9.668,0.0035
2458537.429143,9.6674,0.0035
2458537.429303,9.6733,0.0035
2458537.429462,9.6713,0.0034
2458537.429782,9.6468,0.0035
2458537.429942,9.6647,0.0034
2458537.430101,9.6673,0.0034
2458537.430261,9.6889,0.0035
2458537.430421,9.6865,0.0034
2458537.430581,9.6642,0.0034
2458537.431219,9.6817,0.0033
2458537.431378,9.6827,0.0034
2458537.431538,9.6946,0.0034
2458537.431697,9.7075,0.0034
2458537.431856,9.6801,0.0034
2458537.432016,9.6997,0.0034
2458537.432175,9.6832,0.0034
2458537.432335,9.6888,0.0034
2458537.432654,9.7043,0.0034
2458537.432813,9.6978,0.0034
2458537.432973,9.68,0.0034
2458537.433132,9.7032,0.0034
2458537.433292,9.692,0.0034
2458537.433611,9.6892,0.0034
2458537.433771,9.7044,0.0034
2458537.43393,9.6952,0.0033
2458537.434089,9.6636,0.0034
2458537.434249,9.7011,0.0034
2458537.434408,9.6828,0.0033
2458537.434568,9.6906,0.0033
2458537.434727,9.6972,0.0034
2458537.434886,9.6991,0.0034
2458537.435046,9.6985,0.0033
2458537.435524,9.6885,0.0034
2458537.435684,9.6901,0.0035
2458537.435843,9.6878,0.0035
2458537.436162,9.6747,0.0035
2458537.436322,9.707,0.0034
2458537.436481,9.6917,0.0035
2458537.436641,9.6766,0.0035
2458537.436801,9.688,0.0035
2458537.43712,9.6881,0.0036
2458537.43728,9.6982,0.0036
2458537.437439,9.6554,0.0036
2458537.437599,9.6782,0.0037
2458537.437758,9.7052,0.0037
2458537.437918,9.6836,0.0037
2458537.438077,9.7243,0.0037
2458537.438396,9.6899,0.0036
2458537.438556,9.699,0.0036
2458537.438716,9.6873,0.0035
2458537.438875,9.7009,0.0036
2458537.439035,9.6878,0.0036
2458537.439194,9.667,0.0037
2458537.439672,9.6876,0.0037
2458537.439831,9.6892,0.0037
2458537.439991,9.693,0.0036
2458537.44015,9.6976,0.0037
2458537.440309,9.6967,0.0036
2458537.440469,9.6843,0.0036
2458537.440628,9.704,0.0035
2458537.440788,9.7064,0.0035
2458537.440947,9.7107,0.0035
2458537.441107,9.7161,0.0034
2458537.441266,9.7029,0.0034
2458537.441425,9.6947,0.0035
2458537.441584,9.6779,0.0035
2458537.441744,9.6763,0.0033
2458537.442062,9.6883,0.0033
2458537.442222,9.6678,0.0033
2458537.442381,9.6742,0.0033
2458537.442699,9.6775,0.0033
2458537.442858,9.6894,0.0033
2458537.443177,9.6694,0.0033
2458537.443337,9.6788,0.0033
2458537.443655,9.7032,0.0033
2458537.443814,9.7107,0.0033
2458537.443974,9.7086,0.0032
2458537.444133,9.6974,0.0033
2458537.444451,9.6781,0.0033
2458537.444611,9.6503,0.0033
2458537.44493,9.6807,0.0033
2458537.445249,9.6839,0.0033
2458537.445408,9.6512,0.0033
2458537.445727,9.6902,0.0032
2458537.445886,9.6606,0.0033
2458537.446524,9.6636,0.0033
2458537.446683,9.6718,0.0033
2458537.446842,9.6464,0.0033
2458537.447001,9.6638,0.0033
2458537.447161,9.6621,0.0033
2458537.44732,9.6713,0.0033
2458537.447797,9.6774,0.0033
2458537.447956,9.6668,0.0032
2458537.448433,9.6714,0.0033
2458537.448592,9.6734,0.0033
2458537.448752,9.6884,0.0033
2458537.448911,9.6857,0.0033
2458537.44907,9.6651,0.0033
2458537.449229,9.6651,0.0033
2458537.449388,9.6503,0.0034
2458537.449547,9.6661,0.0033
2458537.449707,9.6783,0.0033
2458537.449866,9.6686,0.0033
2458537.450025,9.6611,0.0034
2458537.450184,9.6313,0.0034
2458537.450343,9.6605,0.0034
2458537.450503,9.6574,0.0034
2458537.450662,9.6586,0.0035
2458537.450822,9.6599,0.0035
2458537.450981,9.6707,0.0034
2458537.451141,9.6741,0.0035
2458537.4513,9.6681,0.0034
2458537.451778,9.671,0.0033
2458537.451938,9.6793,0.0034
2458537.452097,9.6561,0.0034
2458537.452256,9.6548,0.0034
2458537.452416,9.6745,0.0034
2458537.452734,9.6749,0.0034
2458537.452894,9.6765,0.0034
2458537.453054,9.6692,0.0035
2458537.453213,9.6646,0.0035
2458537.453372,9.6692,0.0035
2458537.453531,9.6667,0.0035
