jd,mag,uncertainty
2457623.76473,9.672,0.004
2457623.766,9.679,0.004
2457623.76725,9.661,0.005
2457623.76851,9.652,0.005
2457623.76977,9.655,0.005
2457623.77102,9.642,0.005
2457623.77228,9.636,0.005
2457623.77353,9.636,0.005
2457623.77479,9.62,0.005
2457623.77604,9.61,0.005
2457623.7773,9.599,0.005
2457623.77856,9.591,0.005
2457623.77981,9.573,0.005
2457623.78108,9.566,0.005
2457623.78233,9.553,0.005
2457623.78359,9.541,0.005
2457623.78484,9.535,0.005
2457623.7861,9.517,0.005
2457623.78736,9.506,0.005
2457623.78861,9.486,0.005
2457623.78987,9.466,0.004
2457623.79112,9.462,0.004
2457623.79238,9.44,0.004
2457623.79363,9.421,0.004
2457623.7949,9.408,0.004
2457623.79615,9.383,0.004
2457623.79741,9.361,0.004
2457623.79867,9.346,0.004
2457623.79992,9.342,0.004
2457623.80118,9.311,0.004
2457623.80244,9.305,0.004
2457623.80369,9.277,0.004
2457623.80495,9.262,0.004
2457623.8062,9.246,0.004
2457623.80747,9.245,0.004
2457623.80872,9.227,0.004
2457623.80998,9.226,0.004
2457623.81123,9.198,0.004
2457623.81249,9.196,0.004
2457623.81375,9.197,0.004
2457623.815,9.188,0.004
2457623.81626,9.191,0.004
2457623.81752,9.187,0.004
2457623.81877,9.184,0.004
2457623.82003,9.191,0.004
2457623.82128,9.189,0.004
2457623.82255,9.192,0.004
2457623.8238,9.202,0.004
2457623.82506,9.199,0.004
2457623.82631,9.206,0.004
2457623.82757,9.2,0.004
2457623.82883,9.215,0.004
2457623.83008,9.22,0.004
2457623.83134,9.208,0.004
2457623.83259,9.201,0.004
2457623.83385,9.193,0.004
2457623.8351,9.211,0.004
2457623.83637,9.206,0.004
2457623.83762,9.188,0.004
2457623.83888,9.195,0.004
2457623.84013,9.196,0.004
2457623.84139,9.194,0.004
2457623.84264,9.191,0.004
2457623.8439,9.184,0.004
2457623.84516,9.184,0.004
2457623.84641,9.186,0.004
2457623.84766,9.184,0.004
2457623.84892,9.171,0.004
2457623.85019,9.195,0.004
2457623.85144,9.175,0.004
2457623.8527,9.184,0.004
2457623.85396,9.181,0.004
2457623.85521,9.189,0.004
2457623.85647,9.181,0.004
2457623.85772,9.186,0.004
2457623.85898,9.193,0.004
2457623.86023,9.185,0.004
2457623.86149,9.187,0.004
2457623.86275,9.203,0.004
2457623.864,9.194,0.004
2457623.86527,9.215,0.004
2457623.86652,9.216,0.004
2457623.86778,9.221,0.004
2457623.86904,9.208,0.004
2457623.87029,9.215,0.004
2457623.87155,9.212,0.005
2457623.87281,9.226,0.005
2457623.87406,9.211,0.005
2457623.87532,9.249,0.005
2457623.87659,9.244,0.005
2457624.64903,9.75,0.006
2457624.65028,9.739,0.007
2457624.65153,9.737,0.007
2457624.65279,9.738,0.006
2457624.65404,9.751,0.006
2457624.6553,9.743,0.006
2457624.65656,9.742,0.006
2457624.65781,9.762,0.006
2457624.66034,9.745,0.006
2457624.66159,9.744,0.006
2457624.66285,9.741,0.006
2457624.6641,9.722,0.006
2457624.66536,9.737,0.006
2457624.66661,9.732,0.006
2457624.66787,9.731,0.006
2457624.66913,9.736,0.006
2457624.67038,9.723,0.006
2457624.67289,9.722,0.006
2457624.67416,9.732,0.006
2457624.67542,9.716,0.006
2457624.67793,9.702,0.006
2457624.67918,9.697,0.005
2457624.68044,9.709,0.005
2457624.68169,9.707,0.005
2457624.68295,9.701,0.005
2457624.6842,9.705,0.005
2457624.68546,9.698,0.005
2457624.68672,9.695,0.005
2457624.68797,9.682,0.005
2457624.68924,9.688,0.005
2457624.69049,9.672,0.005
2457624.69175,9.662,0.005
2457624.693,9.663,0.005
2457624.69426,9.655,0.005
2457624.69551,9.649,0.005
2457624.69677,9.646,0.005
2457624.69802,9.643,0.005
2457624.69928,9.634,0.005
2457624.70053,9.613,0.005
2457624.70179,9.62,0.005
2457624.70306,9.615,0.005
2457624.70431,9.599,0.005
2457624.70557,9.588,0.005
2457624.70682,9.573,0.005
2457624.70808,9.558,0.005
2457624.70933,9.56,0.005
2457624.71059,9.536,0.005
2457624.71184,9.534,0.005
2457624.7131,9.516,0.005
2457624.71561,9.486,0.005
2457624.71688,9.453,0.005
2457624.71813,9.445,0.005
2457624.71939,9.441,0.005
2457624.72065,9.422,0.005
2457624.7219,9.404,0.005
2457624.72316,9.38,0.005
2457624.72441,9.355,0.005
2457624.72567,9.344,0.005
2457624.72692,9.336,0.005
2457624.72818,9.306,0.005
2457624.72944,9.285,0.005
2457624.73069,9.277,0.005
2457624.73196,9.271,0.005
2457624.73321,9.247,0.005
2457624.73447,9.229,0.005
2457624.73572,9.221,0.005
2457624.73698,9.225,0.005
2457624.73823,9.202,0.005
2457624.73949,9.185,0.005
2457624.74074,9.198,0.005
2457624.742,9.204,0.005
2457624.74325,9.185,0.005
2457624.74451,9.183,0.005
2457624.74576,9.179,0.005
2457624.74703,9.192,0.005
2457624.74828,9.188,0.005
2457624.74954,9.197,0.005
2457624.7508,9.192,0.005
2457624.75205,9.197,0.005
2457624.75331,9.215,0.005
2457624.75456,9.212,0.005
2457624.75582,9.21,0.005
2457624.75708,9.212,0.005
2457624.75833,9.221,0.005
2457624.75959,9.199,0.005
2457624.76086,9.201,0.005
2457624.76211,9.198,0.005
2457624.76337,9.2,0.005
2457624.76463,9.195,0.005
2457624.772,9.18,0.005
2457624.77325,9.188,0.005
2457624.7745,9.181,0.005
2457624.77576,9.179,0.005
2457624.77703,9.18,0.005
2457624.77828,9.184,0.005
2457624.77954,9.182,0.005
2457624.78079,9.183,0.005
2457624.78205,9.185,0.005
2457624.7833,9.186,0.005
2457624.78456,9.19,0.005
2457624.78582,9.188,0.005
2457624.78707,9.2,0.005
2457624.78833,9.2,0.005
2457624.78959,9.202,0.005
2457624.79084,9.197,0.005
2457624.79211,9.205,0.005
2457624.79336,9.203,0.005
2457624.79462,9.22,0.005
2457624.79588,9.224,0.005
2457624.79713,9.215,0.005
2457624.79839,9.236,0.005
2457624.79964,9.241,0.005
2457624.8009,9.235,0.005
2457624.80216,9.248,0.005
2457624.80341,9.252,0.005
2457624.80468,9.247,0.005
2457624.80594,9.266,0.005
2457624.80719,9.262,0.005
2457624.80845,9.265,0.005
2457624.8097,9.271,0.005
2457624.81096,9.279,0.005
2457624.81222,9.283,0.005
2457624.81347,9.279,0.005
2457624.81473,9.291,0.005
2457624.81598,9.301,0.005
2457624.81725,9.291,0.005
2457624.81851,9.306,0.005
2457624.81976,9.321,0.005
2457624.82102,9.311,0.005
2457624.82228,9.322,0.005
2457624.82353,9.32,0.005
2457624.82479,9.329,0.005
2457624.82605,9.331,0.005
2457624.8273,9.34,0.005
2457624.82856,9.348,0.005
2457624.82983,9.349,0.005
2457624.83108,9.358,0.005
2457624.83234,9.359,0.005
2457624.8336,9.365,0.005
2457624.83485,9.368,0.005
2457624.83611,9.364,0.005
2457624.83736,9.379,0.005
2457624.83862,9.371,0.005
2457624.83988,9.374,0.005
2457624.84113,9.384,0.005
2457624.8424,9.395,0.005
2457624.84365,9.395,0.005
2457624.84491,9.4,0.005
2457624.84617,9.403,0.005
2457624.84742,9.414,0.005
2457624.84868,9.398,0.005
2457624.84993,9.411,0.005
2457624.85119,9.416,0.005
2457624.85244,9.409,0.005
2457624.8537,9.435,0.005
2457624.85495,9.438,0.005
2457624.85622,9.435,0.005
2457624.85748,9.448,0.005
2457624.85873,9.457,0.006
2457624.85999,9.441,0.006
2457624.86125,9.448,0.006
2457624.8625,9.459,0.006
2457624.86376,9.454,0.006
2457624.86501,9.46,0.006
2457624.86627,9.476,0.006
2457624.86753,9.475,0.006
2457624.86878,9.486,0.006
2457624.87005,9.489,0.006
2457624.8713,9.488,0.007
2457624.87257,9.487,0.006
2457624.87383,9.511,0.006
