jd,mag,uncertainty
2460192.366672,9.4291,0.0113
2460192.366904,9.4059,0.0112
2460192.367274,9.4015,0.0112
2460192.36739,9.4063,0.0112
2460192.367506,9.4477,0.0111
2460192.367633,9.4175,0.0112
2460192.367749,9.4183,0.0112
2460192.368235,9.3869,0.0112
2460192.368351,9.3962,0.0111
2460192.368478,9.388,0.0111
2460192.368721,9.4118,0.011
2460192.368837,9.3962,0.0112
2460192.368964,9.4207,0.011
2460192.369207,9.3839,0.0112
2460192.369334,9.4393,0.0111
2460192.369578,9.3566,0.0111
2460192.369693,9.3915,0.0111
2460192.369821,9.3818,0.0111
2460192.370064,9.3735,0.011
2460192.370179,9.3807,0.011
2460192.371024,9.3763,0.0111
2460192.371267,9.3261,0.011
2460192.371383,9.3537,0.0109
2460192.37151,9.3735,0.011
2460192.371638,9.3396,0.0109
2460192.373154,9.2898,0.0109
2460192.373281,9.3209,0.0108
2460192.373397,9.3391,0.0109
2460192.373524,9.3249,0.0108
2460192.37364,9.3478,0.0109
2460192.373767,9.34,0.0109
2460192.373999,9.3173,0.0109
2460192.374126,9.2819,0.0109
2460192.374242,9.32,0.0109
2460192.374369,9.3184,0.0109
2460192.374485,9.3068,0.0108
2460192.374855,9.3024,0.0107
2460192.374971,9.2722,0.0108
2460192.375087,9.2877,0.0107
2460192.375214,9.3427,0.0109
2460192.37533,9.3147,0.0107
2460192.375457,9.3131,0.0109
2460192.375573,9.2662,0.0107
2460192.375689,9.3009,0.0107
2460192.375816,9.2763,0.0107
2460192.375932,9.3124,0.0108
2460192.376047,9.2874,0.0108
2460192.376175,9.2871,0.0107
2460192.376291,9.2906,0.0107
2460192.376534,9.2701,0.0108
2460192.376777,9.3239,0.0107
2460192.376892,9.2849,0.0107
2460192.37702,9.275,0.0108
2460192.377135,9.2965,0.0108
2460192.377263,9.2898,0.0107
2460192.377378,9.2731,0.0107
2460192.377737,9.2896,0.0106
2460192.377865,9.2507,0.0107
2460192.378108,9.2757,0.0107
2460192.378351,9.2531,0.0107
2460192.378594,9.2607,0.0107
2460192.378709,9.2575,0.0108
2460192.379068,9.2647,0.0106
2460192.379196,9.2567,0.0107
2460192.379311,9.2316,0.0106
2460192.379439,9.2767,0.0106
2460192.379682,9.246,0.0107
2460192.379797,9.2519,0.0107
2460192.380041,9.2576,0.0105
2460192.380156,9.2587,0.0106
2460192.380284,9.2379,0.0106
2460192.380399,9.2251,0.0106
2460192.380515,9.2571,0.0106
2460192.380758,9.2291,0.0106
2460192.380885,9.2217,0.0106
2460192.381001,9.2596,0.0106
2460192.381244,9.2407,0.0106
2460192.38136,9.2226,0.0106
2460192.381487,9.2286,0.0106
2460192.381603,9.2147,0.0106
2460192.38173,9.2286,0.0105
2460192.381846,9.2191,0.0105
2460192.382205,9.2312,0.0105
2460192.382448,9.2259,0.0106
2460192.382807,9.2307,0.0105
2460192.382922,9.224,0.0106
2460192.383166,9.2349,0.0105
2460192.383293,9.2237,0.0105
2460192.383409,9.1974,0.0104
2460192.383524,9.2164,0.0106
2460192.383652,9.2045,0.0105
2460192.383767,9.1918,0.0106
2460192.383895,9.2276,0.0106
2460192.384126,9.2273,0.0105
2460192.384253,9.2203,0.0105
2460192.384369,9.2219,0.0105
2460192.384612,9.2035,0.0106
2460192.384728,9.2073,0.0105
2460192.384855,9.201,0.0105
2460192.384971,9.2197,0.0105
2460192.38533,9.226,0.0105
2460192.385457,9.1907,0.0104
2460192.385573,9.2035,0.0105
2460192.385816,9.1943,0.0103
2460192.386059,9.2118,0.0104
2460192.386302,9.1805,0.0105
2460192.386418,9.1587,0.0106
2460192.386534,9.1936,0.0105
2460192.386661,9.1648,0.0105
2460192.387263,9.1564,0.0106
2460192.387378,9.1833,0.0105
2460192.387865,9.1976,0.0105
2460192.38798,9.1628,0.0105
2460192.388096,9.1895,0.0104
2460192.388698,9.1728,0.0105
2460192.388825,9.1572,0.0105
2460192.388941,9.1696,0.0104
2460192.389068,9.1624,0.0104
2460192.389427,9.1844,0.0103
2460192.389543,9.1741,0.0104
2460192.389902,9.1683,0.0104
2460192.390017,9.1784,0.0104
2460192.39026,9.1612,0.0105
2460192.390388,9.1655,0.0104
2460192.390503,9.2011,0.0105
2460192.390619,9.1671,0.0104
2460192.390747,9.1764,0.0104
2460192.390862,9.1498,0.0103
2460192.391221,9.162,0.0104
2460192.391464,9.1944,0.0104
2460192.391591,9.152,0.0104
2460192.391707,9.1626,0.0104
2460192.391834,9.1762,0.0105
2460192.39195,9.1752,0.0103
2460192.392066,9.1739,0.0104
2460192.392309,9.1627,0.0105
2460192.392552,9.1637,0.0103
2460192.392679,9.1893,0.0104
2460192.392911,9.1944,0.0104
2460192.393038,9.1712,0.0104
2460192.393397,9.1801,0.0105
2460192.393513,9.171,0.0104
2460192.393756,9.1799,0.0103
2460192.393883,9.1578,0.0104
2460192.393999,9.1476,0.0104
2460192.394358,9.1733,0.0104
2460192.394485,9.1565,0.0104
2460192.394601,9.1963,0.0103
2460192.394728,9.1799,0.0105
2460192.395087,9.1574,0.0105
2460192.395203,9.1692,0.0104
2460192.39533,9.1812,0.0104
2460192.395446,9.1825,0.0104
2460192.395573,9.1879,0.0104
2460192.395804,9.1862,0.0104
2460192.395932,9.1542,0.0104
2460192.396047,9.1873,0.0104
2460192.396175,9.138,0.0104
2460192.396406,9.1722,0.0105
2460192.396534,9.1686,0.0105
2460192.396649,9.1915,0.0104
2460192.397008,9.1518,0.0104
2460192.397135,9.1703,0.0104
2460192.397494,9.1961,0.0103
2460192.397853,9.1732,0.0104
2460192.39798,9.1734,0.0105
2460192.398212,9.1857,0.0104
2460192.398339,9.1758,0.0105
2460192.398455,9.1574,0.0104
2460192.398582,9.2096,0.0104
2460192.398941,9.1854,0.0104
2460192.399057,9.1783,0.0104
2460192.399184,9.1588,0.0104
2460192.3993,9.1785,0.0104
2460192.399427,9.183,0.0103
2460192.399659,9.1591,0.0105
2460192.400017,9.141,0.0105
2460192.400503,9.2084,0.0105
2460192.400619,9.1581,0.0105
2460192.400747,9.1943,0.0104
2460192.400978,9.2212,0.0104
2460192.401105,9.1814,0.0104
2460192.401221,9.1823,0.0105
2460192.401348,9.189,0.0104
2460192.401464,9.1958,0.0105
2460192.401707,9.1769,0.0104
2460192.401823,9.1912,0.0106
2460192.40195,9.1852,0.0105
2460192.402066,9.1832,0.0105
2460192.402182,9.2326,0.0105
2460192.402309,9.1849,0.0105
2460192.402668,9.1841,0.0105
2460192.402795,9.1929,0.0105
2460192.402911,9.2345,0.0105
2460192.40327,9.1748,0.0104
2460192.403397,9.1885,0.0105
2460192.403872,9.2048,0.0106
2460192.403999,9.2086,0.0105
2460192.404115,9.2027,0.0104
2460192.40423,9.2121,0.0104
2460192.404589,9.1961,0.0105
2460192.404716,9.2168,0.0105
2460192.405075,9.1791,0.0105
2460192.405191,9.214,0.0105
2460192.405318,9.1911,0.0105
2460192.405434,9.1589,0.0104
2460192.40555,9.2097,0.0104
2460192.405793,9.2056,0.0106
2460192.40592,9.1755,0.0104
2460192.406163,9.1747,0.0105
2460192.406279,9.2129,0.0105
2460192.406522,9.2178,0.0105
2460192.406765,9.2114,0.0104
2460192.406881,9.2051,0.0105
2460192.406997,9.2031,0.0104
2460192.407124,9.1942,0.0104
2460192.407367,9.1993,0.0104
2460192.407598,9.2099,0.0104
2460192.407841,9.1971,0.0106
2460192.407969,9.1921,0.0105
2460192.408084,9.1942,0.0104
2460192.408328,9.1741,0.0105
2460192.408571,9.1942,0.0104
2460192.408686,9.2195,0.0104
2460192.408929,9.2052,0.0105
2460192.409288,9.1963,0.0104
2460192.409404,9.179,0.0104
2460192.409531,9.1991,0.0104
2460192.409647,9.2045,0.0105
2460192.409774,9.1848,0.0104
2460192.410006,9.2166,0.0103
2460192.410133,9.1957,0.0104
2460192.410376,9.194,0.0103
2460192.410492,9.1675,0.0104
2460192.410608,9.1611,0.0104
2460192.410735,9.1842,0.0104
2460192.410978,9.1906,0.0104
2460192.411094,9.2023,0.0105
2460192.411209,9.1639,0.0104
2460192.411337,9.1785,0.0105
2460192.411453,9.1689,0.0104
2460192.41158,9.1862,0.0104
2460192.411939,9.1849,0.0105
2460192.412182,9.1807,0.0104
2460192.412297,9.1966,0.0104
2460192.412413,9.2125,0.0105
2460192.412784,9.1796,0.0104
2460192.413027,9.1843,0.0105
2460192.413142,9.1789,0.0104
2460192.413385,9.1804,0.0104
2460192.413501,9.1922,0.0105
2460192.413617,9.1666,0.0103
2460192.413744,9.1673,0.0104
2460192.41386,9.159,0.0104
2460192.413987,9.1834,0.0104
2460192.414219,9.159,0.0105
2460192.414346,9.1958,0.0104
2460192.414462,9.1705,0.0104
2460192.414589,9.1771,0.0104
2460192.414705,9.1527,0.0103
2460192.414832,9.1564,0.0105
2460192.415191,9.1805,0.0104
2460192.415307,9.1938,0.0103
2460192.415422,9.1484,0.0104
2460192.41555,9.179,0.0103
2460192.415793,9.2006,0.0102
2460192.416152,9.1603,0.0103
2460192.416267,9.1575,0.0104
2460192.416395,9.1786,0.0103
2460192.416753,9.1859,0.0104
2460192.416997,9.1682,0.0104
2460192.417112,9.1828,0.0104
2460192.417228,9.1983,0.0104
2460192.417471,9.181,0.0103
2460192.417598,9.1539,0.0103
2460192.417957,9.1637,0.0104
2460192.418073,9.1422,0.0104
2460192.418316,9.1829,0.0104
2460192.418802,9.1372,0.0103
2460192.419161,9.1806,0.0104
2460192.419277,9.1797,0.0103
2460192.419763,9.1721,0.0103
2460192.420006,9.1505,0.0104
2460192.420122,9.1717,0.0104
2460192.420249,9.1593,0.0104
2460192.420365,9.2042,0.0103
2460192.420492,9.1553,0.0104
2460192.420608,9.1671,0.0104
2460192.420851,9.1658,0.0104
2460192.420966,9.1969,0.0104
2460192.421082,9.1739,0.0104
