jd,mag,uncertainty
2456864.727002,9.031,0.012
2456864.727743,9.046,0.012
2456864.728472,9.022,0.013
2456864.729213,9.041,0.011
2456864.729954,9.036,0.012
2456864.730694,9.05,0.012
2456864.731424,9.038,0.012
2456864.732164,9.034,0.012
2456864.732894,9.02,0.012
2456864.733634,9.032,0.011
2456864.734375,9.029,0.012
2456864.735104,9.019,0.012
2456864.735845,9.024,0.012
2456864.740845,9.018,0.012
2456864.741574,9.01,0.012
2456864.742315,9.022,0.011
2456864.743044,9.015,0.011
2456864.743785,9.029,0.012
2456864.75184,9.023,0.011
2456864.752581,9.036,0.011
2456864.75331,9.033,0.011
2456864.754051,9.039,0.011
2456864.75478,9.04,0.011
2456864.755509,9.042,0.01
2456864.75625,9.046,0.01
2456864.756979,9.033,0.01
2456864.757708,9.053,0.011
2456864.758449,9.05,0.011
2456864.759178,9.046,0.01
2456864.759919,9.051,0.01
2456864.760648,9.072,0.01
2456864.761377,9.054,0.01
2456864.762118,9.072,0.01
2456864.762847,9.059,0.011
2456864.763576,9.065,0.01
2456864.764317,9.069,0.01
2456864.765046,9.074,0.01
2456864.765775,9.071,0.01
2456864.766516,9.078,0.01
2456864.767245,9.084,0.01
2456864.767975,9.09,0.01
2456864.768715,9.075,0.01
2456864.769444,9.087,0.01
2456864.770185,9.096,0.01
2456864.770914,9.086,0.01
2456864.771644,9.099,0.01
2456864.772384,9.095,0.01
2456864.773113,9.09,0.01
2456864.773843,9.118,0.01
2456864.774583,9.107,0.01
2456864.775313,9.109,0.01
2456864.776042,9.113,0.01
2456864.776782,9.113,0.01
2456864.777512,9.112,0.011
2456864.778252,9.12,0.01
2456864.778981,9.107,0.01
2456864.779711,9.126,0.01
2456864.780451,9.129,0.01
2456864.781181,9.142,0.009
2456864.78191,9.154,0.009
2456864.78265,9.145,0.01
2456864.78338,9.137,0.01
2456864.784109,9.142,0.01
2456864.78485,9.144,0.01
2456864.785579,9.157,0.009
2456864.786319,9.16,0.009
2456864.787049,9.154,0.009
2456864.787778,9.167,0.009
2456864.788519,9.163,0.009
2456864.789248,9.177,0.009
2456864.789977,9.171,0.01
2456864.790718,9.173,0.009
2456864.791447,9.163,0.009
2456864.792188,9.172,0.009
2456864.792917,9.171,0.009
2456864.793646,9.173,0.009
2456864.794387,9.187,0.01
2456864.795116,9.174,0.009
2456864.795845,9.179,0.009
2456864.796586,9.18,0.009
2456864.797315,9.174,0.009
2456864.798056,9.197,0.009
2456864.798785,9.195,0.009
2456864.799514,9.187,0.009
2456864.800255,9.203,0.009
2456864.800984,9.207,0.009
2456864.801713,9.209,0.009
2456864.802454,9.214,0.009
2456864.803183,9.221,0.009
2456864.803924,9.21,0.009
2456864.804653,9.233,0.012
2456864.805382,9.225,0.013
2456864.806123,9.221,0.01
2456864.806852,9.231,0.009
2456864.807581,9.224,0.009
2456864.808322,9.225,0.009
2456864.809051,9.226,0.009
2456864.80978,9.225,0.014
2456864.810521,9.237,0.009
2456864.81125,9.229,0.009
2456864.811979,9.248,0.009
2456864.81272,9.244,0.009
2456864.813449,9.242,0.008
2456864.81419,9.258,0.009
2456864.814919,9.253,0.008
2456864.81566,9.257,0.008
2456864.816389,9.259,0.009
2456864.817118,9.27,0.009
2456864.817859,9.262,0.009
2456864.818588,9.258,0.009
2456864.819329,9.265,0.009
2456864.820069,9.273,0.008
2456864.82081,9.269,0.009
2456864.821551,9.284,0.009
2456864.82228,9.269,0.009
2456864.823021,9.279,0.01
2456864.82375,9.274,0.012
2456864.824479,9.29,0.01
2456864.82522,9.282,0.009
2456864.825949,9.281,0.009
2456864.826678,9.297,0.009
2456864.827419,9.307,0.009
2456864.828148,9.3,0.009
2456864.828889,9.297,0.009
2456864.829618,9.326,0.011
2456864.830347,9.328,0.016
2456864.831088,9.314,0.014
2456864.831817,9.306,0.025
2456864.832558,9.305,0.017
2456864.833287,9.322,0.019
2456864.834016,9.316,0.012
2456864.834757,9.308,0.01
2456864.835486,9.324,0.009
2456864.836215,9.325,0.01
2456864.836956,9.339,0.01
2456864.837685,9.333,0.01
2456864.838414,9.346,0.011
2456864.839155,9.333,0.01
2456864.839884,9.332,0.012
2456864.840613,9.356,0.015
2456864.841354,9.409,0.034
2456864.843553,9.545,0.085
2456864.844282,9.37,0.022
2456864.845023,9.344,0.015
2456864.845752,9.367,0.014
2456864.846481,9.367,0.013
2456864.847222,9.362,0.013
2456864.847951,9.367,0.012
2456864.848692,9.384,0.012
2456864.849421,9.376,0.012
2456864.850162,9.385,0.013
2456864.850903,9.393,0.013
2456864.851632,9.395,0.013
2456864.852373,9.373,0.014
2456864.853113,9.409,0.014
2456864.853854,9.39,0.016
