jd,mag,uncertainty
2460240.270318,9.1577,0.0104
2460240.270399,9.167,0.0104
2460240.270492,9.1595,0.0103
2460240.270573,9.1937,0.0104
2460240.270747,9.1384,0.0104
2460240.270828,9.1463,0.0104
2460240.27092,9.1819,0.0104
2460240.271001,9.1889,0.0104
2460240.271094,9.1791,0.0104
2460240.271267,9.1583,0.0104
2460240.271348,9.153,0.0103
2460240.271441,9.1626,0.0102
2460240.271522,9.157,0.0104
2460240.271615,9.174,0.0104
2460240.271696,9.1403,0.0104
2460240.271777,9.1883,0.0104
2460240.271869,9.1955,0.0103
2460240.27195,9.1621,0.0102
2460240.272043,9.1462,0.0103
2460240.272124,9.1536,0.0104
2460240.272216,9.1589,0.0104
2460240.272297,9.156,0.0104
2460240.27239,9.1605,0.0103
2460240.272471,9.2086,0.0104
2460240.272552,9.1269,0.0104
2460240.272645,9.223,0.0104
2460240.273073,9.2084,0.0103
2460240.273154,9.1668,0.0104
2460240.273247,9.2225,0.0104
2460240.273328,9.1825,0.0105
2460240.27342,9.1692,0.0104
2460240.273501,9.1992,0.0104
2460240.273582,9.1352,0.0104
2460240.273675,9.1634,0.0103
2460240.273756,9.2162,0.0104
2460240.273929,9.1955,0.0104
2460240.274103,9.1571,0.0104
2460240.274184,9.1696,0.0105
2460240.274277,9.1863,0.0103
2460240.274358,9.1549,0.0104
2460240.27445,9.2129,0.0104
2460240.274531,9.204,0.0103
2460240.274624,9.1585,0.0104
2460240.274705,9.1307,0.0102
2460240.274797,9.1658,0.0103
2460240.274959,9.1992,0.0104
2460240.275052,9.1938,0.0104
2460240.275133,9.1695,0.0103
2460240.275226,9.1286,0.0103
2460240.275307,9.1719,0.0104
2460240.275388,9.1926,0.0104
2460240.27548,9.1932,0.0104
2460240.275654,9.1773,0.0104
2460240.275828,9.2279,0.0104
2460240.27599,9.157,0.0105
2460240.276163,9.1927,0.0105
2460240.276256,9.1964,0.0104
2460240.276429,9.1389,0.0104
2460240.27651,9.172,0.0104
2460240.276591,9.1735,0.0105
2460240.276684,9.1979,0.0104
2460240.276765,9.1997,0.0106
2460240.277112,9.1721,0.0104
2460240.277367,9.2234,0.0105
2460240.277459,9.1806,0.0105
2460240.277541,9.1857,0.0105
2460240.277622,9.147,0.0105
2460240.277714,9.1622,0.0105
2460240.277795,9.1637,0.0104
2460240.277888,9.1786,0.0104
2460240.277969,9.1697,0.0104
2460240.278061,9.1839,0.0104
2460240.278235,9.1751,0.0105
2460240.278316,9.201,0.0105
2460240.278397,9.2075,0.0105
2460240.27849,9.1837,0.0105
2460240.278571,9.1997,0.0104
2460240.278663,9.1883,0.0105
2460240.278744,9.1651,0.0105
2460240.278918,9.188,0.0104
2460240.278999,9.1648,0.0104
2460240.279091,9.1874,0.0104
2460240.279172,9.1649,0.0104
2460240.279265,9.2309,0.0105
2460240.279346,9.1977,0.0105
2460240.279439,9.1741,0.0105
2460240.27952,9.1966,0.0106
2460240.279601,9.2044,0.0105
2460240.279693,9.1839,0.0105
2460240.279774,9.1609,0.0105
2460240.279948,9.2142,0.0106
2460240.280041,9.216,0.0106
2460240.280122,9.1487,0.0105
2460240.280203,9.1969,0.0106
2460240.280376,9.2427,0.0106
2460240.280469,9.2178,0.0105
2460240.28055,9.1736,0.0106
2460240.280642,9.2349,0.0104
2460240.280804,9.2104,0.0105
2460240.280897,9.2152,0.0105
2460240.280978,9.2456,0.0105
2460240.281071,9.1782,0.0105
2460240.281152,9.2069,0.0106
2460240.281233,9.2277,0.0105
2460240.281325,9.1808,0.0105
2460240.281406,9.2181,0.0107
2460240.281499,9.1976,0.0105
2460240.281672,9.1962,0.0106
2460240.281753,9.212,0.0105
2460240.281834,9.2077,0.0106
2460240.281927,9.2045,0.0105
2460240.282008,9.1804,0.0105
2460240.282101,9.2504,0.0104
2460240.282182,9.2384,0.0105
2460240.282274,9.1926,0.0105
2460240.282355,9.2107,0.0105
2460240.282448,9.1972,0.0105
2460240.282529,9.1958,0.0105
2460240.28261,9.1836,0.0105
2460240.282703,9.2293,0.0106
2460240.282876,9.1976,0.0105
2460240.282957,9.1707,0.0104
2460240.28305,9.2156,0.0105
2460240.283131,9.1786,0.0105
2460240.283304,9.1992,0.0105
2460240.283478,9.2391,0.0104
2460240.283559,9.1876,0.0105
2460240.283652,9.2116,0.0104
2460240.283733,9.2009,0.0105
2460240.283825,9.2183,0.0104
2460240.283906,9.1944,0.0104
2460240.28408,9.1982,0.0105
2460240.284253,9.2099,0.0105
2460240.284334,9.2292,0.0105
2460240.284427,9.2054,0.0104
2460240.284508,9.1965,0.0104
2460240.284763,9.2026,0.0105
2460240.284855,9.173,0.0104
2460240.28511,9.1654,0.0104
2460240.285203,9.2198,0.0106
2460240.285284,9.1933,0.0106
2460240.285376,9.2016,0.0106
2460240.285457,9.2241,0.0105
2460240.28555,9.2059,0.0105
2460240.285631,9.2198,0.0105
2460240.285978,9.2209,0.0105
2460240.286059,9.2444,0.0106
2460240.286233,9.2292,0.0106
2460240.286325,9.2263,0.0105
2460240.286487,9.2121,0.0106
2460240.28658,9.2129,0.0105
2460240.286661,9.1853,0.0105
2460240.286753,9.1946,0.0106
2460240.286834,9.2363,0.0105
2460240.286927,9.2406,0.0106
2460240.287008,9.2,0.0106
2460240.287182,9.2214,0.0105
2460240.287436,9.2269,0.0105
2460240.287529,9.2,0.0106
2460240.28761,9.151,0.0107
2460240.287703,9.2261,0.0105
2460240.287784,9.2086,0.0105
2460240.287957,9.2187,0.0107
2460240.288038,9.1939,0.0105
2460240.288131,9.239,0.0106
2460240.288212,9.2063,0.0106
2460240.288293,9.2123,0.0105
2460240.288385,9.1992,0.0106
2460240.288466,9.2331,0.0106
2460240.288559,9.2136,0.0105
2460240.28864,9.2261,0.0106
2460240.288733,9.2088,0.0106
2460240.288814,9.2427,0.0105
2460240.288906,9.2239,0.0106
2460240.288987,9.194,0.0107
2460240.289068,9.2066,0.0106
2460240.289161,9.2148,0.0107
2460240.289242,9.243,0.0106
2460240.289334,9.2344,0.0106
2460240.289416,9.2241,0.0105
2460240.289508,9.2716,0.0106
2460240.289589,9.2372,0.0107
2460240.289682,9.2479,0.0106
2460240.289936,9.2297,0.0106
2460240.290017,9.2038,0.0106
2460240.29011,9.2435,0.0106
2460240.290191,9.2459,0.0105
2460240.290284,9.2647,0.0105
2460240.290365,9.2435,0.0105
2460240.290446,9.2241,0.0104
2460240.290538,9.2568,0.0105
2460240.290619,9.245,0.0105
2460240.290712,9.2257,0.0106
2460240.290793,9.2207,0.0105
2460240.290885,9.2442,0.0106
2460240.290966,9.2565,0.0107
2460240.291047,9.2288,0.0106
2460240.29114,9.2275,0.0105
2460240.291221,9.205,0.0105
2460240.291314,9.229,0.0105
2460240.291395,9.1976,0.0105
2460240.291487,9.2235,0.0105
2460240.291568,9.2468,0.0105
2460240.291649,9.2522,0.0107
2460240.291742,9.2345,0.0106
2460240.291823,9.2432,0.0106
2460240.291916,9.2285,0.0106
2460240.291997,9.23,0.0106
2460240.292089,9.228,0.0106
2460240.29217,9.2337,0.0105
2460240.292251,9.2397,0.0105
2460240.292344,9.2771,0.0106
2460240.292425,9.2452,0.0105
2460240.292517,9.2606,0.0105
2460240.292598,9.2331,0.0105
2460240.292691,9.2354,0.0105
2460240.292772,9.247,0.0105
2460240.292853,9.2264,0.0106
2460240.292946,9.2598,0.0112
2460240.293027,9.2405,0.0107
2460240.293119,9.2553,0.0105
2460240.2932,9.25,0.0106
2460240.293293,9.2369,0.0105
2460240.293374,9.2503,0.0105
2460240.293455,9.249,0.0105
2460240.293547,9.2332,0.0106
2460240.293628,9.2285,0.0105
2460240.293721,9.2143,0.0105
2460240.293895,9.2311,0.0106
2460240.293976,9.2414,0.0106
2460240.294057,9.2594,0.0106
2460240.294149,9.2517,0.0105
2460240.29423,9.2445,0.0105
2460240.294323,9.2588,0.0106
2460240.294404,9.2128,0.0105
2460240.294497,9.2367,0.0105
2460240.294578,9.2424,0.0105
2460240.294659,9.2604,0.0106
2460240.294751,9.2445,0.0104
2460240.294832,9.2418,0.0106
2460240.294925,9.2531,0.0105
2460240.295006,9.2342,0.0106
2460240.295098,9.2114,0.0106
2460240.295179,9.2735,0.0106
2460240.295272,9.2557,0.0106
2460240.295353,9.2267,0.0106
2460240.295434,9.253,0.0106
2460240.295527,9.2605,0.0105
2460240.295608,9.238,0.0106
2460240.2957,9.2516,0.0107
2460240.295781,9.2345,0.0108
2460240.295874,9.264,0.0106
2460240.295955,9.2434,0.0106
2460240.296036,9.2457,0.0106
2460240.296128,9.2265,0.0106
2460240.296209,9.255,0.0105
2460240.296302,9.2536,0.0107
2460240.296383,9.2849,0.0105
2460240.296476,9.258,0.0106
2460240.296557,9.2748,0.0106
2460240.296638,9.2692,0.0107
2460240.29673,9.2496,0.0107
2460240.296811,9.2604,0.0107
2460240.296904,9.247,0.0106
2460240.296985,9.2704,0.0106
2460240.297078,9.2545,0.0106
2460240.297159,9.2663,0.0105
2460240.29724,9.2738,0.0105
2460240.297332,9.276,0.0106
2460240.297413,9.2581,0.0106
2460240.297506,9.2461,0.0106
2460240.297587,9.2482,0.0106
2460240.297668,9.2452,0.0106
2460240.29776,9.2541,0.0106
2460240.297841,9.2706,0.0107
2460240.297934,9.2599,0.0106
2460240.298108,9.2881,0.0106
2460240.298189,9.2672,0.0105
2460240.298362,9.2507,0.0106
2460240.298536,9.2723,0.0106
2460240.298617,9.2296,0.0107
2460240.298709,9.27,0.0107
2460240.298791,9.2717,0.0107
2460240.298883,9.2738,0.0106
2460240.299219,9.293,0.0106
2460240.299311,9.2604,0.0107
2460240.299392,9.2697,0.0106
2460240.299485,9.2568,0.0106
2460240.299566,9.2768,0.0107
2460240.299659,9.2798,0.0107
2460240.29974,9.2753,0.0107
2460240.299821,9.2962,0.0106
2460240.299913,9.239,0.0105
2460240.300087,9.2655,0.0106
2460240.300168,9.3099,0.0107
2460240.30026,9.2649,0.0107
2460240.300341,9.2367,0.0107
2460240.300422,9.3054,0.0106
2460240.300596,9.3039,0.0106
2460240.300689,9.2671,0.0107
2460240.300851,9.285,0.0106
2460240.301024,9.2528,0.0107
2460240.301117,9.2702,0.0107
2460240.301198,9.2578,0.0106
2460240.301291,9.2531,0.0106
2460240.301464,9.2855,0.0107
2460240.301545,9.257,0.0106
2460240.301626,9.27,0.0106
2460240.301719,9.2689,0.0106
2460240.3018,9.2699,0.0108
2460240.301892,9.2471,0.0107
2460240.301973,9.2799,0.0108
2460240.302066,9.283,0.0106
2460240.302147,9.2607,0.0107
2460240.302402,9.2526,0.0107
2460240.302494,9.2653,0.0106
2460240.302575,9.2809,0.0107
2460240.302668,9.2757,0.0107
2460240.302749,9.2818,0.0105
2460240.302841,9.2587,0.0106
2460240.302922,9.2712,0.0107
2460240.303003,9.2736,0.0106
2460240.303096,9.2644,0.0107
2460240.303177,9.2673,0.0108
2460240.30327,9.2732,0.0107
2460240.303443,9.2911,0.0108
2460240.303524,9.3002,0.0108
2460240.303698,9.2699,0.0106
2460240.303779,9.2651,0.0106
2460240.303872,9.2746,0.0108
2460240.303953,9.2927,0.0107
2460240.304045,9.273,0.0109
2460240.304126,9.28,0.0108
2460240.304207,9.2692,0.0107
2460240.3043,9.2874,0.0107
2460240.304381,9.2742,0.0106
2460240.304473,9.2474,0.0107
2460240.304554,9.2883,0.0106
2460240.304647,9.286,0.0107
2460240.304728,9.2652,0.0107
2460240.304809,9.2723,0.0107
2460240.304902,9.2446,0.0107
2460240.304983,9.3166,0.0107
2460240.305075,9.2688,0.0108
2460240.305156,9.2835,0.0107
2460240.305249,9.2866,0.0108
2460240.30533,9.2834,0.0108
2460240.305422,9.2587,0.0108
2460240.305503,9.2906,0.0107
2460240.305677,9.3105,0.0108
2460240.305758,9.2831,0.0107
2460240.305851,9.3053,0.0108
2460240.306024,9.289,0.0107
2460240.306105,9.2715,0.0107
2460240.306186,9.3183,0.0107
2460240.306279,9.307,0.0107
2460240.30636,9.2834,0.0108
2460240.306626,9.2779,0.0107
2460240.306707,9.2795,0.0108
2460240.306881,9.323,0.0107
2460240.306962,9.2943,0.0107
2460240.307054,9.3117,0.0107
2460240.307135,9.3,0.0106
2460240.307309,9.2877,0.0107
2460240.30739,9.3077,0.0107
2460240.307483,9.2967,0.0107
2460240.307564,9.3119,0.0107
2460240.307656,9.3116,0.0107
2460240.307737,9.2804,0.0107
2460240.30783,9.2924,0.0107
2460240.307992,9.3048,0.0108
2460240.308084,9.293,0.0107
2460240.308166,9.3069,0.0108
2460240.308258,9.3235,0.0108
2460240.308339,9.3154,0.0107
2460240.308432,9.3065,0.0108
2460240.308513,9.3095,0.0108
2460240.308594,9.3222,0.0108
2460240.308686,9.3027,0.0106
2460240.308767,9.2758,0.0108
2460240.30886,9.3119,0.0107
2460240.308941,9.328,0.0108
2460240.309022,9.2908,0.0106
2460240.309115,9.2858,0.0107
2460240.309196,9.2735,0.0106
2460240.309288,9.3124,0.0108
2460240.309369,9.3102,0.0108
2460240.309543,9.2966,0.0107
2460240.309624,9.3127,0.0107
2460240.309716,9.3024,0.0108
2460240.309797,9.2967,0.0107
2460240.309971,9.3142,0.0108
2460240.310064,9.3276,0.0108
2460240.310145,9.2765,0.0108
2460240.310226,9.3298,0.0107
2460240.310318,9.337,0.0109
2460240.310399,9.323,0.0109
2460240.310492,9.3079,0.0107
2460240.310573,9.3344,0.0108
2460240.310666,9.3236,0.0108
2460240.310747,9.295,0.0107
2460240.310828,9.32,0.0108
2460240.31092,9.3173,0.0109
2460240.311001,9.3233,0.0107
2460240.311094,9.3201,0.0108
2460240.311175,9.3421,0.0108
2460240.311267,9.306,0.0108
2460240.311348,9.2847,0.0108
2460240.311429,9.3192,0.0109
2460240.311522,9.2942,0.0108
2460240.311603,9.2963,0.0107
2460240.311696,9.2936,0.0108
2460240.311777,9.3193,0.0109
2460240.311869,9.3159,0.0108
2460240.31195,9.3315,0.0108
2460240.312031,9.3389,0.0108
2460240.312124,9.3122,0.0108
2460240.312205,9.3387,0.0108
2460240.312297,9.3318,0.0109
2460240.312378,9.2909,0.0109
2460240.312471,9.3133,0.0109
2460240.312552,9.303,0.0108
2460240.312633,9.3089,0.0109
2460240.312726,9.2983,0.0108
2460240.312807,9.3129,0.0108
2460240.312899,9.2949,0.0108
2460240.313061,9.3244,0.0108
2460240.313154,9.2896,0.0108
2460240.313235,9.2842,0.0108
2460240.313328,9.2983,0.0108
2460240.313409,9.332,0.0108
2460240.313501,9.3052,0.0108
2460240.313582,9.305,0.0108
2460240.313663,9.3244,0.0108
2460240.313756,9.3064,0.0108
2460240.313837,9.3176,0.0108
2460240.313929,9.3265,0.0109
2460240.31401,9.3213,0.0109
2460240.314091,9.3056,0.0108
2460240.314184,9.3306,0.0108
2460240.314265,9.3329,0.0108
2460240.314358,9.3288,0.0107
2460240.314439,9.3295,0.0109
2460240.314693,9.335,0.011
2460240.314786,9.3198,0.0109
2460240.314867,9.3081,0.0108
2460240.314959,9.3388,0.0108
2460240.315133,9.3199,0.0109
2460240.315214,9.3654,0.011
2460240.315295,9.3181,0.0108
2460240.315388,9.2807,0.0108
2460240.315469,9.2907,0.0108
2460240.315561,9.3177,0.0108
2460240.315642,9.3134,0.0108
2460240.315735,9.3051,0.0108
2460240.315816,9.3157,0.0108
2460240.315897,9.3156,0.0108
2460240.31599,9.3236,0.0109
2460240.316071,9.3222,0.0109
2460240.316163,9.3305,0.0108
2460240.316244,9.3312,0.011
2460240.316337,9.3314,0.0107
2460240.316418,9.3235,0.0108
2460240.316499,9.289,0.0109
2460240.316672,9.3037,0.0108
2460240.316765,9.3072,0.0109
2460240.316939,9.3325,0.0108
2460240.31702,9.3428,0.011
2460240.317101,9.339,0.0109
2460240.317193,9.341,0.0109
2460240.317367,9.3323,0.0109
2460240.317448,9.3044,0.0109
2460240.317541,9.32,0.0108
2460240.317795,9.3316,0.0109
2460240.317876,9.3236,0.0109
2460240.317969,9.3218,0.0108
2460240.31805,9.3274,0.0109
2460240.318142,9.3562,0.0111
2460240.318223,9.3859,0.011
2460240.318304,9.3395,0.0109
2460240.318397,9.3645,0.0111
2460240.318478,9.3515,0.0109
2460240.318571,9.358,0.011
2460240.318652,9.3269,0.011
2460240.318744,9.3707,0.0109
2460240.318825,9.3137,0.0108
2460240.318906,9.3357,0.0109
2460240.31908,9.3178,0.0108
2460240.319172,9.3197,0.0109
2460240.319253,9.3299,0.0108
2460240.319346,9.3613,0.0109
2460240.319427,9.3166,0.0109
2460240.319508,9.3299,0.0108
2460240.319601,9.3348,0.0109
2460240.319682,9.3393,0.0109
2460240.319774,9.3303,0.011
2460240.319855,9.3513,0.011
2460240.319948,9.3365,0.0109
2460240.320029,9.2952,0.0108
2460240.320122,9.3241,0.0108
2460240.320203,9.3254,0.0109
2460240.320457,9.3617,0.0108
2460240.32055,9.2882,0.0109
2460240.320723,9.3569,0.0109
2460240.320885,9.3425,0.011
2460240.320978,9.3792,0.011
2460240.321059,9.3667,0.0108
2460240.321152,9.3294,0.0109
2460240.321233,9.3552,0.0108
2460240.321325,9.3371,0.0109
2460240.321406,9.3633,0.0109
2460240.321487,9.3635,0.0111
2460240.32158,9.3578,0.0109
2460240.321661,9.3476,0.011
2460240.321753,9.3745,0.011
2460240.321834,9.3636,0.0109
2460240.321916,9.3361,0.0109
2460240.322182,9.329,0.011
2460240.322263,9.3491,0.011
2460240.322436,9.3621,0.011
2460240.322517,9.3497,0.0109
2460240.32261,9.3482,0.0109
2460240.322691,9.3284,0.0109
2460240.322784,9.3692,0.0109
2460240.322946,9.3584,0.0109
2460240.323038,9.3164,0.0109
2460240.323119,9.3608,0.011
2460240.323212,9.3307,0.0109
2460240.323293,9.3645,0.0108
2460240.323385,9.3719,0.011
2460240.323466,9.3773,0.0109
2460240.323976,9.3378,0.0109
2460240.324068,9.3095,0.0109
2460240.324242,9.3566,0.0109
2460240.32467,9.3721,0.0109
2460240.324925,9.355,0.0108
2460240.325006,9.3359,0.0109
2460240.325179,9.3644,0.0109
2460240.325446,9.3472,0.0108
2460240.325527,9.3204,0.0109
2460240.325608,9.3707,0.0109
2460240.3257,9.3944,0.011
2460240.325874,9.3666,0.0109
2460240.326128,9.3619,0.0109
2460240.326209,9.4133,0.0109
2460240.326302,9.3758,0.011
2460240.326383,9.3759,0.011
2460240.326476,9.3672,0.011
2460240.326557,9.3712,0.011
2460240.32673,9.3518,0.0108
2460240.326985,9.3814,0.0109
2460240.327078,9.3749,0.0109
2460240.327159,9.3806,0.011
2460240.327251,9.4106,0.0111
2460240.327332,9.4334,0.011
2460240.327587,9.3564,0.0109
2460240.327679,9.422,0.0109
2460240.32776,9.3389,0.011
2460240.327853,9.3811,0.0111
2460240.327934,9.3737,0.011
2460240.328015,9.3752,0.011
2460240.328108,9.3548,0.0109
2460240.328189,9.3458,0.011
2460240.328281,9.3754,0.011
2460240.328443,9.3919,0.0111
2460240.328536,9.3397,0.0111
2460240.328617,9.3938,0.0111
2460240.328791,9.3933,0.0109
2460240.328872,9.3962,0.011
2460240.328964,9.37,0.011
2460240.329045,9.3546,0.011
2460240.329126,9.3527,0.011
2460240.329219,9.3758,0.011
2460240.3293,9.3663,0.011
2460240.329392,9.3769,0.0109
2460240.329473,9.38,0.011
2460240.329554,9.3599,0.0109
2460240.329647,9.3792,0.011
2460240.329728,9.3693,0.0111
2460240.329821,9.3699,0.011
2460240.329983,9.4186,0.011
2460240.330075,9.3741,0.0111
2460240.330156,9.3771,0.0111
2460240.330249,9.3637,0.011
2460240.33033,9.3811,0.0111
2460240.330422,9.3589,0.011
2460240.330503,9.3595,0.011
2460240.330584,9.3971,0.011
2460240.330677,9.3344,0.011
2460240.330758,9.3654,0.0109
2460240.330851,9.3703,0.011
2460240.330932,9.408,0.011
2460240.331105,9.3798,0.011
2460240.331186,9.3445,0.011
2460240.331267,9.3441,0.011
2460240.33136,9.3908,0.0112
2460240.331441,9.3627,0.0111
2460240.331869,9.3538,0.0109
2460240.331962,9.3748,0.011
2460240.332043,9.3445,0.011
2460240.332135,9.3767,0.0111
2460240.332216,9.3305,0.011
2460240.332471,9.3718,0.011
2460240.332726,9.378,0.011
2460240.332818,9.3641,0.011
2460240.332899,9.3801,0.011
2460240.33298,9.3538,0.011
2460240.333073,9.397,0.0111
2460240.333501,9.3506,0.011
2460240.333582,9.3857,0.0111
2460240.333675,9.3544,0.0111
2460240.333756,9.3293,0.011
2460240.333848,9.3684,0.0111
2460240.333929,9.3722,0.0111
2460240.33401,9.363,0.011
2460240.334184,9.3793,0.011
2460240.334358,9.3718,0.011
2460240.334439,9.3815,0.0111
2460240.334531,9.3788,0.0112
2460240.334705,9.4343,0.0111
2460240.334959,9.3868,0.011
2460240.335041,9.3817,0.0111
2460240.335133,9.4099,0.011
2460240.335214,9.416,0.0111
2460240.335295,9.3907,0.011
2460240.335388,9.3616,0.0111
2460240.335469,9.4064,0.0111
2460240.335561,9.3947,0.0112
2460240.335642,9.4068,0.0111
2460240.335723,9.368,0.011
2460240.335816,9.4144,0.0111
2460240.335897,9.3841,0.011
2460240.33599,9.3775,0.011
2460240.336244,9.4062,0.011
2460240.336325,9.4347,0.0111
2460240.336499,9.3878,0.011
2460240.33658,9.4193,0.0111
2460240.336672,9.3571,0.0111
2460240.336753,9.4296,0.0111
2460240.337274,9.3819,0.0109
2460240.337355,9.4112,0.0111
2460240.337436,9.4147,0.0111
2460240.337529,9.4515,0.0111
2460240.33761,9.4166,0.011
2460240.337784,9.4567,0.0111
2460240.337865,9.3841,0.0111
2460240.337957,9.4189,0.011
2460240.338038,9.4475,0.0112
2460240.338131,9.3843,0.0111
2460240.338212,9.4443,0.0112
2460240.338293,9.4287,0.0111
2460240.338385,9.4021,0.0111
