jd,mag,uncertainty
2458784.256748,9.5095,0.0114
2458784.256887,9.5473,0.0114
2458784.257025,9.5155,0.0113
2458784.257164,9.5172,0.0113
2458784.257303,9.5394,0.0114
2458784.257442,9.5182,0.0113
2458784.257569,9.5089,0.0113
2458784.257708,9.5265,0.0114
2458784.257847,9.5158,0.0115
2458784.257986,9.5269,0.0114
2458784.258125,9.5256,0.0115
2458784.258264,9.5214,0.0114
2458784.258403,9.5135,0.0113
2458784.25853,9.5318,0.0114
2458784.258669,9.5065,0.0115
2458784.258819,9.5275,0.0115
2458784.258958,9.5465,0.0113
2458784.259097,9.5366,0.0114
2458784.259236,9.5466,0.0113
2458784.259375,9.5181,0.0115
2458784.259514,9.531,0.0116
2458784.259653,9.5315,0.0114
2458784.259792,9.5514,0.0115
2458784.259931,9.5143,0.0114
2458784.260058,9.5266,0.0115
2458784.260197,9.5322,0.0114
2458784.260336,9.5078,0.0115
2458784.260475,9.5388,0.0115
2458784.260613,9.5689,0.0113
2458784.260752,9.5522,0.0115
2458784.26088,9.5153,0.0114
2458784.261019,9.5403,0.0115
2458784.261563,9.5676,0.0113
2458784.262245,9.5664,0.0114
2458784.262384,9.5296,0.0114
2458784.262523,9.5122,0.0115
2458784.262662,9.5558,0.0113
2458784.262928,9.534,0.0114
2458784.263067,9.5522,0.0114
2458784.263206,9.5561,0.0114
2458784.263333,9.5407,0.0114
2458784.263472,9.5606,0.0113
2458784.26375,9.532,0.0115
2458784.263889,9.5738,0.0114
2458784.264016,9.5515,0.0114
2458784.264155,9.5499,0.0114
2458784.264294,9.5437,0.0115
2458784.264433,9.5452,0.0115
2458784.26456,9.5386,0.0113
2458784.264699,9.5482,0.0115
2458784.264838,9.5633,0.0114
2458784.264977,9.5354,0.0115
2458784.265116,9.5443,0.0115
2458784.265255,9.5583,0.0114
2458784.265382,9.5686,0.0115
2458784.265521,9.5777,0.0114
2458784.26566,9.5769,0.0113
2458784.265799,9.5532,0.0115
2458784.265926,9.5724,0.0114
2458784.266065,9.5376,0.0115
2458784.266343,9.5851,0.0114
2458784.26647,9.5312,0.0115
2458784.266609,9.5908,0.0114
2458784.266748,9.5666,0.0115
2458784.266875,9.5549,0.0114
2458784.267014,9.5673,0.0115
2458784.267153,9.569,0.0114
2458784.267292,9.5743,0.0116
2458784.267431,9.5598,0.0114
2458784.267558,9.562,0.0114
2458784.267697,9.5654,0.0114
2458784.267836,9.5468,0.0114
2458784.267975,9.5471,0.0115
2458784.268113,9.5654,0.0114
2458784.268241,9.5862,0.0114
2458784.26838,9.5564,0.0114
2458784.268519,9.569,0.0115
2458784.268657,9.5611,0.0115
2458784.268796,9.5837,0.0113
2458784.268924,9.5919,0.0113
2458784.269062,9.5744,0.0114
2458784.269201,9.5484,0.0115
2458784.26934,9.5965,0.0115
2458784.269468,9.6004,0.0113
2458784.269606,9.5877,0.0115
2458784.269745,9.5544,0.0115
2458784.269884,9.587,0.0114
2458784.270023,9.6131,0.0114
2458784.27015,9.5822,0.0114
2458784.270289,9.5473,0.0116
2458784.270428,9.5745,0.0115
2458784.270567,9.5695,0.0113
2458784.270706,9.5584,0.0115
2458784.270833,9.5853,0.0114
2458784.270972,9.5824,0.0114
2458784.271111,9.5548,0.0116
2458784.27125,9.5684,0.0116
2458784.271389,9.5577,0.0115
2458784.271516,9.5851,0.0114
2458784.271655,9.5432,0.0115
2458784.271794,9.581,0.0117
2458784.271933,9.5879,0.0115
2458784.272072,9.5745,0.0114
2458784.272199,9.6158,0.0114
2458784.272338,9.609,0.0114
2458784.272477,9.5759,0.0114
2458784.272616,9.5801,0.0113
2458784.272755,9.5893,0.0115
2458784.272882,9.579,0.0116
2458784.273021,9.5853,0.0115
2458784.27316,9.5948,0.0114
2458784.273299,9.5721,0.0114
2458784.273438,9.5805,0.0116
2458784.273565,9.5766,0.0115
2458784.273704,9.5964,0.0113
2458784.273843,9.5672,0.0115
2458784.273981,9.5802,0.0115
2458784.27412,9.5823,0.0115
2458784.274248,9.5908,0.0115
2458784.274387,9.6068,0.0114
2458784.274525,9.6076,0.0114
2458784.274664,9.6113,0.0115
2458784.274803,9.6128,0.0113
2458784.274931,9.6015,0.0114
2458784.275069,9.617,0.0113
2458784.275208,9.598,0.0114
2458784.275347,9.5905,0.0114
2458784.275486,9.5686,0.0116
2458784.275613,9.5683,0.0116
2458784.275752,9.5881,0.0115
2458784.275891,9.5988,0.0114
2458784.27603,9.6006,0.0114
2458784.276157,9.6119,0.0115
2458784.276296,9.5892,0.0114
2458784.276435,9.6033,0.0116
2458784.276574,9.5976,0.0115
2458784.276713,9.5913,0.0115
2458784.276852,9.6016,0.0115
2458784.276979,9.6195,0.0113
2458784.277118,9.6065,0.0115
2458784.277257,9.5711,0.0117
2458784.277396,9.6116,0.0115
2458784.277535,9.5862,0.0116
2458784.277662,9.6217,0.0115
2458784.277801,9.6026,0.0116
2458784.27794,9.6317,0.0115
2458784.278067,9.5974,0.0115
2458784.278206,9.5772,0.0115
2458784.278345,9.6104,0.0115
2458784.278484,9.5884,0.0116
2458784.278623,9.5924,0.0115
2458784.27875,9.5769,0.0116
2458784.278889,9.606,0.0115
2458784.279028,9.617,0.0115
2458784.279167,9.6046,0.0116
2458784.279306,9.6171,0.0116
2458784.279433,9.623,0.0115
2458784.279572,9.6378,0.0115
2458784.279711,9.6178,0.0114
2458784.279838,9.5965,0.0117
2458784.279977,9.6149,0.0114
2458784.280116,9.6061,0.0115
2458784.280255,9.6075,0.0115
2458784.280394,9.627,0.0114
2458784.280521,9.6299,0.0114
2458784.28066,9.6483,0.0115
2458784.280799,9.5962,0.0115
2458784.280938,9.6374,0.0115
2458784.281076,9.6256,0.0114
2458784.281204,9.6304,0.0114
2458784.281343,9.6203,0.0113
2458784.281481,9.6191,0.0115
2458784.28162,9.6346,0.0115
2458784.281759,9.6054,0.0115
2458784.281887,9.6081,0.0115
2458784.282025,9.6104,0.0115
2458784.282164,9.6369,0.0115
2458784.282303,9.619,0.0114
2458784.282442,9.6039,0.0113
2458784.282581,9.5929,0.0115
2458784.282708,9.6013,0.0116
2458784.282847,9.6164,0.0115
2458784.282986,9.6238,0.0115
2458784.283125,9.6293,0.0114
2458784.283264,9.6119,0.0115
2458784.283403,9.6085,0.0117
2458784.28353,9.6478,0.0114
2458784.283669,9.6352,0.0115
2458784.283808,9.6297,0.0115
2458784.283947,9.6294,0.0115
2458784.284086,9.6649,0.0114
2458784.284213,9.6472,0.0115
2458784.284352,9.642,0.0115
2458784.284491,9.6233,0.0116
2458784.28463,9.6409,0.0115
2458784.284769,9.6353,0.0114
2458784.284896,9.6439,0.0116
2458784.285035,9.6413,0.0116
2458784.285174,9.6426,0.0114
2458784.285301,9.6487,0.0114
2458784.28544,9.6181,0.0117
2458784.285579,9.6189,0.0115
2458784.285718,9.6568,0.0114
2458784.285856,9.6577,0.0114
2458784.285984,9.6471,0.0114
2458784.286123,9.6277,0.0115
2458784.286262,9.635,0.0116
2458784.2864,9.6496,0.0115
2458784.286539,9.6809,0.0116
2458784.286678,9.6481,0.0116
2458784.286806,9.6622,0.0115
2458784.286944,9.6428,0.0116
2458784.287083,9.6269,0.0114
2458784.287222,9.6446,0.0115
2458784.287361,9.6384,0.0115
2458784.287488,9.6433,0.0115
2458784.287627,9.6545,0.0117
2458784.287766,9.6313,0.0116
2458784.287905,9.6317,0.0115
2458784.288044,9.636,0.0115
2458784.288171,9.6471,0.0116
2458784.28831,9.6596,0.0116
2458784.288449,9.6592,0.0115
2458784.288588,9.6702,0.0115
2458784.288727,9.6635,0.0118
2458784.288854,9.6406,0.0116
2458784.288993,9.6253,0.0115
2458784.289132,9.6497,0.0116
2458784.289271,9.6524,0.0116
2458784.28941,9.6308,0.0117
2458784.289549,9.6603,0.0117
2458784.289676,9.6422,0.0115
2458784.289815,9.6759,0.0116
2458784.289954,9.6543,0.0115
2458784.290093,9.6528,0.0115
2458784.290231,9.6623,0.0115
2458784.29037,9.6511,0.0116
2458784.290498,9.669,0.0115
2458784.290637,9.6866,0.0115
2458784.290775,9.6455,0.0115
2458784.290914,9.6411,0.0115
2458784.291053,9.6546,0.0116
2458784.291181,9.6674,0.0115
2458784.291319,9.6644,0.0114
2458784.291458,9.6558,0.0116
2458784.291597,9.6421,0.0114
2458784.291736,9.679,0.0114
2458784.291863,9.6459,0.0116
2458784.292002,9.6536,0.0116
2458784.292141,9.6868,0.0115
2458784.29228,9.665,0.0114
2458784.292419,9.69,0.0114
2458784.292546,9.663,0.0116
2458784.292685,9.6461,0.0115
2458784.292824,9.648,0.0116
2458784.292963,9.6503,0.0114
2458784.293102,9.6588,0.0115
2458784.293241,9.6668,0.0116
2458784.293368,9.6408,0.0116
2458784.293507,9.6838,0.0117
2458784.293646,9.6544,0.0116
2458784.293785,9.6656,0.0116
2458784.293912,9.6588,0.0115
2458784.294051,9.6607,0.0115
2458784.29419,9.6655,0.0115
2458784.294329,9.6718,0.0117
2458784.294468,9.6492,0.0116
2458784.294606,9.7005,0.0116
2458784.294734,9.6738,0.0115
2458784.294873,9.6825,0.0116
2458784.295012,9.6579,0.0115
2458784.29515,9.7061,0.0115
2458784.295289,9.6989,0.0116
2458784.295417,9.6417,0.0116
2458784.295556,9.6885,0.0115
2458784.295694,9.6329,0.0116
2458784.295833,9.6847,0.0116
2458784.295972,9.6798,0.0115
2458784.2961,9.6847,0.0116
2458784.296238,9.6721,0.0115
2458784.296377,9.6662,0.0117
2458784.296516,9.6693,0.0116
2458784.296655,9.6499,0.0116
2458784.296782,9.6617,0.0117
2458784.296921,9.6818,0.0117
2458784.29706,9.6874,0.0117
2458784.297199,9.6791,0.0118
2458784.297338,9.6666,0.0116
2458784.297465,9.6544,0.0117
2458784.297604,9.6914,0.0115
2458784.297743,9.7069,0.0116
2458784.297882,9.6828,0.0117
2458784.298021,9.6816,0.0117
2458784.298148,9.704,0.0117
2458784.298287,9.6679,0.0116
2458784.298426,9.6753,0.0115
2458784.298565,9.6964,0.0115
2458784.298692,9.6818,0.0118
2458784.298831,9.6805,0.0116
2458784.29897,9.6833,0.0118
2458784.299097,9.6874,0.0117
2458784.299236,9.6955,0.0117
2458784.299375,9.6854,0.0117
2458784.299514,9.6775,0.0116
2458784.299653,9.679,0.0117
2458784.299792,9.7036,0.0116
2458784.299919,9.6455,0.0118
2458784.300058,9.7013,0.0118
2458784.300185,9.6837,0.0118
2458784.300324,9.6805,0.0117
2458784.300463,9.6921,0.0116
2458784.300602,9.6844,0.0117
2458784.300741,9.6907,0.0117
2458784.300868,9.6792,0.0116
2458784.301007,9.6701,0.0117
2458784.301146,9.68,0.0116
2458784.301285,9.6655,0.0117
2458784.301412,9.6779,0.0117
2458784.301551,9.6699,0.0117
2458784.30169,9.6907,0.0118
2458784.301829,9.6904,0.0118
2458784.301968,9.7056,0.0117
2458784.302095,9.6737,0.0116
2458784.302234,9.7122,0.0117
2458784.302373,9.683,0.0116
2458784.302512,9.6723,0.0116
2458784.30265,9.6961,0.0116
2458784.302789,9.7025,0.0116
2458784.302917,9.7153,0.0117
2458784.303056,9.7028,0.0116
2458784.303194,9.7226,0.0116
2458784.303333,9.7098,0.0116
2458784.303472,9.6736,0.0117
2458784.3036,9.6655,0.0116
2458784.303738,9.6745,0.0117
2458784.303877,9.6912,0.0116
2458784.304016,9.7162,0.0116
2458784.304155,9.6865,0.0116
2458784.304282,9.7041,0.0117
2458784.304421,9.674,0.0119
2458784.30456,9.6791,0.0117
2458784.304699,9.6793,0.0117
2458784.304826,9.6886,0.0118
2458784.304965,9.6934,0.0115
2458784.305104,9.6832,0.0117
2458784.305231,9.6939,0.0117
2458784.30537,9.6743,0.0117
2458784.305509,9.6997,0.0116
2458784.305648,9.7105,0.0116
2458784.305787,9.6947,0.0116
2458784.305926,9.7048,0.0118
2458784.306053,9.7046,0.0117
2458784.306192,9.6832,0.0117
2458784.306331,9.6985,0.0116
2458784.30647,9.7124,0.0116
2458784.306597,9.7203,0.0117
2458784.306736,9.7127,0.0116
2458784.306875,9.718,0.0118
2458784.307014,9.7066,0.0118
2458784.307153,9.6879,0.0117
2458784.30728,9.7127,0.0118
2458784.307419,9.7127,0.0116
2458784.307558,9.7023,0.0117
2458784.307697,9.7064,0.0116
2458784.307836,9.7134,0.0116
2458784.307963,9.7416,0.0116
2458784.308102,9.7059,0.0117
2458784.308241,9.6966,0.0117
2458784.30838,9.7003,0.0117
2458784.308519,9.7202,0.0117
2458784.308646,9.6907,0.0118
2458784.308785,9.7254,0.0117
2458784.308924,9.7003,0.0116
2458784.309063,9.7193,0.0117
2458784.309201,9.7035,0.0118
2458784.309329,9.7098,0.0117
2458784.309468,9.6637,0.0118
2458784.309606,9.7201,0.0118
2458784.309745,9.7076,0.0118
2458784.309884,9.7246,0.0117
2458784.310012,9.7024,0.0118
2458784.31015,9.735,0.0117
2458784.310289,9.705,0.0119
2458784.310428,9.7034,0.0118
2458784.310567,9.7421,0.0116
2458784.310694,9.7206,0.0117
2458784.310833,9.6819,0.0118
2458784.310972,9.7006,0.0119
2458784.311111,9.7115,0.0119
2458784.31125,9.718,0.0118
2458784.311389,9.7252,0.0119
2458784.311516,9.7229,0.0119
2458784.311655,9.7178,0.0118
2458784.311794,9.7135,0.0116
2458784.311933,9.739,0.0116
2458784.312072,9.7315,0.0117
2458784.312199,9.7201,0.0117
2458784.312338,9.702,0.0117
2458784.312477,9.7219,0.0117
2458784.312755,9.7075,0.0116
2458784.312894,9.6975,0.0117
2458784.313021,9.7101,0.0118
2458784.31316,9.7184,0.0118
2458784.313287,9.7366,0.0117
2458784.313426,9.7237,0.0116
2458784.313565,9.7138,0.0117
2458784.313704,9.7144,0.0117
2458784.313831,9.7177,0.0117
2458784.31397,9.7384,0.0116
2458784.314109,9.7115,0.0116
2458784.314248,9.7106,0.0117
2458784.314387,9.7338,0.0117
2458784.314514,9.7177,0.0117
2458784.314653,9.7221,0.0119
2458784.314792,9.7253,0.0118
2458784.314919,9.7077,0.0118
2458784.315058,9.7269,0.0119
2458784.315197,9.7338,0.0117
2458784.315336,9.7172,0.0118
2458784.315475,9.7194,0.0119
2458784.315602,9.7162,0.0118
2458784.315741,9.7459,0.0117
2458784.31588,9.7273,0.0119
2458784.316019,9.7108,0.0117
2458784.316157,9.7251,0.0118
2458784.316296,9.7008,0.0117
2458784.316424,9.7108,0.0117
2458784.316562,9.7039,0.0118
2458784.316701,9.7094,0.012
2458784.31684,9.701,0.0117
2458784.316968,9.717,0.012
2458784.317106,9.7211,0.0117
2458784.317245,9.7068,0.0118
2458784.317384,9.7316,0.0118
2458784.317523,9.6966,0.0118
2458784.317662,9.7037,0.0117
2458784.317789,9.7324,0.0118
2458784.317928,9.7373,0.0117
2458784.318067,9.7147,0.0118
2458784.318206,9.7165,0.0118
2458784.318345,9.7237,0.0118
2458784.318472,9.7051,0.0117
2458784.318611,9.7442,0.0117
2458784.31875,9.7345,0.0117
2458784.318889,9.6998,0.0118
2458784.319028,9.7228,0.0117
2458784.319155,9.6975,0.0118
2458784.319294,9.7103,0.0118
2458784.319433,9.7052,0.0118
2458784.319572,9.7127,0.0117
2458784.319711,9.7058,0.0117
2458784.319838,9.7204,0.0116
2458784.319977,9.7441,0.0116
2458784.320116,9.7376,0.0116
2458784.320255,9.6909,0.0117
2458784.320394,9.7392,0.0118
2458784.320521,9.7374,0.0118
2458784.32066,9.7118,0.0118
2458784.320799,9.7272,0.0117
2458784.320938,9.7297,0.0117
2458784.321065,9.728,0.0117
2458784.321204,9.7182,0.0118
2458784.321343,9.7365,0.0116
2458784.321481,9.7064,0.0118
2458784.32162,9.741,0.0117
2458784.321759,9.712,0.0117
2458784.321887,9.7301,0.0117
2458784.322025,9.7168,0.0117
2458784.322164,9.7272,0.0118
2458784.322303,9.741,0.0117
2458784.322442,9.699,0.0117
2458784.322581,9.7005,0.0118
2458784.322708,9.7226,0.0117
2458784.322847,9.7214,0.0117
2458784.322986,9.746,0.0117
2458784.323125,9.746,0.0118
2458784.323264,9.7108,0.0117
2458784.323403,9.7411,0.0117
2458784.323542,9.7313,0.0117
2458784.323669,9.7343,0.0117
2458784.323808,9.7305,0.0117
2458784.323947,9.7194,0.0118
2458784.324086,9.7425,0.0117
2458784.324213,9.7321,0.0116
2458784.324352,9.7404,0.0117
2458784.324491,9.7395,0.0118
2458784.32463,9.7238,0.0118
2458784.324769,9.7356,0.0118
2458784.324896,9.7197,0.0118
2458784.325035,9.738,0.0117
2458784.325174,9.7385,0.0117
2458784.325312,9.7292,0.0116
2458784.325451,9.7391,0.0116
2458784.325579,9.7245,0.0116
2458784.325718,9.7215,0.0117
2458784.325856,9.739,0.0116
2458784.325995,9.7281,0.0118
2458784.326123,9.7193,0.0118
2458784.326262,9.7289,0.0117
2458784.3264,9.7197,0.0117
2458784.326539,9.7205,0.0117
2458784.326678,9.7309,0.0117
2458784.326817,9.7178,0.0118
2458784.326944,9.7171,0.0116
2458784.327083,9.7247,0.0118
2458784.327222,9.7325,0.0117
2458784.327361,9.7157,0.0116
2458784.3275,9.7337,0.0117
2458784.327627,9.7117,0.0117
2458784.327766,9.6994,0.0118
2458784.327905,9.7401,0.0117
2458784.328044,9.7393,0.0116
2458784.328183,9.7282,0.0117
2458784.32831,9.7208,0.0117
2458784.328449,9.7281,0.0117
2458784.328588,9.7162,0.0117
2458784.328727,9.705,0.0118
2458784.328866,9.7289,0.0117
2458784.328993,9.7369,0.0116
2458784.329132,9.7136,0.0117
2458784.329271,9.7075,0.0118
2458784.32941,9.7466,0.0117
2458784.329549,9.7345,0.0117
2458784.329676,9.7287,0.0117
2458784.329815,9.7092,0.0117
2458784.329954,9.7302,0.0117
2458784.330093,9.7116,0.0117
2458784.330231,9.7327,0.0118
2458784.330359,9.7193,0.0117
2458784.330498,9.7266,0.0117
2458784.330637,9.7223,0.0118
2458784.330775,9.7426,0.0117
2458784.330914,9.7111,0.0118
2458784.331042,9.7378,0.0117
2458784.331181,9.7632,0.0116
2458784.331319,9.7112,0.0116
2458784.331458,9.7127,0.0118
2458784.331597,9.7166,0.0118
2458784.331725,9.7127,0.0117
2458784.331863,9.7519,0.0117
2458784.332002,9.7468,0.0116
2458784.332141,9.7318,0.0117
2458784.33228,9.72,0.0117
2458784.332407,9.7286,0.0117
2458784.332546,9.7338,0.0117
2458784.332685,9.7292,0.0117
2458784.332824,9.7298,0.0116
2458784.332963,9.7452,0.0117
2458784.33309,9.7508,0.0117
2458784.333229,9.7156,0.0117
2458784.333368,9.7473,0.0116
2458784.333507,9.7416,0.0116
2458784.333646,9.7435,0.0117
2458784.333785,9.7383,0.0117
2458784.333912,9.7394,0.0116
2458784.334051,9.754,0.0117
2458784.33419,9.7316,0.0118
2458784.334329,9.7438,0.0115
2458784.334456,9.7528,0.0114
2458784.334595,9.7404,0.0115
2458784.334734,9.7308,0.0117
2458784.334873,9.7428,0.0117
2458784.335012,9.7057,0.0116
2458784.335139,9.7141,0.0117
2458784.335278,9.7279,0.0117
2458784.335417,9.7456,0.0117
2458784.335556,9.7495,0.0117
2458784.335694,9.7418,0.0116
2458784.335833,9.7179,0.0117
2458784.335961,9.7174,0.0117
2458784.3361,9.7076,0.0117
2458784.336238,9.7056,0.0116
2458784.336377,9.7323,0.0117
2458784.336516,9.721,0.0118
2458784.336644,9.7267,0.0116
2458784.336782,9.7265,0.0117
2458784.336921,9.7421,0.0117
2458784.33706,9.7283,0.0118
2458784.337199,9.7125,0.0116
2458784.337338,9.7396,0.0116
2458784.337465,9.723,0.0118
2458784.337604,9.7142,0.0117
2458784.337743,9.7211,0.0117
2458784.337882,9.7301,0.0117
2458784.338021,9.7284,0.0116
2458784.338148,9.7365,0.0117
2458784.338287,9.7445,0.0117
2458784.338426,9.7168,0.0116
2458784.338565,9.7267,0.0117
2458784.338692,9.7439,0.0117
2458784.338831,9.719,0.0117
2458784.33897,9.7272,0.0118
2458784.339109,9.7356,0.0118
2458784.339248,9.7271,0.0118
2458784.339387,9.7181,0.0117
2458784.339514,9.7282,0.0117
2458784.339653,9.7432,0.0117
2458784.339792,9.7345,0.0116
2458784.339931,9.7394,0.0117
2458784.340058,9.7438,0.0116
2458784.340197,9.7459,0.0116
2458784.340336,9.7334,0.0118
2458784.340475,9.6942,0.0117
2458784.340613,9.7433,0.0117
2458784.340741,9.714,0.0117
2458784.34088,9.7057,0.0118
2458784.341019,9.7169,0.0117
2458784.341157,9.7307,0.0116
2458784.341296,9.7208,0.0116
2458784.341435,9.7251,0.0117
2458784.341563,9.7241,0.0116
2458784.341701,9.7198,0.0116
2458784.34184,9.7177,0.0118
2458784.341968,9.7312,0.0118
2458784.342106,9.7196,0.0117
2458784.342245,9.7366,0.0116
2458784.342384,9.6995,0.0118
2458784.342512,9.7269,0.0117
2458784.34265,9.7187,0.0116
2458784.342789,9.7511,0.0117
2458784.342928,9.731,0.0116
2458784.343056,9.7236,0.0118
2458784.343194,9.7176,0.0117
2458784.343333,9.7519,0.0117
2458784.343472,9.702,0.0117
2458784.343611,9.7154,0.0116
2458784.343738,9.7295,0.0117
2458784.343877,9.7482,0.0116
2458784.344016,9.7297,0.0116
2458784.344155,9.7357,0.0117
2458784.344282,9.7153,0.0116
2458784.344421,9.7041,0.0116
2458784.34456,9.7038,0.0116
2458784.344699,9.72,0.0116
2458784.344838,9.7108,0.0117
2458784.344977,9.723,0.0117
2458784.345116,9.7105,0.0117
2458784.345243,9.7118,0.0118
2458784.345382,9.7319,0.0116
2458784.345521,9.7418,0.0116
2458784.34566,9.7502,0.0117
2458784.345799,9.7146,0.0117
2458784.345926,9.7314,0.0116
2458784.346065,9.7239,0.0118
2458784.34853,9.7107,0.0118
2458784.348808,9.7028,0.0118
2458784.348947,9.7337,0.0118
2458784.349074,9.7139,0.0119
2458784.349213,9.6887,0.0118
2458784.349352,9.7133,0.0117
2458784.349491,9.7282,0.0117
2458784.34963,9.6884,0.0119
2458784.349769,9.7349,0.0117
2458784.349896,9.6966,0.0118
2458784.350035,9.7318,0.0117
2458784.350174,9.7305,0.0118
2458784.350313,9.7246,0.0117
2458784.350451,9.7252,0.0117
2458784.350579,9.689,0.0118
2458784.350718,9.7157,0.0118
2458784.350856,9.7042,0.0117
2458784.350995,9.6656,0.0118
2458784.351134,9.7313,0.0117
2458784.351262,9.6792,0.0118
2458784.3514,9.7065,0.0116
2458784.351539,9.7139,0.0118
2458784.351678,9.7056,0.0118
2458784.351817,9.7076,0.0117
2458784.351944,9.6992,0.0117
2458784.352083,9.7105,0.0117
2458784.352222,9.7049,0.0119
2458784.352361,9.7165,0.0119
2458784.352488,9.7229,0.0117
2458784.352627,9.6862,0.0119
2458784.352766,9.697,0.0118
2458784.352905,9.6921,0.0118
2458784.353032,9.7052,0.0117
2458784.353171,9.7218,0.0116
2458784.35331,9.6968,0.0116
2458784.353449,9.7148,0.0117
2458784.353588,9.6929,0.0117
2458784.353715,9.7099,0.0118
2458784.353854,9.7108,0.0117
2458784.353993,9.665,0.0117
2458784.354132,9.7268,0.0116
2458784.354271,9.6979,0.0118
2458784.354398,9.6955,0.0117
2458784.354537,9.7016,0.0118
2458784.354676,9.7166,0.0117
