jd,mag,uncertainty
2458773.304942,9.2408,0.0117
2458773.305081,9.2469,0.0116
2458773.305359,9.2505,0.0116
2458773.305486,9.2529,0.0115
2458773.305625,9.246,0.0115
2458773.305764,9.2444,0.0115
2458773.305903,9.2485,0.0115
2458773.306042,9.262,0.0116
2458773.306169,9.2456,0.0115
2458773.306308,9.2232,0.0116
2458773.306447,9.2341,0.0115
2458773.306586,9.2484,0.0115
2458773.306713,9.2326,0.0115
2458773.306852,9.2296,0.0115
2458773.306991,9.2313,0.0116
2458773.30713,9.2393,0.0115
2458773.307257,9.24,0.0116
2458773.307396,9.2241,0.0115
2458773.307523,9.2246,0.0115
2458773.307662,9.2322,0.0115
2458773.307801,9.2266,0.0114
2458773.307928,9.2318,0.0116
2458773.308067,9.2309,0.0115
2458773.308206,9.2076,0.0116
2458773.308345,9.2219,0.0115
2458773.308472,9.2257,0.0115
2458773.308611,9.2041,0.0115
2458773.308738,9.2209,0.0115
2458773.308877,9.232,0.0117
2458773.309016,9.2203,0.0116
2458773.309155,9.2203,0.0115
2458773.309294,9.2272,0.0115
2458773.309433,9.211,0.0114
2458773.30956,9.2092,0.0116
2458773.309699,9.2264,0.0115
2458773.309838,9.2031,0.0115
2458773.309977,9.2116,0.0115
2458773.310116,9.2229,0.0115
2458773.310255,9.2105,0.0114
2458773.310382,9.2168,0.0115
2458773.310521,9.219,0.0115
2458773.31066,9.2111,0.0115
2458773.310799,9.2092,0.0114
2458773.310937,9.207,0.0115
2458773.311065,9.2181,0.0114
2458773.311204,9.2101,0.0114
2458773.311343,9.2252,0.0114
2458773.311481,9.2198,0.0115
2458773.31162,9.1889,0.0115
2458773.311759,9.2179,0.0114
2458773.311898,9.2186,0.0114
2458773.312037,9.2065,0.0114
2458773.312164,9.1922,0.0115
2458773.312303,9.1894,0.0115
2458773.312442,9.198,0.0115
2458773.312581,9.1939,0.0114
2458773.31272,9.1981,0.0116
2458773.312847,9.1951,0.0114
2458773.312986,9.1772,0.0116
2458773.313125,9.2146,0.0115
2458773.313264,9.184,0.0115
2458773.313403,9.1926,0.0116
2458773.313542,9.2059,0.0114
2458773.313669,9.1688,0.0116
2458773.313808,9.1955,0.0114
2458773.313947,9.193,0.0115
2458773.314086,9.1783,0.0114
2458773.314225,9.1929,0.0115
2458773.314363,9.1976,0.0114
2458773.314491,9.1942,0.0115
2458773.31463,9.1871,0.0115
2458773.314769,9.1894,0.0114
2458773.314907,9.1745,0.0116
2458773.315035,9.1868,0.0116
2458773.315174,9.1837,0.0115
2458773.315313,9.164,0.0115
2458773.31544,9.1767,0.0115
2458773.315579,9.1581,0.0117
2458773.315718,9.1814,0.0114
2458773.315856,9.1998,0.0115
2458773.315995,9.1876,0.0114
2458773.316134,9.1865,0.0115
2458773.316273,9.1808,0.0115
2458773.3164,9.1955,0.0115
2458773.316539,9.1794,0.0116
2458773.316678,9.1798,0.0114
2458773.316806,9.1752,0.0114
2458773.316944,9.1699,0.0116
2458773.317083,9.1915,0.0115
2458773.317222,9.2032,0.0115
2458773.317361,9.2038,0.0115
2458773.317488,9.1918,0.0114
2458773.317627,9.1901,0.0115
2458773.317766,9.1933,0.0114
2458773.317905,9.1866,0.0114
2458773.318044,9.1903,0.0115
2458773.318183,9.1854,0.0116
2458773.31831,9.1938,0.0115
2458773.318449,9.2042,0.0113
2458773.318588,9.186,0.0116
2458773.318727,9.1707,0.0116
2458773.318866,9.175,0.0115
2458773.318993,9.1784,0.0115
2458773.319132,9.1899,0.0116
2458773.319271,9.1914,0.0114
2458773.31941,9.1816,0.0116
2458773.319549,9.1947,0.0115
2458773.319688,9.1937,0.0116
2458773.319815,9.1747,0.0116
2458773.319954,9.1846,0.0115
2458773.320093,9.1625,0.0116
2458773.320231,9.1818,0.0115
2458773.320359,9.2023,0.0114
2458773.320498,9.1813,0.0115
2458773.320637,9.1769,0.0115
2458773.320764,9.1927,0.0116
2458773.320903,9.1877,0.0114
2458773.321042,9.1934,0.0116
2458773.321181,9.203,0.0114
2458773.321319,9.204,0.0115
2458773.321586,9.1947,0.0114
2458773.321725,9.2134,0.0114
2458773.321863,9.1747,0.0115
2458773.322002,9.1938,0.0115
2458773.322141,9.2075,0.0114
2458773.32228,9.1956,0.0115
2458773.322419,9.1868,0.0116
2458773.322558,9.1759,0.0116
2458773.322685,9.2022,0.0116
2458773.322824,9.1845,0.0115
2458773.322963,9.2162,0.0115
2458773.323102,9.1756,0.0115
2458773.323241,9.1812,0.0116
2458773.323368,9.203,0.0115
2458773.323507,9.1985,0.0115
2458773.323646,9.2113,0.0116
2458773.323785,9.1895,0.0115
2458773.323912,9.1848,0.0116
2458773.324051,9.1863,0.0115
2458773.32419,9.1929,0.0115
2458773.324329,9.1896,0.0114
2458773.324468,9.2065,0.0117
2458773.324606,9.2087,0.0115
2458773.324734,9.1881,0.0116
2458773.324873,9.1908,0.0115
2458773.325012,9.2202,0.0115
2458773.32515,9.1773,0.0116
2458773.325289,9.2289,0.0115
2458773.325417,9.1955,0.0117
2458773.325556,9.1972,0.0116
2458773.325694,9.1979,0.0116
2458773.325833,9.1917,0.0116
2458773.325961,9.1995,0.0116
2458773.3261,9.2012,0.0116
2458773.326238,9.2016,0.0116
2458773.326377,9.2228,0.0113
2458773.326516,9.2041,0.0116
2458773.326655,9.2006,0.0116
2458773.326782,9.2002,0.0116
2458773.326921,9.2151,0.0116
2458773.32706,9.2012,0.0116
2458773.327199,9.2012,0.0116
2458773.327338,9.2048,0.0116
2458773.327477,9.2339,0.0115
2458773.327604,9.2148,0.0116
2458773.327743,9.2239,0.0114
2458773.327882,9.2145,0.0116
2458773.328021,9.2235,0.0115
2458773.32816,9.2469,0.0114
2458773.328299,9.2219,0.0115
2458773.328426,9.2335,0.0115
2458773.328565,9.2197,0.0115
2458773.328704,9.2394,0.0114
2458773.328843,9.2412,0.0115
2458773.328981,9.2123,0.0116
2458773.32912,9.2156,0.0114
2458773.329248,9.2307,0.0115
2458773.329387,9.234,0.0115
2458773.329525,9.2124,0.0115
2458773.329664,9.1968,0.0115
2458773.329803,9.2071,0.0116
2458773.329942,9.2065,0.0116
2458773.330069,9.1818,0.0116
2458773.330208,9.2097,0.0115
2458773.330347,9.2181,0.0115
2458773.330486,9.2237,0.0116
2458773.330625,9.2431,0.0114
2458773.330752,9.2145,0.0114
2458773.330891,9.2083,0.0115
2458773.33103,9.2238,0.0114
2458773.331169,9.2404,0.0115
2458773.331308,9.2207,0.0116
2458773.331447,9.2184,0.0115
2458773.331574,9.203,0.0115
2458773.331713,9.2383,0.0116
2458773.331852,9.193,0.0117
2458773.331991,9.2131,0.0116
2458773.33213,9.2112,0.0117
2458773.332269,9.2101,0.0115
2458773.332396,9.2029,0.0114
2458773.332535,9.2252,0.0115
2458773.332674,9.2107,0.0116
2458773.332812,9.2219,0.0115
2458773.332951,9.2284,0.0114
2458773.33309,9.2303,0.0114
2458773.333229,9.2117,0.0116
2458773.333356,9.2178,0.0115
2458773.333495,9.1987,0.0114
2458773.333634,9.2084,0.0115
2458773.333773,9.2014,0.0116
2458773.3339,9.2149,0.0115
2458773.334039,9.2032,0.0115
2458773.334178,9.2194,0.0114
2458773.334317,9.2202,0.0115
2458773.334444,9.2173,0.0115
2458773.334583,9.2083,0.0115
2458773.334722,9.2149,0.0117
2458773.33485,9.1942,0.0116
2458773.334988,9.2146,0.0118
2458773.335127,9.2084,0.0115
2458773.335266,9.2231,0.0115
2458773.335405,9.1903,0.0116
2458773.335532,9.2099,0.0115
2458773.335671,9.2034,0.0115
2458773.33581,9.1913,0.0116
2458773.335949,9.2094,0.0115
2458773.336088,9.1953,0.0115
2458773.336215,9.2067,0.0116
2458773.336354,9.2301,0.0116
2458773.336493,9.1996,0.0116
2458773.336632,9.1858,0.0116
2458773.336771,9.2056,0.0115
2458773.33691,9.2058,0.0115
2458773.337037,9.2115,0.0115
2458773.337176,9.1928,0.0115
2458773.337315,9.2052,0.0115
2458773.337454,9.2026,0.0116
2458773.337593,9.1848,0.0115
2458773.337731,9.1783,0.0115
2458773.337859,9.2064,0.0114
2458773.337998,9.1972,0.0117
2458773.338137,9.1842,0.0116
2458773.338275,9.223,0.0114
2458773.338414,9.2223,0.0115
2458773.338553,9.1902,0.0116
2458773.338681,9.1921,0.0115
2458773.338819,9.2044,0.0114
2458773.338958,9.2215,0.0115
2458773.339097,9.1898,0.0116
2458773.339236,9.1971,0.0115
2458773.339363,9.2022,0.0115
2458773.339502,9.1746,0.0116
2458773.339641,9.2023,0.0115
2458773.33978,9.2176,0.0115
2458773.339919,9.2124,0.0114
2458773.340058,9.1916,0.0118
2458773.340185,9.1888,0.0116
2458773.340324,9.2173,0.0114
2458773.340463,9.213,0.0115
2458773.340602,9.181,0.0116
2458773.340741,9.1965,0.0114
2458773.34088,9.1956,0.0116
2458773.341007,9.2031,0.0115
2458773.341146,9.1917,0.0114
2458773.341285,9.1893,0.0115
2458773.341424,9.1965,0.0116
2458773.341551,9.2035,0.0115
2458773.34169,9.1988,0.0116
2458773.341829,9.1734,0.0115
2458773.341968,9.1863,0.0116
2458773.342106,9.1915,0.0115
2458773.342245,9.1923,0.0114
2458773.342373,9.2,0.0114
2458773.342512,9.1874,0.0115
2458773.34265,9.1716,0.0115
2458773.342789,9.1988,0.0113
2458773.342928,9.2037,0.0114
2458773.343067,9.1934,0.0115
2458773.343194,9.1863,0.0115
2458773.343333,9.1882,0.0116
2458773.343472,9.1984,0.0116
2458773.343611,9.1524,0.0116
2458773.34375,9.2059,0.0115
2458773.343877,9.1841,0.0114
2458773.344016,9.191,0.0115
2458773.344155,9.1909,0.0115
2458773.344294,9.1712,0.0115
2458773.344433,9.1834,0.0116
2458773.344572,9.1857,0.0115
2458773.344699,9.1943,0.0114
2458773.344838,9.1995,0.0115
2458773.344977,9.162,0.0115
2458773.345116,9.1909,0.0115
2458773.345394,9.1848,0.0114
2458773.345521,9.1773,0.0114
2458773.345799,9.1747,0.0116
2458773.346076,9.1806,0.0117
2458773.346215,9.1825,0.0116
2458773.346343,9.1752,0.0115
2458773.346481,9.1713,0.0116
2458773.347037,9.208,0.0115
2458773.347164,9.1808,0.0117
2458773.347303,9.1856,0.0115
2458773.347442,9.1792,0.0117
2458773.347581,9.1824,0.0115
2458773.347859,9.1708,0.0115
2458773.347998,9.1635,0.0118
2458773.348125,9.202,0.0114
2458773.348264,9.1943,0.0114
2458773.348403,9.2038,0.0115
2458773.348542,9.1858,0.0117
2458773.348681,9.1948,0.0115
2458773.348947,9.1819,0.0116
2458773.349086,9.1734,0.0116
2458773.349225,9.216,0.0114
2458773.34963,9.1875,0.0115
2458773.349769,9.1836,0.0114
2458773.350046,9.1945,0.0115
2458773.350324,9.2112,0.0114
2458773.350451,9.1734,0.0116
2458773.35059,9.1735,0.0116
2458773.350729,9.176,0.0116
2458773.350868,9.1811,0.0116
2458773.351007,9.1756,0.0116
2458773.351134,9.1861,0.0115
2458773.351273,9.199,0.0115
2458773.3514,9.2039,0.0115
2458773.351539,9.184,0.0116
2458773.351678,9.1912,0.0115
2458773.351956,9.1787,0.0115
2458773.352095,9.1852,0.0115
2458773.352234,9.1889,0.0114
2458773.352361,9.1757,0.0117
2458773.3525,9.1691,0.0116
2458773.352778,9.1706,0.0116
2458773.352905,9.199,0.0116
2458773.353183,9.1882,0.0115
2458773.35331,9.1787,0.0116
2458773.353449,9.1663,0.0116
2458773.353588,9.1833,0.0116
2458773.356551,9.1919,0.0114
2458773.35669,9.1952,0.0114
2458773.356817,9.1717,0.0116
2458773.356956,9.187,0.0116
2458773.357095,9.2009,0.0114
2458773.357234,9.2056,0.0114
2458773.357373,9.1918,0.0117
2458773.357512,9.2161,0.0116
2458773.357639,9.1802,0.0116
2458773.357778,9.1945,0.0116
2458773.357917,9.193,0.0116
2458773.358056,9.183,0.0117
2458773.358194,9.2047,0.0115
2458773.358472,9.1993,0.0115
2458773.3586,9.1912,0.0116
2458773.358738,9.1713,0.0117
2458773.358877,9.205,0.0115
2458773.359016,9.2002,0.0116
2458773.359144,9.1905,0.0117
2458773.359282,9.2045,0.0115
2458773.359421,9.2013,0.0116
2458773.359688,9.2001,0.0115
2458773.359826,9.1965,0.0115
2458773.359965,9.214,0.0114
2458773.360104,9.182,0.0116
2458773.360243,9.2062,0.0115
2458773.360382,9.1838,0.0116
2458773.360509,9.2039,0.0116
2458773.360648,9.204,0.0115
2458773.360787,9.2062,0.0114
2458773.360926,9.1741,0.0115
2458773.361065,9.2064,0.0116
2458773.361204,9.1922,0.0116
2458773.361343,9.2023,0.0116
2458773.36147,9.2197,0.0114
2458773.361609,9.1888,0.0116
2458773.361748,9.2249,0.0116
2458773.361875,9.2159,0.0116
2458773.362014,9.1994,0.0114
2458773.362153,9.2176,0.0115
2458773.362292,9.2113,0.0115
2458773.362431,9.2437,0.0115
2458773.362569,9.2261,0.0114
2458773.362708,9.207,0.0116
2458773.362986,9.2065,0.0116
2458773.363252,9.2059,0.0116
2458773.363391,9.2002,0.0116
2458773.36353,9.1957,0.0117
2458773.363669,9.2071,0.0116
2458773.363808,9.2037,0.0115
2458773.364352,9.2114,0.0115
2458773.364491,9.2099,0.0116
2458773.36463,9.1963,0.0116
2458773.364769,9.2411,0.0114
2458773.364896,9.2134,0.0115
2458773.365035,9.2086,0.0116
2458773.365174,9.2433,0.0114
2458773.365313,9.2039,0.0115
2458773.36544,9.1953,0.0115
2458773.365579,9.2266,0.0115
2458773.365718,9.1977,0.0116
2458773.365856,9.2177,0.0114
2458773.365995,9.2222,0.0116
2458773.366123,9.2271,0.0114
2458773.366262,9.2392,0.0114
2458773.366539,9.202,0.0116
2458773.366667,9.2312,0.0115
2458773.366806,9.2054,0.0115
2458773.366944,9.239,0.0114
2458773.367083,9.2124,0.0115
2458773.367222,9.2099,0.0116
2458773.367361,9.2323,0.0114
2458773.367488,9.2188,0.0116
2458773.367627,9.2219,0.0116
2458773.367766,9.2053,0.0117
2458773.367905,9.2265,0.0116
2458773.368044,9.2324,0.0114
2458773.368183,9.2318,0.0115
2458773.36831,9.2287,0.0115
2458773.368449,9.2345,0.0115
2458773.372083,9.2307,0.0115
2458773.372222,9.2354,0.0115
2458773.372361,9.2537,0.0114
2458773.3725,9.2532,0.0115
2458773.372627,9.2434,0.0115
2458773.372766,9.2598,0.0115
2458773.372905,9.2366,0.0116
2458773.373032,9.2358,0.0115
2458773.373171,9.2485,0.0115
2458773.37331,9.2322,0.0114
2458773.373449,9.2463,0.0115
2458773.373715,9.236,0.0116
2458773.373854,9.2493,0.0115
2458773.373993,9.2446,0.0115
2458773.374132,9.2234,0.0116
2458773.374271,9.2461,0.0115
2458773.37441,9.2461,0.0115
2458773.374549,9.2469,0.0116
2458773.374676,9.2235,0.0116
2458773.374815,9.2372,0.0116
2458773.374954,9.2465,0.0115
2458773.375093,9.2381,0.0114
2458773.375231,9.2586,0.0115
2458773.375359,9.2546,0.0116
2458773.375498,9.2454,0.0117
2458773.375637,9.2239,0.0117
2458773.375775,9.2515,0.0116
2458773.375914,9.2423,0.0116
2458773.376053,9.2514,0.0115
2458773.376192,9.2441,0.0116
2458773.376331,9.2653,0.0117
2458773.376458,9.2557,0.0116
2458773.376597,9.227,0.0117
2458773.376736,9.2496,0.0118
2458773.376863,9.2673,0.0116
2458773.377002,9.2406,0.0115
2458773.377141,9.2367,0.0116
2458773.37728,9.2547,0.0116
2458773.377419,9.2403,0.0116
2458773.377546,9.2564,0.0116
2458773.377685,9.2456,0.0115
2458773.377824,9.2542,0.0115
2458773.377963,9.2425,0.0116
2458773.378102,9.2573,0.0116
2458773.378241,9.2487,0.0115
2458773.37838,9.249,0.0117
2458773.378507,9.2796,0.0115
2458773.378646,9.2357,0.0117
2458773.378785,9.2465,0.0116
2458773.378924,9.2684,0.0116
2458773.379062,9.2452,0.0116
2458773.379201,9.2644,0.0115
2458773.379329,9.2565,0.0115
2458773.379468,9.233,0.0126
2458773.379606,9.2326,0.0116
2458773.379745,9.2601,0.0115
2458773.379884,9.2686,0.0115
2458773.380012,9.2499,0.0116
2458773.38015,9.2598,0.0116
2458773.380289,9.2487,0.0117
2458773.380428,9.2221,0.0117
2458773.380556,9.2547,0.0116
2458773.380694,9.2526,0.0116
2458773.380833,9.2709,0.0116
2458773.380972,9.2644,0.0124
2458773.381111,9.2591,0.0116
