jd,mag,uncertainty
2459114.308466,9.6593,0.0115
2459114.308663,9.675,0.0114
2459114.30886,9.6703,0.0113
2459114.309068,9.6898,0.0113
2459114.309253,9.6604,0.0115
2459114.30945,9.6764,0.0114
2459114.309647,9.6833,0.0117
2459114.309844,9.6368,0.012
2459114.310041,9.6874,0.0113
2459114.310237,9.6703,0.0115
2459114.310434,9.6399,0.0113
2459114.310631,9.6768,0.0115
2459114.310816,9.6511,0.0114
2459114.311013,9.6627,0.0115
2459114.311209,9.6634,0.0114
2459114.311406,9.6681,0.0114
2459114.311603,9.6462,0.0116
2459114.3118,9.661,0.0116
2459114.311997,9.6664,0.0113
2459114.312182,9.6531,0.0113
2459114.312378,9.6537,0.0114
2459114.312575,9.6568,0.0114
2459114.312772,9.6191,0.0113
2459114.312969,9.6697,0.0114
2459114.313177,9.6507,0.0113
2459114.313374,9.6255,0.0114
2459114.313571,9.6498,0.0113
2459114.313767,9.6243,0.0115
2459114.313964,9.6482,0.0113
2459114.314149,9.6273,0.0114
2459114.314346,9.6324,0.0114
2459114.314543,9.6259,0.0116
2459114.31474,9.6474,0.0112
2459114.314936,9.6065,0.0137
2459114.315133,9.6025,0.0115
2459114.31533,9.6529,0.0113
2459114.315527,9.605,0.0113
2459114.315712,9.6252,0.0115
2459114.315909,9.6296,0.0115
2459114.316117,9.6241,0.0113
2459114.316314,9.6138,0.0113
2459114.316499,9.6163,0.0112
2459114.316696,9.6282,0.0112
2459114.316904,9.6319,0.0112
2459114.317089,9.5867,0.0112
2459114.317297,9.6141,0.0111
2459114.317494,9.6324,0.0113
2459114.317691,9.6493,0.0111
2459114.317876,9.6229,0.0112
2459114.318084,9.6195,0.0115
2459114.318281,9.5913,0.0113
2459114.318478,9.6134,0.0113
2459114.318675,9.6186,0.0112
2459114.318872,9.5958,0.0114
2459114.319068,9.603,0.0113
2459114.319265,9.4898,0.0118
2459114.319462,9.6209,0.0113
2459114.319659,9.5994,0.0111
2459114.319867,9.6046,0.0112
2459114.320249,9.5915,0.0112
2459114.320446,9.5768,0.0112
2459114.320642,9.5947,0.0112
2459114.320839,9.6058,0.0111
2459114.321047,9.5989,0.0111
2459114.321244,9.5998,0.0111
2459114.321429,9.578,0.0112
2459114.321626,9.5724,0.0111
2459114.321823,9.552,0.0112
2459114.322031,9.5743,0.0112
2459114.322216,9.5941,0.0112
2459114.322413,9.608,0.0112
2459114.32261,9.5875,0.0111
2459114.322807,9.6136,0.0112
2459114.323003,9.5578,0.0112
2459114.3232,9.5782,0.0111
2459114.323397,9.5751,0.0179
2459114.323594,9.5718,0.0114
2459114.323779,9.582,0.0112
2459114.323987,9.5859,0.0111
2459114.324184,9.5894,0.0111
2459114.324381,9.5248,0.0111
2459114.324578,9.5522,0.0111
2459114.324763,9.5697,0.0113
2459114.324959,9.5571,0.0112
2459114.325156,9.5786,0.0111
2459114.325353,9.572,0.0112
2459114.32555,9.4918,0.0112
2459114.325747,9.5398,0.011
2459114.325943,9.5172,0.0111
2459114.32614,9.5369,0.0111
2459114.326372,9.5464,0.0112
2459114.326568,9.5384,0.0111
2459114.326846,9.5504,0.0111
2459114.327043,9.5055,0.011
2459114.32724,9.5404,0.0111
2459114.327436,9.5393,0.011
2459114.327633,9.5475,0.011
2459114.32783,9.5291,0.0112
2459114.328027,9.5141,0.0112
2459114.328223,9.5481,0.0111
2459114.32842,9.5334,0.011
2459114.328605,9.5054,0.0112
2459114.328802,9.5382,0.0109
2459114.32901,9.5266,0.0109
2459114.329196,9.5696,0.0111
2459114.329392,9.5243,0.0108
2459114.329589,9.4937,0.011
2459114.329786,9.529,0.011
2459114.329983,9.5009,0.0109
2459114.330191,9.5106,0.0139
2459114.330376,9.5097,0.011
2459114.330573,9.5198,0.0111
2459114.33077,9.5292,0.0109
2459114.330966,9.4962,0.0111
2459114.331163,9.5002,0.0111
2459114.33136,9.4946,0.0109
2459114.331545,9.4949,0.0111
2459114.331742,9.4749,0.0109
2459114.331939,9.5078,0.011
2459114.332135,9.4942,0.011
2459114.332332,9.4815,0.0109
2459114.332517,9.5001,0.0109
2459114.332714,9.4919,0.0109
2459114.332911,9.486,0.0109
2459114.333108,9.491,0.0108
2459114.333304,9.472,0.0109
2459114.333501,9.4625,0.011
2459114.333686,9.4568,0.0111
2459114.333883,9.4567,0.011
2459114.33408,9.4086,0.011
2459114.334277,9.4347,0.0109
2459114.334473,9.478,0.0108
2459114.33467,9.4825,0.0108
2459114.334867,9.4561,0.0108
2459114.335064,9.4258,0.0109
2459114.33526,9.4434,0.0109
2459114.335457,9.4497,0.0108
2459114.335642,9.4401,0.011
2459114.335839,9.4118,0.0109
2459114.336036,9.4127,0.0109
2459114.336233,9.4386,0.0108
2459114.336429,9.4643,0.0107
2459114.336626,9.4071,0.0108
2459114.336823,9.425,0.0109
2459114.337008,9.4025,0.0108
2459114.337205,9.4276,0.0133
2459114.337402,9.3987,0.0114
2459114.337598,9.4376,0.0107
2459114.337795,9.4219,0.0108
2459114.33798,9.437,0.011
2459114.338177,9.4142,0.0109
2459114.338374,9.3979,0.011
2459114.338571,9.4025,0.011
2459114.338767,9.4072,0.0108
2459114.338964,9.3896,0.0109
2459114.339161,9.3985,0.0108
2459114.339358,9.4116,0.0107
2459114.339543,9.3993,0.0107
2459114.33974,9.4044,0.0108
2459114.339936,9.3694,0.0107
2459114.340133,9.3868,0.0107
2459114.34033,9.4074,0.0107
2459114.340527,9.3823,0.0108
2459114.340712,9.3845,0.0106
2459114.34092,9.3905,0.0106
2459114.341117,9.387,0.0107
2459114.341314,9.3812,0.0107
2459114.34151,9.4041,0.0107
2459114.341707,9.3829,0.0108
2459114.341904,9.3686,0.0107
2459114.342101,9.3473,0.0108
2459114.342297,9.3417,0.0107
2459114.342494,9.3782,0.0107
2459114.342691,9.3358,0.0108
2459114.342888,9.3283,0.0107
2459114.343073,9.3591,0.0114
2459114.34327,9.3369,0.0112
2459114.343466,9.3356,0.0106
2459114.343663,9.3354,0.0108
2459114.34386,9.3201,0.0107
2459114.344057,9.3158,0.0109
2459114.344253,9.3159,0.0109
2459114.34445,9.3129,0.0105
2459114.344647,9.2985,0.0106
2459114.344844,9.312,0.0108
2459114.345041,9.3164,0.0107
2459114.345237,9.3294,0.0107
2459114.345434,9.348,0.0106
2459114.345631,9.3085,0.0107
2459114.345816,9.2698,0.0111
2459114.346013,9.2948,0.0106
2459114.346209,9.2812,0.0106
2459114.346406,9.2767,0.0106
2459114.346603,9.2885,0.0106
2459114.3468,9.2633,0.011
2459114.346997,9.2934,0.0107
2459114.347193,9.277,0.0107
2459114.34739,9.2726,0.0105
2459114.347587,9.3068,0.0105
2459114.347784,9.2658,0.0106
2459114.347969,9.3018,0.0105
2459114.348166,9.2974,0.0104
2459114.348374,9.269,0.0105
2459114.348571,9.2536,0.0106
2459114.348767,9.2596,0.0105
2459114.348964,9.2836,0.0105
2459114.349161,9.2754,0.0105
2459114.349358,9.2647,0.0106
2459114.349554,9.2701,0.0105
2459114.349751,9.2668,0.0104
2459114.349948,9.2674,0.0105
2459114.350145,9.2777,0.0124
2459114.350341,9.2474,0.0105
2459114.350527,9.2441,0.0105
2459114.350723,9.265,0.0105
2459114.35092,9.217,0.0108
2459114.351117,9.2092,0.0108
2459114.351314,9.2472,0.0105
2459114.35151,9.2221,0.0109
2459114.351696,9.2378,0.0106
2459114.351892,9.2275,0.0105
2459114.352089,9.2397,0.0106
2459114.352286,9.2132,0.0108
2459114.352483,9.2456,0.0104
2459114.352679,9.2338,0.0105
2459114.352876,9.2351,0.0103
2459114.353073,9.2293,0.0105
2459114.35327,9.2488,0.0106
2459114.353466,9.2319,0.0104
2459114.353663,9.2313,0.0103
2459114.35386,9.2213,0.0104
2459114.354057,9.2266,0.0104
2459114.354253,9.1996,0.0105
2459114.354439,9.2298,0.0104
2459114.354635,9.1939,0.0104
2459114.354832,9.1793,0.0105
2459114.355029,9.2106,0.0104
2459114.355226,9.2048,0.0104
2459114.355422,9.2281,0.0105
2459114.355619,9.2216,0.0103
2459114.355816,9.2121,0.0104
2459114.356013,9.2219,0.0103
2459114.356209,9.2363,0.0103
2459114.356406,9.1912,0.0103
2459114.356603,9.2055,0.0104
2459114.3568,9.2092,0.0104
2459114.356997,9.2117,0.0104
2459114.357193,9.2282,0.0104
2459114.35739,9.1956,0.0105
2459114.357587,9.2137,0.0103
2459114.357784,9.2037,0.0103
2459114.35798,9.1952,0.0104
2459114.358177,9.2002,0.0104
2459114.358362,9.1827,0.0104
2459114.358559,9.209,0.0103
2459114.358756,9.1802,0.0104
2459114.358953,9.2029,0.0104
2459114.359149,9.19,0.0103
2459114.359346,9.1675,0.0104
2459114.359543,9.1952,0.0104
2459114.35974,9.1897,0.0105
2459114.359936,9.2332,0.0102
2459114.360133,9.1975,0.0103
2459114.36033,9.2065,0.0104
2459114.360527,9.1926,0.0105
2459114.360723,9.153,0.0107
2459114.36092,9.1661,0.0119
2459114.361117,9.2017,0.0105
2459114.361314,9.2032,0.0111
2459114.361499,9.1673,0.0105
2459114.361696,9.2256,0.0104
2459114.362089,9.1818,0.0108
2459114.362286,9.1756,0.0105
2459114.362483,9.1785,0.0108
2459114.362668,9.1701,0.0108
2459114.362865,9.1854,0.0105
2459114.363061,9.1818,0.0109
2459114.363258,9.1827,0.0109
2459114.363466,9.198,0.0105
2459114.363663,9.1919,0.0105
2459114.363848,9.1841,0.0107
2459114.364045,9.2182,0.0106
2459114.364242,9.1652,0.0105
2459114.364439,9.184,0.0105
2459114.364635,9.2054,0.0103
2459114.364832,9.2082,0.0103
2459114.365029,9.1791,0.0105
2459114.365226,9.212,0.0103
2459114.365422,9.2178,0.0103
2459114.365619,9.1616,0.0108
2459114.365804,9.2223,0.0103
2459114.366001,9.2185,0.0103
2459114.366198,9.2102,0.0106
2459114.366395,9.1983,0.0104
2459114.366591,9.1911,0.0106
2459114.366788,9.2225,0.0103
2459114.366985,9.2001,0.0103
2459114.367182,9.2028,0.0107
2459114.367378,9.217,0.0104
2459114.367575,9.1943,0.0105
2459114.367772,9.1586,0.0107
2459114.367969,9.2176,0.0104
2459114.368166,9.186,0.0105
2459114.368362,9.2005,0.0108
2459114.368559,9.2182,0.0103
2459114.368756,9.2336,0.0106
2459114.368941,9.1998,0.0105
2459114.369138,9.2154,0.0104
2459114.369334,9.217,0.0104
2459114.369531,9.2008,0.0105
2459114.369728,9.2024,0.0105
2459114.369925,9.1898,0.0104
2459114.370122,9.2216,0.0104
2459114.370318,9.2184,0.0104
2459114.370515,9.2,0.0106
2459114.370712,9.2116,0.0103
2459114.370909,9.2084,0.0104
2459114.371094,9.2068,0.0104
2459114.371302,9.207,0.0104
2459114.371499,9.2111,0.0104
2459114.371696,9.2181,0.0104
2459114.371892,9.202,0.0105
2459114.372089,9.2124,0.0104
2459114.372286,9.1752,0.0105
2459114.372471,9.2192,0.0104
2459114.372668,9.1887,0.0104
2459114.372865,9.2312,0.0104
2459114.373061,9.2329,0.0104
2459114.373258,9.2119,0.0104
2459114.373455,9.2206,0.0104
2459114.373652,9.2042,0.0106
2459114.373848,9.178,0.011
2459114.374045,9.2356,0.0104
2459114.37423,9.2139,0.0106
2459114.374427,9.2112,0.0105
2459114.374624,9.2203,0.0104
2459114.374821,9.2217,0.0105
2459114.375017,9.2064,0.0106
2459114.375214,9.2146,0.0105
2459114.375411,9.208,0.0106
2459114.375608,9.2309,0.0104
2459114.375804,9.2205,0.0105
2459114.37599,9.2244,0.0106
2459114.376186,9.2008,0.0106
2459114.376383,9.2296,0.0104
2459114.37658,9.2008,0.0106
2459114.376777,9.2278,0.0105
2459114.376973,9.2199,0.0104
2459114.37717,9.2213,0.0104
2459114.377367,9.2135,0.0104
2459114.377564,9.2292,0.0103
2459114.37776,9.2045,0.0106
2459114.377957,9.2109,0.0108
2459114.378154,9.2101,0.0104
2459114.378339,9.1989,0.0104
2459114.378536,9.2169,0.0105
2459114.378733,9.184,0.0106
2459114.378929,9.2305,0.0105
2459114.379126,9.2049,0.0107
2459114.379323,9.217,0.0105
2459114.379508,9.2045,0.0105
2459114.379705,9.2132,0.0103
2459114.379902,9.199,0.0105
2459114.380098,9.2232,0.0104
2459114.380295,9.2084,0.0106
2459114.380492,9.2059,0.0106
2459114.380689,9.2121,0.0105
2459114.380885,9.226,0.0105
2459114.381082,9.2072,0.0105
2459114.381267,9.1867,0.0105
2459114.381464,9.2204,0.0104
2459114.381661,9.2279,0.0105
2459114.381858,9.1862,0.0105
2459114.382054,9.2061,0.0104
2459114.382251,9.2156,0.0105
2459114.382436,9.1999,0.0104
2459114.382633,9.1948,0.0105
2459114.38283,9.2252,0.0104
2459114.383027,9.2085,0.0104
2459114.383223,9.1909,0.0104
2459114.383409,9.2158,0.0105
2459114.383617,9.175,0.0106
2459114.383814,9.1935,0.0104
2459114.38401,9.1863,0.0105
2459114.384196,9.1779,0.0105
2459114.384392,9.1964,0.0104
2459114.384589,9.2008,0.0104
2459114.384786,9.1773,0.0105
2459114.384983,9.2065,0.0105
2459114.385179,9.2046,0.0104
2459114.385365,9.1849,0.0104
2459114.385561,9.1795,0.0105
2459114.385758,9.1871,0.0105
2459114.385955,9.2069,0.0106
2459114.386152,9.1644,0.0107
2459114.386348,9.1861,0.0104
2459114.386534,9.1602,0.0106
2459114.38673,9.1717,0.0105
2459114.386927,9.1903,0.0103
2459114.387124,9.1758,0.0105
2459114.387321,9.1788,0.0104
2459114.387517,9.1935,0.0103
2459114.387714,9.2058,0.0104
2459114.387899,9.1689,0.0105
2459114.388096,9.192,0.0104
2459114.388293,9.181,0.0104
2459114.38849,9.1921,0.0105
2459114.388686,9.1937,0.0104
2459114.388883,9.1627,0.0107
2459114.38908,9.1741,0.0104
2459114.389277,9.1781,0.0105
2459114.389473,9.1664,0.0106
2459114.38967,9.1527,0.0105
2459114.389867,9.1842,0.0104
2459114.390064,9.1799,0.0105
2459114.39026,9.1515,0.0108
2459114.390457,9.1849,0.0105
2459114.390654,9.1998,0.0104
2459114.390851,9.1711,0.0105
2459114.391036,9.2008,0.0103
2459114.391233,9.1706,0.0105
2459114.391429,9.1652,0.0104
2459114.391626,9.1681,0.0105
2459114.391823,9.1663,0.0106
2459114.39202,9.1895,0.0103
2459114.392216,9.1963,0.0105
2459114.392402,9.16,0.0106
2459114.392598,9.1565,0.0104
2459114.392795,9.1814,0.0104
2459114.392992,9.161,0.0105
2459114.393189,9.1732,0.0105
2459114.393374,9.1899,0.0104
2459114.393582,9.187,0.0105
2459114.393779,9.1786,0.0105
2459114.393976,9.18,0.0105
2459114.394172,9.1743,0.0104
2459114.394358,9.1875,0.0105
2459114.394554,9.1684,0.0103
2459114.394751,9.1884,0.0104
2459114.394948,9.1786,0.0109
2459114.395145,9.1876,0.0107
2459114.395341,9.1919,0.0104
2459114.395527,9.1587,0.0106
2459114.395723,9.1631,0.0105
2459114.39592,9.1769,0.0104
2459114.396117,9.1838,0.0105
2459114.396314,9.1986,0.0108
2459114.39651,9.1829,0.0105
2459114.396707,9.1655,0.0107
2459114.396904,9.184,0.0104
2459114.397101,9.1933,0.0105
2459114.397297,9.1846,0.0106
2459114.397494,9.1765,0.0104
2459114.397691,9.1789,0.0105
2459114.397888,9.1827,0.0106
2459114.398084,9.2033,0.0107
2459114.398281,9.1848,0.0106
2459114.398478,9.1651,0.0106
2459114.398675,9.1962,0.0106
2459114.398872,9.1787,0.0106
2459114.399068,9.1761,0.0104
2459114.399265,9.187,0.0105
2459114.39945,9.1646,0.0108
2459114.399647,9.1716,0.0105
2459114.399844,9.1737,0.0105
2459114.400041,9.1818,0.0107
2459114.400237,9.1929,0.0105
2459114.400434,9.1885,0.0106
2459114.400619,9.2104,0.0105
2459114.400816,9.2048,0.0104
2459114.401209,9.1952,0.0106
2459114.401406,9.2016,0.0104
2459114.401603,9.1764,0.0104
2459114.4018,9.1669,0.0107
2459114.401997,9.2108,0.0104
2459114.402193,9.1765,0.0106
2459114.40239,9.2097,0.0106
2459114.402587,9.2144,0.0105
2459114.402772,9.1883,0.0107
2459114.402969,9.1998,0.0104
2459114.403166,9.2007,0.0106
2459114.403362,9.2095,0.0105
2459114.403559,9.2052,0.0105
2459114.403756,9.2149,0.0105
2459114.403953,9.1918,0.0107
2459114.404149,9.1757,0.0107
2459114.404334,9.1956,0.0105
2459114.404531,9.1755,0.0107
2459114.404728,9.2213,0.0107
2459114.404925,9.1868,0.0105
2459114.405122,9.1893,0.0106
2459114.405307,9.1626,0.0106
2459114.405503,9.2316,0.0104
2459114.4057,9.205,0.0106
2459114.405897,9.1705,0.0105
2459114.406094,9.1791,0.0104
2459114.406291,9.1881,0.0107
2459114.406487,9.1939,0.0104
2459114.406684,9.209,0.0104
2459114.406892,9.2207,0.0104
2459114.407089,9.2109,0.0105
2459114.407286,9.2035,0.0105
2459114.407483,9.2046,0.0106
2459114.407679,9.2184,0.0106
2459114.407876,9.2025,0.0105
2459114.408073,9.2136,0.0106
2459114.408258,9.2238,0.0104
2459114.408455,9.2217,0.0104
2459114.408652,9.2352,0.0105
2459114.408848,9.1921,0.0107
2459114.409045,9.2067,0.0105
2459114.409242,9.2138,0.0106
2459114.409624,9.1974,0.0105
2459114.409821,9.2049,0.0105
2459114.410017,9.2025,0.0106
2459114.410214,9.2112,0.0105
2459114.410411,9.2055,0.0107
2459114.410608,9.2106,0.0105
2459114.410816,9.2118,0.0107
2459114.411001,9.1832,0.0108
2459114.411198,9.2125,0.0104
2459114.411406,9.2014,0.0106
2459114.411603,9.1911,0.0108
2459114.4118,9.206,0.0105
2459114.412193,9.195,0.0105
2459114.41239,9.2143,0.0105
2459114.412575,9.2216,0.0106
2459114.412772,9.2043,0.0104
2459114.412969,9.2023,0.0106
2459114.413166,9.2058,0.0107
2459114.413362,9.1978,0.0109
2459114.413547,9.2462,0.0105
2459114.413744,9.235,0.0107
2459114.413941,9.2187,0.0105
2459114.414138,9.2293,0.0105
2459114.414334,9.2365,0.0105
2459114.414531,9.2066,0.0105
2459114.41474,9.2168,0.0105
2459114.414925,9.2466,0.0105
2459114.415122,9.2299,0.0106
2459114.415318,9.2356,0.0105
2459114.415515,9.2062,0.0107
2459114.415712,9.2113,0.0105
2459114.415909,9.229,0.0105
2459114.416105,9.2421,0.0108
2459114.416302,9.2275,0.0105
2459114.416487,9.2545,0.0104
2459114.416684,9.2075,0.0107
2459114.416881,9.2682,0.0105
2459114.417078,9.2368,0.0105
2459114.417274,9.257,0.0107
2459114.417471,9.2266,0.0105
2459114.417656,9.1969,0.0107
2459114.417853,9.2227,0.0105
2459114.418061,9.2368,0.0105
2459114.418247,9.2389,0.0107
2459114.418443,9.2283,0.0104
2459114.41864,9.2729,0.0105
2459114.418837,9.2114,0.0106
2459114.419034,9.2562,0.0105
2459114.41923,9.2653,0.0104
2459114.419427,9.2441,0.0105
2459114.419612,9.2577,0.0104
2459114.419809,9.2546,0.0103
2459114.420017,9.2708,0.0105
2459114.420203,9.2593,0.0107
2459114.420399,9.2155,0.0105
2459114.420596,9.2698,0.0105
2459114.420793,9.2402,0.0106
2459114.42099,9.2418,0.0105
2459114.421186,9.2569,0.0105
2459114.421383,9.2521,0.0104
2459114.42158,9.2747,0.0106
2459114.421777,9.1864,0.0109
2459114.421973,9.2824,0.0104
2459114.422159,9.2242,0.0107
2459114.422355,9.26,0.0106
2459114.422552,9.268,0.0104
2459114.422749,9.2414,0.0107
2459114.422946,9.2554,0.0107
2459114.423131,9.2401,0.0105
2459114.423328,9.2808,0.0106
2459114.423524,9.2683,0.0104
2459114.423721,9.2607,0.0106
2459114.423918,9.2738,0.0105
2459114.424115,9.2815,0.0104
2459114.4243,9.2616,0.0106
2459114.424497,9.2815,0.0104
2459114.424693,9.2518,0.0106
2459114.42489,9.2619,0.0108
2459114.425087,9.2706,0.0105
2459114.425284,9.265,0.0107
2459114.42548,9.2681,0.0108
2459114.425677,9.276,0.0105
2459114.425874,9.2718,0.0105
2459114.426071,9.2545,0.0108
2459114.426267,9.2726,0.0104
2459114.426464,9.2576,0.0106
2459114.426649,9.2417,0.0109
2459114.426846,9.2718,0.0105
2459114.427043,9.2774,0.0106
2459114.42724,9.2321,0.011
2459114.427436,9.2761,0.0105
2459114.427633,9.3111,0.0106
2459114.42783,9.2821,0.0105
2459114.428027,9.2805,0.0105
2459114.428223,9.2737,0.0106
2459114.42842,9.2771,0.0105
2459114.428617,9.2691,0.0105
2459114.428814,9.2935,0.0106
2459114.428999,9.2884,0.0104
2459114.429196,9.2814,0.0104
2459114.429392,9.2685,0.0111
2459114.429589,9.3117,0.0105
2459114.429786,9.2955,0.0104
2459114.429983,9.309,0.0107
2459114.430168,9.2817,0.0104
2459114.430365,9.2637,0.0104
2459114.430573,9.277,0.0108
2459114.43077,9.3031,0.0106
2459114.430966,9.2573,0.0105
2459114.431163,9.2991,0.0104
2459114.431348,9.282,0.0107
2459114.431545,9.3104,0.0105
2459114.431742,9.2985,0.0106
2459114.431939,9.2561,0.0107
2459114.432135,9.2942,0.0106
2459114.432332,9.2997,0.0104
2459114.432529,9.2954,0.0109
2459114.432726,9.3018,0.0106
2459114.432922,9.3073,0.0104
2459114.433119,9.3326,0.0103
2459114.433316,9.2979,0.0105
2459114.433501,9.3216,0.011
2459114.433698,9.2853,0.0107
2459114.433895,9.2857,0.0105
2459114.434091,9.2886,0.0111
2459114.434288,9.3151,0.0107
2459114.434485,9.3221,0.0104
2459114.434682,9.3217,0.0106
2459114.434878,9.3078,0.0105
2459114.435075,9.3309,0.0104
2459114.435272,9.3256,0.0105
2459114.435469,9.3032,0.0106
2459114.435666,9.2934,0.0105
2459114.435862,9.3087,0.0106
2459114.436059,9.2829,0.0105
2459114.436244,9.3034,0.0105
2459114.436441,9.3227,0.0109
2459114.436638,9.33,0.0105
2459114.436834,9.3141,0.0105
2459114.437031,9.3001,0.0105
2459114.437216,9.3274,0.0104
2459114.437413,9.3251,0.0107
2459114.43761,9.3413,0.0104
2459114.437818,9.3629,0.0108
2459114.438015,9.3038,0.0111
2459114.4382,9.3268,0.0105
2459114.438397,9.3025,0.0104
2459114.438594,9.3001,0.0108
2459114.438791,9.3313,0.0109
2459114.438987,9.3468,0.0105
2459114.439184,9.3199,0.0104
2459114.439381,9.3629,0.0104
2459114.439566,9.3251,0.0107
2459114.439763,9.349,0.0106
2459114.439959,9.3319,0.0106
2459114.440156,9.3121,0.0106
2459114.440353,9.3418,0.0106
2459114.440538,9.3236,0.0104
2459114.440735,9.3209,0.0104
2459114.440943,9.3475,0.0108
2459114.441128,9.3024,0.0108
2459114.441325,9.3548,0.0105
2459114.444427,9.3486,0.0103
2459114.444624,9.3748,0.0104
2459114.444821,9.3542,0.0104
2459114.445017,9.3795,0.0102
2459114.445214,9.3447,0.0104
2459114.445411,9.3264,0.0104
2459114.445596,9.3721,0.0103
2459114.445793,9.3441,0.0104
2459114.44599,9.3513,0.0104
2459114.446186,9.3575,0.0108
2459114.446383,9.3647,0.0103
2459114.44658,9.3345,0.0106
2459114.446777,9.3668,0.0104
2459114.446973,9.3201,0.0105
2459114.44717,9.3624,0.0138
2459114.447367,9.3628,0.0121
2459114.447564,9.3708,0.0103
2459114.44776,9.3896,0.0106
2459114.447946,9.3386,0.0104
2459114.448142,9.3743,0.0106
2459114.448339,9.3329,0.011
2459114.448536,9.3786,0.0103
2459114.448733,9.3521,0.0104
2459114.448929,9.3789,0.0104
2459114.449126,9.3631,0.0104
2459114.449323,9.3729,0.0104
2459114.44952,9.3436,0.0104
2459114.449716,9.3699,0.0103
2459114.449913,9.3718,0.0104
2459114.45011,9.3835,0.0104
2459114.450307,9.3549,0.0104
2459114.450503,9.382,0.0103
2459114.4507,9.3256,0.0125
2459114.450897,9.3711,0.0133
2459114.451082,9.3863,0.0104
2459114.451279,9.3557,0.0105
2459114.451476,9.3677,0.0117
2459114.451672,9.3959,0.0118
2459114.451869,9.3577,0.0104
2459114.452066,9.3424,0.0113
2459114.452251,9.3464,0.0124
2459114.452448,9.3265,0.0108
2459114.452645,9.3704,0.0106
2459114.452841,9.4199,0.0113
2459114.453038,9.3974,0.0129
2459114.453235,9.3687,0.0104
2459114.453432,9.3681,0.0105
2459114.453628,9.3874,0.0116
2459114.453825,9.3897,0.0104
2459114.454022,9.3872,0.0104
