#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
5471,RZ CEP,000-BDC-590,2458784.55338,9.4605,0.012,False,Johnson V,CCD,SJTS,,
5472,RZ CEP,000-BDC-590,2458784.553519,9.4461,0.0119,False,Johnson V,CCD,SJTS,,
5473,RZ CEP,000-BDC-590,2458784.553657,9.4592,0.0119,False,Johnson V,CCD,SJTS,,
5474,RZ CEP,000-BDC-590,2458784.553785,9.4368,0.0119,False,Johnson V,CCD,SJTS,,
5475,RZ CEP,000-BDC-590,2458784.553924,9.5033,0.0116,False,Johnson V,CCD,SJTS,,
5476,RZ CEP,000-BDC-590,2458784.554063,9.4584,0.0119,False,Johnson V,CCD,SJTS,,
5477,RZ CEP,000-BDC-590,2458784.554201,9.4812,0.0118,False,Johnson V,CCD,SJTS,,
5478,RZ CEP,000-BDC-590,2458784.55434,9.4604,0.0119,False,Johnson V,CCD,SJTS,,
5479,RZ CEP,000-BDC-590,2458784.554479,9.4366,0.0119,False,Johnson V,CCD,SJTS,,
5480,RZ CEP,000-BDC-590,2458784.554606,9.4707,0.0116,False,Johnson V,CCD,SJTS,,
5481,RZ CEP,000-BDC-590,2458784.554745,9.4342,0.0118,False,Johnson V,CCD,SJTS,,
5482,RZ CEP,000-BDC-590,2458784.554884,9.4899,0.0119,False,Johnson V,CCD,SJTS,,
5483,RZ CEP,000-BDC-590,2458784.555023,9.4624,0.012,False,Johnson V,CCD,SJTS,,
5484,RZ CEP,000-BDC-590,2458784.55515,9.4506,0.012,False,Johnson V,CCD,SJTS,,
5485,RZ CEP,000-BDC-590,2458784.555289,9.5028,0.012,False,Johnson V,CCD,SJTS,,
5486,RZ CEP,000-BDC-590,2458784.555428,9.4671,0.0117,False,Johnson V,CCD,SJTS,,
5487,RZ CEP,000-BDC-590,2458784.555567,9.4425,0.012,False,Johnson V,CCD,SJTS,,
5488,RZ CEP,000-BDC-590,2458784.555694,9.4547,0.0119,False,Johnson V,CCD,SJTS,,
5489,RZ CEP,000-BDC-590,2458784.555833,9.4532,0.0119,False,Johnson V,CCD,SJTS,,
5490,RZ CEP,000-BDC-590,2458784.555961,9.4747,0.0119,False,Johnson V,CCD,SJTS,,
5491,RZ CEP,000-BDC-590,2458784.5561,9.4583,0.0122,False,Johnson V,CCD,SJTS,,
5492,RZ CEP,000-BDC-590,2458784.556238,9.4678,0.012,False,Johnson V,CCD,SJTS,,
5493,RZ CEP,000-BDC-590,2458784.556377,9.4676,0.012,False,Johnson V,CCD,SJTS,,
5494,RZ CEP,000-BDC-590,2458784.556516,9.4659,0.012,False,Johnson V,CCD,SJTS,,
5495,RZ CEP,000-BDC-590,2458784.556655,9.4541,0.012,False,Johnson V,CCD,SJTS,,
5496,RZ CEP,000-BDC-590,2458784.556782,9.4579,0.012,False,Johnson V,CCD,SJTS,,
5497,RZ CEP,000-BDC-590,2458784.556921,9.4492,0.0123,False,Johnson V,CCD,SJTS,,
5498,RZ CEP,000-BDC-590,2458784.55706,9.504,0.012,False,Johnson V,CCD,SJTS,,
5499,RZ CEP,000-BDC-590,2458784.557199,9.4726,0.012,False,Johnson V,CCD,SJTS,,
5500,RZ CEP,000-BDC-590,2458784.557338,9.4842,0.012,False,Johnson V,CCD,SJTS,,
5501,RZ CEP,000-BDC-590,2458784.557465,9.4583,0.012,False,Johnson V,CCD,SJTS,,
5502,RZ CEP,000-BDC-590,2458784.557604,9.4486,0.0124,False,Johnson V,CCD,SJTS,,
5503,RZ CEP,000-BDC-590,2458784.557743,9.4754,0.0118,False,Johnson V,CCD,SJTS,,
5504,RZ CEP,000-BDC-590,2458784.557882,9.4685,0.0118,False,Johnson V,CCD,SJTS,,
5505,RZ CEP,000-BDC-590,2458784.558021,9.4556,0.0121,False,Johnson V,CCD,SJTS,,
5506,RZ CEP,000-BDC-590,2458784.55816,9.4789,0.0124,False,Johnson V,CCD,SJTS,,
5507,RZ CEP,000-BDC-590,2458784.558287,9.4741,0.0121,False,Johnson V,CCD,SJTS,,
5508,RZ CEP,000-BDC-590,2458784.558426,9.467,0.0122,False,Johnson V,CCD,SJTS,,
5509,RZ CEP,000-BDC-590,2458784.558565,9.4783,0.0119,False,Johnson V,CCD,SJTS,,
5510,RZ CEP,000-BDC-590,2458784.558704,9.4763,0.0121,False,Johnson V,CCD,SJTS,,
5511,RZ CEP,000-BDC-590,2458784.558843,9.4924,0.0119,False,Johnson V,CCD,SJTS,,
5512,RZ CEP,000-BDC-590,2458784.558981,9.4333,0.012,False,Johnson V,CCD,SJTS,,
5513,RZ CEP,000-BDC-590,2458784.559109,9.4716,0.012,False,Johnson V,CCD,SJTS,,
5514,RZ CEP,000-BDC-590,2458784.559248,9.4724,0.0119,False,Johnson V,CCD,SJTS,,
5515,RZ CEP,000-BDC-590,2458784.559387,9.4758,0.0122,False,Johnson V,CCD,SJTS,,
5516,RZ CEP,000-BDC-590,2458784.559525,9.4461,0.012,False,Johnson V,CCD,SJTS,,
5517,RZ CEP,000-BDC-590,2458784.559653,9.4793,0.012,False,Johnson V,CCD,SJTS,,
5518,RZ CEP,000-BDC-590,2458784.559792,9.489,0.0118,False,Johnson V,CCD,SJTS,,
5519,RZ CEP,000-BDC-590,2458784.559931,9.4816,0.0118,False,Johnson V,CCD,SJTS,,
5520,RZ CEP,000-BDC-590,2458784.560069,9.4659,0.0119,False,Johnson V,CCD,SJTS,,
5521,RZ CEP,000-BDC-590,2458784.560208,9.4595,0.012,False,Johnson V,CCD,SJTS,,
5522,RZ CEP,000-BDC-590,2458784.560347,9.491,0.0119,False,Johnson V,CCD,SJTS,,
5523,RZ CEP,000-BDC-590,2458784.560475,9.4694,0.012,False,Johnson V,CCD,SJTS,,
5524,RZ CEP,000-BDC-590,2458784.560613,9.5112,0.0118,False,Johnson V,CCD,SJTS,,
5525,RZ CEP,000-BDC-590,2458784.560752,9.4659,0.012,False,Johnson V,CCD,SJTS,,
5526,RZ CEP,000-BDC-590,2458784.560891,9.4842,0.0121,False,Johnson V,CCD,SJTS,,
5527,RZ CEP,000-BDC-590,2458784.56103,9.4857,0.012,False,Johnson V,CCD,SJTS,,
5528,RZ CEP,000-BDC-590,2458784.561169,9.4939,0.0118,False,Johnson V,CCD,SJTS,,
5529,RZ CEP,000-BDC-590,2458784.561296,9.4963,0.0119,False,Johnson V,CCD,SJTS,,
5530,RZ CEP,000-BDC-590,2458784.561435,9.4791,0.0119,False,Johnson V,CCD,SJTS,,
5531,RZ CEP,000-BDC-590,2458784.561574,9.4966,0.0121,False,Johnson V,CCD,SJTS,,
5532,RZ CEP,000-BDC-590,2458784.561713,9.4985,0.012,False,Johnson V,CCD,SJTS,,
5533,RZ CEP,000-BDC-590,2458784.56184,9.486,0.0121,False,Johnson V,CCD,SJTS,,
5534,RZ CEP,000-BDC-590,2458784.561979,9.5201,0.0118,False,Johnson V,CCD,SJTS,,
5535,RZ CEP,000-BDC-590,2458784.562118,9.4948,0.0119,False,Johnson V,CCD,SJTS,,
5536,RZ CEP,000-BDC-590,2458784.562257,9.4884,0.0119,False,Johnson V,CCD,SJTS,,
5537,RZ CEP,000-BDC-590,2458784.562396,9.4792,0.0121,False,Johnson V,CCD,SJTS,,
5538,RZ CEP,000-BDC-590,2458784.562535,9.499,0.0119,False,Johnson V,CCD,SJTS,,
5539,RZ CEP,000-BDC-590,2458784.562662,9.5063,0.0119,False,Johnson V,CCD,SJTS,,
5540,RZ CEP,000-BDC-590,2458784.562801,9.5064,0.0119,False,Johnson V,CCD,SJTS,,
5541,RZ CEP,000-BDC-590,2458784.56294,9.4843,0.012,False,Johnson V,CCD,SJTS,,
5542,RZ CEP,000-BDC-590,2458784.563079,9.4709,0.012,False,Johnson V,CCD,SJTS,,
5543,RZ CEP,000-BDC-590,2458784.563218,9.5243,0.0119,False,Johnson V,CCD,SJTS,,
5544,RZ CEP,000-BDC-590,2458784.563345,9.4675,0.012,False,Johnson V,CCD,SJTS,,
5545,RZ CEP,000-BDC-590,2458784.563484,9.5002,0.0119,False,Johnson V,CCD,SJTS,,
5546,RZ CEP,000-BDC-590,2458784.563623,9.4952,0.0122,False,Johnson V,CCD,SJTS,,
5547,RZ CEP,000-BDC-590,2458784.563762,9.4776,0.012,False,Johnson V,CCD,SJTS,,
5548,RZ CEP,000-BDC-590,2458784.5639,9.4805,0.012,False,Johnson V,CCD,SJTS,,
5549,RZ CEP,000-BDC-590,2458784.564039,9.5151,0.012,False,Johnson V,CCD,SJTS,,
5550,RZ CEP,000-BDC-590,2458784.564167,9.4596,0.0123,False,Johnson V,CCD,SJTS,,
5551,RZ CEP,000-BDC-590,2458784.564306,9.4959,0.0121,False,Johnson V,CCD,SJTS,,
5552,RZ CEP,000-BDC-590,2458784.564444,9.4969,0.0118,False,Johnson V,CCD,SJTS,,
5553,RZ CEP,000-BDC-590,2458784.564583,9.502,0.0122,False,Johnson V,CCD,SJTS,,
5554,RZ CEP,000-BDC-590,2458784.564722,9.4768,0.0121,False,Johnson V,CCD,SJTS,,
5555,RZ CEP,000-BDC-590,2458784.56485,9.5122,0.0119,False,Johnson V,CCD,SJTS,,
5556,RZ CEP,000-BDC-590,2458784.564988,9.4907,0.012,False,Johnson V,CCD,SJTS,,
5557,RZ CEP,000-BDC-590,2458784.565127,9.4933,0.0121,False,Johnson V,CCD,SJTS,,
5558,RZ CEP,000-BDC-590,2458784.565266,9.498,0.0123,False,Johnson V,CCD,SJTS,,
5559,RZ CEP,000-BDC-590,2458784.565394,9.481,0.0123,False,Johnson V,CCD,SJTS,,
5560,RZ CEP,000-BDC-590,2458784.565532,9.4944,0.0122,False,Johnson V,CCD,SJTS,,
5561,RZ CEP,000-BDC-590,2458784.565671,9.4836,0.0123,False,Johnson V,CCD,SJTS,,
5562,RZ CEP,000-BDC-590,2458784.56581,9.486,0.0123,False,Johnson V,CCD,SJTS,,
5563,RZ CEP,000-BDC-590,2458784.565949,9.5021,0.0119,False,Johnson V,CCD,SJTS,,
5564,RZ CEP,000-BDC-590,2458784.566076,9.5018,0.012,False,Johnson V,CCD,SJTS,,
5565,RZ CEP,000-BDC-590,2458784.566215,9.514,0.0119,False,Johnson V,CCD,SJTS,,
5566,RZ CEP,000-BDC-590,2458784.566354,9.4917,0.0123,False,Johnson V,CCD,SJTS,,
5567,RZ CEP,000-BDC-590,2458784.566493,9.5209,0.0122,False,Johnson V,CCD,SJTS,,
5568,RZ CEP,000-BDC-590,2458784.566632,9.5032,0.0124,False,Johnson V,CCD,SJTS,,
5569,RZ CEP,000-BDC-590,2458784.566759,9.5076,0.0125,False,Johnson V,CCD,SJTS,,
5570,RZ CEP,000-BDC-590,2458784.566898,9.4937,0.0122,False,Johnson V,CCD,SJTS,,
5571,RZ CEP,000-BDC-590,2458784.567037,9.5137,0.0118,False,Johnson V,CCD,SJTS,,
5572,RZ CEP,000-BDC-590,2458784.567176,9.4638,0.0124,False,Johnson V,CCD,SJTS,,
5573,RZ CEP,000-BDC-590,2458784.567315,9.5079,0.0121,False,Johnson V,CCD,SJTS,,
5574,RZ CEP,000-BDC-590,2458784.567454,9.5016,0.0122,False,Johnson V,CCD,SJTS,,
5575,RZ CEP,000-BDC-590,2458784.567581,9.5095,0.0121,False,Johnson V,CCD,SJTS,,
5576,RZ CEP,000-BDC-590,2458784.56772,9.487,0.0123,False,Johnson V,CCD,SJTS,,
5577,RZ CEP,000-BDC-590,2458784.567859,9.4917,0.012,False,Johnson V,CCD,SJTS,,
5578,RZ CEP,000-BDC-590,2458784.567998,9.5059,0.012,False,Johnson V,CCD,SJTS,,
5579,RZ CEP,000-BDC-590,2458784.568125,9.4929,0.0121,False,Johnson V,CCD,SJTS,,
5580,RZ CEP,000-BDC-590,2458784.568264,9.5002,0.0122,False,Johnson V,CCD,SJTS,,
5581,RZ CEP,000-BDC-590,2458784.568403,9.4855,0.0122,False,Johnson V,CCD,SJTS,,
5582,RZ CEP,000-BDC-590,2458784.56853,9.4982,0.0121,False,Johnson V,CCD,SJTS,,
5583,RZ CEP,000-BDC-590,2458784.568669,9.5116,0.0122,False,Johnson V,CCD,SJTS,,
5584,RZ CEP,000-BDC-590,2458784.568808,9.5211,0.0122,False,Johnson V,CCD,SJTS,,
5585,RZ CEP,000-BDC-590,2458784.568947,9.4939,0.0123,False,Johnson V,CCD,SJTS,,
5586,RZ CEP,000-BDC-590,2458784.569086,9.5063,0.0126,False,Johnson V,CCD,SJTS,,
5587,RZ CEP,000-BDC-590,2458784.569213,9.5271,0.0122,False,Johnson V,CCD,SJTS,,
5588,RZ CEP,000-BDC-590,2458784.569352,9.5272,0.0125,False,Johnson V,CCD,SJTS,,
5589,RZ CEP,000-BDC-590,2458784.569491,9.5415,0.012,False,Johnson V,CCD,SJTS,,
5590,RZ CEP,000-BDC-590,2458784.56963,9.5068,0.0119,False,Johnson V,CCD,SJTS,,
5591,RZ CEP,000-BDC-590,2458784.569769,9.5217,0.0119,False,Johnson V,CCD,SJTS,,
5592,RZ CEP,000-BDC-590,2458784.569907,9.5189,0.0119,False,Johnson V,CCD,SJTS,,
5593,RZ CEP,000-BDC-590,2458784.570035,9.5185,0.0119,False,Johnson V,CCD,SJTS,,
5594,RZ CEP,000-BDC-590,2458784.570174,9.5068,0.0119,False,Johnson V,CCD,SJTS,,
5595,RZ CEP,000-BDC-590,2458784.570313,9.5294,0.0119,False,Johnson V,CCD,SJTS,,
5596,RZ CEP,000-BDC-590,2458784.570451,9.5134,0.0118,False,Johnson V,CCD,SJTS,,
5597,RZ CEP,000-BDC-590,2458784.57059,9.5038,0.0119,False,Johnson V,CCD,SJTS,,
5598,RZ CEP,000-BDC-590,2458784.570718,9.5281,0.0119,False,Johnson V,CCD,SJTS,,
5599,RZ CEP,000-BDC-590,2458784.570856,9.5307,0.0119,False,Johnson V,CCD,SJTS,,
5600,RZ CEP,000-BDC-590,2458784.570995,9.5103,0.0119,False,Johnson V,CCD,SJTS,,
5601,RZ CEP,000-BDC-590,2458784.571134,9.5396,0.012,False,Johnson V,CCD,SJTS,,
5602,RZ CEP,000-BDC-590,2458784.571273,9.5319,0.0121,False,Johnson V,CCD,SJTS,,
5603,RZ CEP,000-BDC-590,2458784.5714,9.5415,0.0122,False,Johnson V,CCD,SJTS,,
5604,RZ CEP,000-BDC-590,2458784.571539,9.5407,0.0122,False,Johnson V,CCD,SJTS,,
5605,RZ CEP,000-BDC-590,2458784.571678,9.5061,0.0121,False,Johnson V,CCD,SJTS,,
5606,RZ CEP,000-BDC-590,2458784.571817,9.5124,0.0122,False,Johnson V,CCD,SJTS,,
5607,RZ CEP,000-BDC-590,2458784.571944,9.532,0.0119,False,Johnson V,CCD,SJTS,,
5608,RZ CEP,000-BDC-590,2458784.572083,9.5191,0.0123,False,Johnson V,CCD,SJTS,,
5609,RZ CEP,000-BDC-590,2458784.572222,9.5221,0.0121,False,Johnson V,CCD,SJTS,,
5610,RZ CEP,000-BDC-590,2458784.572361,9.5556,0.0121,False,Johnson V,CCD,SJTS,,
5611,RZ CEP,000-BDC-590,2458784.5725,9.5468,0.012,False,Johnson V,CCD,SJTS,,
5612,RZ CEP,000-BDC-590,2458784.572639,9.5266,0.0122,False,Johnson V,CCD,SJTS,,
5613,RZ CEP,000-BDC-590,2458784.572778,9.5337,0.0121,False,Johnson V,CCD,SJTS,,
5614,RZ CEP,000-BDC-590,2458784.572905,9.5617,0.0118,False,Johnson V,CCD,SJTS,,
5615,RZ CEP,000-BDC-590,2458784.573044,9.516,0.012,False,Johnson V,CCD,SJTS,,
5616,RZ CEP,000-BDC-590,2458784.573183,9.5453,0.012,False,Johnson V,CCD,SJTS,,
5617,RZ CEP,000-BDC-590,2458784.573322,9.5457,0.0119,False,Johnson V,CCD,SJTS,,
5618,RZ CEP,000-BDC-590,2458784.573461,9.5233,0.0119,False,Johnson V,CCD,SJTS,,
5619,RZ CEP,000-BDC-590,2458784.573588,9.526,0.012,False,Johnson V,CCD,SJTS,,
5620,RZ CEP,000-BDC-590,2458784.573727,9.5292,0.0122,False,Johnson V,CCD,SJTS,,
5621,RZ CEP,000-BDC-590,2458784.573866,9.5289,0.0123,False,Johnson V,CCD,SJTS,,
5622,RZ CEP,000-BDC-590,2458784.574005,9.5239,0.0121,False,Johnson V,CCD,SJTS,,
5623,RZ CEP,000-BDC-590,2458784.574144,9.5381,0.0119,False,Johnson V,CCD,SJTS,,
5624,RZ CEP,000-BDC-590,2458784.574282,9.5263,0.0121,False,Johnson V,CCD,SJTS,,
5625,RZ CEP,000-BDC-590,2458784.574421,9.5505,0.0119,False,Johnson V,CCD,SJTS,,
5626,RZ CEP,000-BDC-590,2458784.574549,9.5735,0.012,False,Johnson V,CCD,SJTS,,
5627,RZ CEP,000-BDC-590,2458784.574688,9.5486,0.0121,False,Johnson V,CCD,SJTS,,
5628,RZ CEP,000-BDC-590,2458784.574826,9.5333,0.0122,False,Johnson V,CCD,SJTS,,
5629,RZ CEP,000-BDC-590,2458784.574965,9.5415,0.0121,False,Johnson V,CCD,SJTS,,
5630,RZ CEP,000-BDC-590,2458784.575093,9.5172,0.0122,False,Johnson V,CCD,SJTS,,
5631,RZ CEP,000-BDC-590,2458784.575231,9.568,0.012,False,Johnson V,CCD,SJTS,,
5632,RZ CEP,000-BDC-590,2458784.57537,9.5748,0.0121,False,Johnson V,CCD,SJTS,,
5633,RZ CEP,000-BDC-590,2458784.575509,9.5405,0.012,False,Johnson V,CCD,SJTS,,
5634,RZ CEP,000-BDC-590,2458784.575648,9.5368,0.0153,False,Johnson V,CCD,SJTS,,
5635,RZ CEP,000-BDC-590,2458784.575775,9.5158,0.0122,False,Johnson V,CCD,SJTS,,
5636,RZ CEP,000-BDC-590,2458784.575914,9.5336,0.0123,False,Johnson V,CCD,SJTS,,
5637,RZ CEP,000-BDC-590,2458784.576053,9.5043,0.0123,False,Johnson V,CCD,SJTS,,
5638,RZ CEP,000-BDC-590,2458784.576192,9.5211,0.0125,False,Johnson V,CCD,SJTS,,
5639,RZ CEP,000-BDC-590,2458784.576319,9.5562,0.0123,False,Johnson V,CCD,SJTS,,
5640,RZ CEP,000-BDC-590,2458784.576458,9.5181,0.0123,False,Johnson V,CCD,SJTS,,
5641,RZ CEP,000-BDC-590,2458784.576597,9.5261,0.0125,False,Johnson V,CCD,SJTS,,
5642,RZ CEP,000-BDC-590,2458784.576736,9.5049,0.0121,False,Johnson V,CCD,SJTS,,
5643,RZ CEP,000-BDC-590,2458784.576875,9.5506,0.0122,False,Johnson V,CCD,SJTS,,
5644,RZ CEP,000-BDC-590,2458784.577002,9.5586,0.0123,False,Johnson V,CCD,SJTS,,
5645,RZ CEP,000-BDC-590,2458784.577141,9.5626,0.0123,False,Johnson V,CCD,SJTS,,
5646,RZ CEP,000-BDC-590,2458784.57728,9.5403,0.0122,False,Johnson V,CCD,SJTS,,
5647,RZ CEP,000-BDC-590,2458784.577419,9.5513,0.0124,False,Johnson V,CCD,SJTS,,
5648,RZ CEP,000-BDC-590,2458784.577546,9.5127,0.0123,False,Johnson V,CCD,SJTS,,
5649,RZ CEP,000-BDC-590,2458784.577685,9.5702,0.0122,False,Johnson V,CCD,SJTS,,
5650,RZ CEP,000-BDC-590,2458784.577824,9.56,0.0122,False,Johnson V,CCD,SJTS,,
5651,RZ CEP,000-BDC-590,2458784.577963,9.5344,0.0122,False,Johnson V,CCD,SJTS,,
5652,RZ CEP,000-BDC-590,2458784.57809,9.5225,0.0123,False,Johnson V,CCD,SJTS,,
5653,RZ CEP,000-BDC-590,2458784.578229,9.5615,0.0123,False,Johnson V,CCD,SJTS,,
5654,RZ CEP,000-BDC-590,2458784.578368,9.5607,0.0145,False,Johnson V,CCD,SJTS,,
5655,RZ CEP,000-BDC-590,2458784.578507,9.5424,0.012,False,Johnson V,CCD,SJTS,,
5656,RZ CEP,000-BDC-590,2458784.578646,9.5306,0.0123,False,Johnson V,CCD,SJTS,,
5657,RZ CEP,000-BDC-590,2458784.578773,9.526,0.0121,False,Johnson V,CCD,SJTS,,
5658,RZ CEP,000-BDC-590,2458784.578912,9.5771,0.0121,False,Johnson V,CCD,SJTS,,
5659,RZ CEP,000-BDC-590,2458784.579051,9.5226,0.0122,False,Johnson V,CCD,SJTS,,
5660,RZ CEP,000-BDC-590,2458784.57919,9.5956,0.012,False,Johnson V,CCD,SJTS,,
5661,RZ CEP,000-BDC-590,2458784.579329,9.5702,0.0121,False,Johnson V,CCD,SJTS,,
5662,RZ CEP,000-BDC-590,2458784.579456,9.5795,0.0123,False,Johnson V,CCD,SJTS,,
5663,RZ CEP,000-BDC-590,2458784.579595,9.5723,0.0123,False,Johnson V,CCD,SJTS,,
5664,RZ CEP,000-BDC-590,2458784.579734,9.5544,0.0122,False,Johnson V,CCD,SJTS,,
5665,RZ CEP,000-BDC-590,2458784.579873,9.5601,0.012,False,Johnson V,CCD,SJTS,,
5666,RZ CEP,000-BDC-590,2458784.580012,9.5769,0.0122,False,Johnson V,CCD,SJTS,,
5667,RZ CEP,000-BDC-590,2458784.58015,9.5745,0.0124,False,Johnson V,CCD,SJTS,,
5668,RZ CEP,000-BDC-590,2458784.580289,9.5691,0.0121,False,Johnson V,CCD,SJTS,,
5669,RZ CEP,000-BDC-590,2458784.580417,9.5838,0.0122,False,Johnson V,CCD,SJTS,,
5670,RZ CEP,000-BDC-590,2458784.580556,9.5167,0.014,False,Johnson V,CCD,SJTS,,
5671,RZ CEP,000-BDC-590,2458784.580694,9.5754,0.0123,False,Johnson V,CCD,SJTS,,
5672,RZ CEP,000-BDC-590,2458784.580833,9.5813,0.0121,False,Johnson V,CCD,SJTS,,
5673,RZ CEP,000-BDC-590,2458784.580972,9.5578,0.0122,False,Johnson V,CCD,SJTS,,
5674,RZ CEP,000-BDC-590,2458784.5811,9.5551,0.0125,False,Johnson V,CCD,SJTS,,
5675,RZ CEP,000-BDC-590,2458784.581238,9.5825,0.0122,False,Johnson V,CCD,SJTS,,
5676,RZ CEP,000-BDC-590,2458784.581377,9.5435,0.0121,False,Johnson V,CCD,SJTS,,
5677,RZ CEP,000-BDC-590,2458784.581516,9.5599,0.0122,False,Johnson V,CCD,SJTS,,
5678,RZ CEP,000-BDC-590,2458784.581644,9.5731,0.0121,False,Johnson V,CCD,SJTS,,
5679,RZ CEP,000-BDC-590,2458784.581782,9.5607,0.0122,False,Johnson V,CCD,SJTS,,
5680,RZ CEP,000-BDC-590,2458784.581921,9.5799,0.0121,False,Johnson V,CCD,SJTS,,
5681,RZ CEP,000-BDC-590,2458784.58206,9.5826,0.0121,False,Johnson V,CCD,SJTS,,
5682,RZ CEP,000-BDC-590,2458784.582199,9.5649,0.0124,False,Johnson V,CCD,SJTS,,
5683,RZ CEP,000-BDC-590,2458784.582326,9.5889,0.0122,False,Johnson V,CCD,SJTS,,
5684,RZ CEP,000-BDC-590,2458784.582465,9.5737,0.0122,False,Johnson V,CCD,SJTS,,
5685,RZ CEP,000-BDC-590,2458784.582604,9.5628,0.0121,False,Johnson V,CCD,SJTS,,
5686,RZ CEP,000-BDC-590,2458784.582743,9.5844,0.0122,False,Johnson V,CCD,SJTS,,
5687,RZ CEP,000-BDC-590,2458784.582882,9.5692,0.0123,False,Johnson V,CCD,SJTS,,
5688,RZ CEP,000-BDC-590,2458784.583021,9.5653,0.0121,False,Johnson V,CCD,SJTS,,
5689,RZ CEP,000-BDC-590,2458784.583148,9.5363,0.0123,False,Johnson V,CCD,SJTS,,
5690,RZ CEP,000-BDC-590,2458784.583287,9.5443,0.0123,False,Johnson V,CCD,SJTS,,
5691,RZ CEP,000-BDC-590,2458784.583426,9.5831,0.0122,False,Johnson V,CCD,SJTS,,
5692,RZ CEP,000-BDC-590,2458784.583565,9.5853,0.0123,False,Johnson V,CCD,SJTS,,
5693,RZ CEP,000-BDC-590,2458784.583704,9.5894,0.0123,False,Johnson V,CCD,SJTS,,
5694,RZ CEP,000-BDC-590,2458784.583831,9.5555,0.0123,False,Johnson V,CCD,SJTS,,
5695,RZ CEP,000-BDC-590,2458827.195874,9.7218,0.0224,False,Johnson V,CCD,SJTS,,
5696,RZ CEP,000-BDC-590,2458827.195966,9.697,0.0225,False,Johnson V,CCD,SJTS,,
5697,RZ CEP,000-BDC-590,2458827.196047,9.6893,0.0223,False,Johnson V,CCD,SJTS,,
5698,RZ CEP,000-BDC-590,2458827.19614,9.7259,0.0217,False,Johnson V,CCD,SJTS,,
5699,RZ CEP,000-BDC-590,2458827.196233,9.7604,0.0218,False,Johnson V,CCD,SJTS,,
5700,RZ CEP,000-BDC-590,2458827.196314,9.69,0.0219,False,Johnson V,CCD,SJTS,,
5701,RZ CEP,000-BDC-590,2458827.196406,9.6521,0.0218,False,Johnson V,CCD,SJTS,,
5702,RZ CEP,000-BDC-590,2458827.196499,9.7015,0.0212,False,Johnson V,CCD,SJTS,,
5703,RZ CEP,000-BDC-590,2458827.196591,9.6641,0.0217,False,Johnson V,CCD,SJTS,,
5704,RZ CEP,000-BDC-590,2458827.196672,9.7074,0.0213,False,Johnson V,CCD,SJTS,,
5705,RZ CEP,000-BDC-590,2458827.196765,9.6758,0.0213,False,Johnson V,CCD,SJTS,,
5706,RZ CEP,000-BDC-590,2458827.196858,9.7211,0.0209,False,Johnson V,CCD,SJTS,,
5707,RZ CEP,000-BDC-590,2458827.19695,9.6681,0.0209,False,Johnson V,CCD,SJTS,,
5708,RZ CEP,000-BDC-590,2458827.197031,9.7059,0.0209,False,Johnson V,CCD,SJTS,,
5709,RZ CEP,000-BDC-590,2458827.197124,9.6553,0.0207,False,Johnson V,CCD,SJTS,,
5710,RZ CEP,000-BDC-590,2458827.197216,9.7052,0.0214,False,Johnson V,CCD,SJTS,,
5711,RZ CEP,000-BDC-590,2458827.197309,9.6847,0.0209,False,Johnson V,CCD,SJTS,,
5712,RZ CEP,000-BDC-590,2458827.19739,9.6668,0.0205,False,Johnson V,CCD,SJTS,,
5713,RZ CEP,000-BDC-590,2458827.197483,9.689,0.0207,False,Johnson V,CCD,SJTS,,
5714,RZ CEP,000-BDC-590,2458827.197575,9.6858,0.0208,False,Johnson V,CCD,SJTS,,
5715,RZ CEP,000-BDC-590,2458827.197668,9.6253,0.0207,False,Johnson V,CCD,SJTS,,
5716,RZ CEP,000-BDC-590,2458827.197749,9.6858,0.0201,False,Johnson V,CCD,SJTS,,
5717,RZ CEP,000-BDC-590,2458827.197841,9.7337,0.0206,False,Johnson V,CCD,SJTS,,
5718,RZ CEP,000-BDC-590,2458827.197934,9.7044,0.0246,False,Johnson V,CCD,SJTS,,
5719,RZ CEP,000-BDC-590,2458827.198108,9.6689,0.0256,False,Johnson V,CCD,SJTS,,
5720,RZ CEP,000-BDC-590,2458827.1982,9.6586,0.0214,False,Johnson V,CCD,SJTS,,
5721,RZ CEP,000-BDC-590,2458827.198293,9.6825,0.0238,False,Johnson V,CCD,SJTS,,
5722,RZ CEP,000-BDC-590,2458827.198385,9.6464,0.0201,False,Johnson V,CCD,SJTS,,
5723,RZ CEP,000-BDC-590,2458827.198466,9.6964,0.0239,False,Johnson V,CCD,SJTS,,
5724,RZ CEP,000-BDC-590,2458827.198559,9.66,0.0194,False,Johnson V,CCD,SJTS,,
5725,RZ CEP,000-BDC-590,2458827.198652,9.6221,0.0197,False,Johnson V,CCD,SJTS,,
5726,RZ CEP,000-BDC-590,2458827.198733,9.6828,0.0197,False,Johnson V,CCD,SJTS,,
5727,RZ CEP,000-BDC-590,2458827.198825,9.6819,0.0196,False,Johnson V,CCD,SJTS,,
5728,RZ CEP,000-BDC-590,2458827.198918,9.7007,0.0196,False,Johnson V,CCD,SJTS,,
5729,RZ CEP,000-BDC-590,2458827.19901,9.6988,0.0199,False,Johnson V,CCD,SJTS,,
