#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
12601,RZ CEP,000-BDC-590,2459485.290909,9.5431,0.0129,False,Johnson V,CCD,SJTS,,
12602,RZ CEP,000-BDC-590,2459485.291001,9.5538,0.0131,False,Johnson V,CCD,SJTS,,
12603,RZ CEP,000-BDC-590,2459485.291175,9.5438,0.0129,False,Johnson V,CCD,SJTS,,
12604,RZ CEP,000-BDC-590,2459485.291256,9.5566,0.0128,False,Johnson V,CCD,SJTS,,
12605,RZ CEP,000-BDC-590,2459485.291348,9.5617,0.0129,False,Johnson V,CCD,SJTS,,
12606,RZ CEP,000-BDC-590,2459485.291429,9.5869,0.0129,False,Johnson V,CCD,SJTS,,
12607,RZ CEP,000-BDC-590,2459485.29151,9.5742,0.0129,False,Johnson V,CCD,SJTS,,
12608,RZ CEP,000-BDC-590,2459485.291603,9.542,0.013,False,Johnson V,CCD,SJTS,,
12609,RZ CEP,000-BDC-590,2459485.291684,9.5552,0.0128,False,Johnson V,CCD,SJTS,,
12610,RZ CEP,000-BDC-590,2459485.291765,9.5594,0.0129,False,Johnson V,CCD,SJTS,,
12611,RZ CEP,000-BDC-590,2459485.292112,9.5626,0.0128,False,Johnson V,CCD,SJTS,,
12612,RZ CEP,000-BDC-590,2459485.292286,9.5704,0.0128,False,Johnson V,CCD,SJTS,,
12613,RZ CEP,000-BDC-590,2459485.292795,9.5611,0.0126,False,Johnson V,CCD,SJTS,,
12614,RZ CEP,000-BDC-590,2459485.292876,9.5837,0.013,False,Johnson V,CCD,SJTS,,
12615,RZ CEP,000-BDC-590,2459485.292957,9.5243,0.0128,False,Johnson V,CCD,SJTS,,
12616,RZ CEP,000-BDC-590,2459485.29305,9.58,0.0129,False,Johnson V,CCD,SJTS,,
12617,RZ CEP,000-BDC-590,2459485.293131,9.5582,0.0128,False,Johnson V,CCD,SJTS,,
12618,RZ CEP,000-BDC-590,2459485.293385,9.5392,0.0125,False,Johnson V,CCD,SJTS,,
12619,RZ CEP,000-BDC-590,2459485.293478,9.54,0.0126,False,Johnson V,CCD,SJTS,,
12620,RZ CEP,000-BDC-590,2459485.29364,9.5916,0.0128,False,Johnson V,CCD,SJTS,,
12621,RZ CEP,000-BDC-590,2459485.293733,9.5781,0.0128,False,Johnson V,CCD,SJTS,,
12622,RZ CEP,000-BDC-590,2459485.293987,9.5768,0.0128,False,Johnson V,CCD,SJTS,,
12623,RZ CEP,000-BDC-590,2459485.294068,9.5416,0.0126,False,Johnson V,CCD,SJTS,,
12624,RZ CEP,000-BDC-590,2459485.294149,9.5404,0.0126,False,Johnson V,CCD,SJTS,,
12625,RZ CEP,000-BDC-590,2459485.294323,9.5389,0.0126,False,Johnson V,CCD,SJTS,,
12626,RZ CEP,000-BDC-590,2459485.294497,9.5401,0.0127,False,Johnson V,CCD,SJTS,,
12627,RZ CEP,000-BDC-590,2459485.294578,9.5919,0.0126,False,Johnson V,CCD,SJTS,,
12628,RZ CEP,000-BDC-590,2459485.294751,9.5325,0.0124,False,Johnson V,CCD,SJTS,,
12629,RZ CEP,000-BDC-590,2459485.295434,9.5734,0.0127,False,Johnson V,CCD,SJTS,,
12630,RZ CEP,000-BDC-590,2459485.295515,9.5723,0.0128,False,Johnson V,CCD,SJTS,,
12631,RZ CEP,000-BDC-590,2459485.295596,9.5271,0.0126,False,Johnson V,CCD,SJTS,,
12632,RZ CEP,000-BDC-590,2459485.295689,9.5666,0.0127,False,Johnson V,CCD,SJTS,,
12633,RZ CEP,000-BDC-590,2459485.29577,9.5258,0.0126,False,Johnson V,CCD,SJTS,,
12634,RZ CEP,000-BDC-590,2459485.295862,9.552,0.0127,False,Johnson V,CCD,SJTS,,
12635,RZ CEP,000-BDC-590,2459485.295943,9.5386,0.0126,False,Johnson V,CCD,SJTS,,
12636,RZ CEP,000-BDC-590,2459485.296024,9.5076,0.0126,False,Johnson V,CCD,SJTS,,
12637,RZ CEP,000-BDC-590,2459485.296117,9.5927,0.0127,False,Johnson V,CCD,SJTS,,
12638,RZ CEP,000-BDC-590,2459485.296279,9.571,0.0126,False,Johnson V,CCD,SJTS,,
12639,RZ CEP,000-BDC-590,2459485.296372,9.6055,0.0128,False,Johnson V,CCD,SJTS,,
12640,RZ CEP,000-BDC-590,2459485.296453,9.553,0.0126,False,Johnson V,CCD,SJTS,,
12641,RZ CEP,000-BDC-590,2459485.296534,9.574,0.0126,False,Johnson V,CCD,SJTS,,
12642,RZ CEP,000-BDC-590,2459485.296626,9.5297,0.0126,False,Johnson V,CCD,SJTS,,
12643,RZ CEP,000-BDC-590,2459485.296707,9.5879,0.0125,False,Johnson V,CCD,SJTS,,
12644,RZ CEP,000-BDC-590,2459485.296788,9.5758,0.0126,False,Johnson V,CCD,SJTS,,
12645,RZ CEP,000-BDC-590,2459485.296881,9.5041,0.0124,False,Johnson V,CCD,SJTS,,
12646,RZ CEP,000-BDC-590,2459485.296962,9.5195,0.0125,False,Johnson V,CCD,SJTS,,
12647,RZ CEP,000-BDC-590,2459485.297135,9.5364,0.0127,False,Johnson V,CCD,SJTS,,
12648,RZ CEP,000-BDC-590,2459485.297216,9.5377,0.0125,False,Johnson V,CCD,SJTS,,
12649,RZ CEP,000-BDC-590,2459485.297899,9.5494,0.0126,False,Johnson V,CCD,SJTS,,
12650,RZ CEP,000-BDC-590,2459485.29798,9.5088,0.0124,False,Johnson V,CCD,SJTS,,
12651,RZ CEP,000-BDC-590,2459485.298073,9.5281,0.0123,False,Johnson V,CCD,SJTS,,
12652,RZ CEP,000-BDC-590,2459485.298663,9.5325,0.0124,False,Johnson V,CCD,SJTS,,
12653,RZ CEP,000-BDC-590,2459485.298837,9.5254,0.0125,False,Johnson V,CCD,SJTS,,
12654,RZ CEP,000-BDC-590,2459485.29901,9.5381,0.0124,False,Johnson V,CCD,SJTS,,
12655,RZ CEP,000-BDC-590,2459485.299184,9.5147,0.0124,False,Johnson V,CCD,SJTS,,
12656,RZ CEP,000-BDC-590,2459485.299346,9.5049,0.0123,False,Johnson V,CCD,SJTS,,
12657,RZ CEP,000-BDC-590,2459485.299439,9.4821,0.0123,False,Johnson V,CCD,SJTS,,
12658,RZ CEP,000-BDC-590,2459485.299693,9.4916,0.0122,False,Johnson V,CCD,SJTS,,
12659,RZ CEP,000-BDC-590,2459485.300122,9.4968,0.0123,False,Johnson V,CCD,SJTS,,
12660,RZ CEP,000-BDC-590,2459485.300284,9.4924,0.0123,False,Johnson V,CCD,SJTS,,
12661,RZ CEP,000-BDC-590,2459485.300712,9.4742,0.0121,False,Johnson V,CCD,SJTS,,
12662,RZ CEP,000-BDC-590,2459485.300793,9.4564,0.0123,False,Johnson V,CCD,SJTS,,
12663,RZ CEP,000-BDC-590,2459485.301314,9.4782,0.0121,False,Johnson V,CCD,SJTS,,
12664,RZ CEP,000-BDC-590,2459485.301568,9.4813,0.0123,False,Johnson V,CCD,SJTS,,
12665,RZ CEP,000-BDC-590,2459485.301649,9.4622,0.012,False,Johnson V,CCD,SJTS,,
12666,RZ CEP,000-BDC-590,2459485.30173,9.4936,0.0122,False,Johnson V,CCD,SJTS,,
12667,RZ CEP,000-BDC-590,2459485.301823,9.4855,0.0122,False,Johnson V,CCD,SJTS,,
12668,RZ CEP,000-BDC-590,2459485.301904,9.5035,0.0121,False,Johnson V,CCD,SJTS,,
12669,RZ CEP,000-BDC-590,2459485.301997,9.4976,0.0122,False,Johnson V,CCD,SJTS,,
12670,RZ CEP,000-BDC-590,2459485.302159,9.5051,0.0121,False,Johnson V,CCD,SJTS,,
12671,RZ CEP,000-BDC-590,2459485.302251,9.5081,0.0122,False,Johnson V,CCD,SJTS,,
12672,RZ CEP,000-BDC-590,2459485.302332,9.4563,0.0121,False,Johnson V,CCD,SJTS,,
12673,RZ CEP,000-BDC-590,2459485.302413,9.4834,0.0122,False,Johnson V,CCD,SJTS,,
12674,RZ CEP,000-BDC-590,2459485.302506,9.5118,0.0121,False,Johnson V,CCD,SJTS,,
12675,RZ CEP,000-BDC-590,2459485.302679,9.4938,0.0121,False,Johnson V,CCD,SJTS,,
12676,RZ CEP,000-BDC-590,2459485.303015,9.4647,0.0121,False,Johnson V,CCD,SJTS,,
12677,RZ CEP,000-BDC-590,2459485.303096,9.4606,0.0121,False,Johnson V,CCD,SJTS,,
12678,RZ CEP,000-BDC-590,2459485.303189,9.4825,0.0122,False,Johnson V,CCD,SJTS,,
12679,RZ CEP,000-BDC-590,2459485.303362,9.5175,0.0122,False,Johnson V,CCD,SJTS,,
12680,RZ CEP,000-BDC-590,2459485.303443,9.4702,0.0121,False,Johnson V,CCD,SJTS,,
12681,RZ CEP,000-BDC-590,2459485.303617,9.4635,0.0121,False,Johnson V,CCD,SJTS,,
12682,RZ CEP,000-BDC-590,2459485.303791,9.4135,0.0119,False,Johnson V,CCD,SJTS,,
12683,RZ CEP,000-BDC-590,2459485.303953,9.4648,0.012,False,Johnson V,CCD,SJTS,,
12684,RZ CEP,000-BDC-590,2459485.304219,9.4499,0.0122,False,Johnson V,CCD,SJTS,,
12685,RZ CEP,000-BDC-590,2459485.304809,9.4784,0.012,False,Johnson V,CCD,SJTS,,
12686,RZ CEP,000-BDC-590,2459485.305064,9.3992,0.012,False,Johnson V,CCD,SJTS,,
12687,RZ CEP,000-BDC-590,2459485.305156,9.4569,0.012,False,Johnson V,CCD,SJTS,,
12688,RZ CEP,000-BDC-590,2459485.305237,9.4011,0.012,False,Johnson V,CCD,SJTS,,
12689,RZ CEP,000-BDC-590,2459485.305492,9.425,0.0119,False,Johnson V,CCD,SJTS,,
12690,RZ CEP,000-BDC-590,2459485.305839,9.4922,0.0119,False,Johnson V,CCD,SJTS,,
12691,RZ CEP,000-BDC-590,2459485.306175,9.4115,0.0119,False,Johnson V,CCD,SJTS,,
12692,RZ CEP,000-BDC-590,2459485.306348,9.4542,0.0119,False,Johnson V,CCD,SJTS,,
12693,RZ CEP,000-BDC-590,2459485.306429,9.4255,0.0118,False,Johnson V,CCD,SJTS,,
12694,RZ CEP,000-BDC-590,2459485.306522,9.4337,0.012,False,Johnson V,CCD,SJTS,,
12695,RZ CEP,000-BDC-590,2459485.306939,9.4399,0.012,False,Johnson V,CCD,SJTS,,
12696,RZ CEP,000-BDC-590,2459485.307622,9.3972,0.0117,False,Johnson V,CCD,SJTS,,
12697,RZ CEP,000-BDC-590,2459485.307714,9.406,0.012,False,Johnson V,CCD,SJTS,,
12698,RZ CEP,000-BDC-590,2459485.307795,9.4169,0.0119,False,Johnson V,CCD,SJTS,,
12699,RZ CEP,000-BDC-590,2459485.307876,9.4296,0.012,False,Johnson V,CCD,SJTS,,
12700,RZ CEP,000-BDC-590,2459485.307969,9.4288,0.0119,False,Johnson V,CCD,SJTS,,
12701,RZ CEP,000-BDC-590,2459485.30805,9.3692,0.0119,False,Johnson V,CCD,SJTS,,
12702,RZ CEP,000-BDC-590,2459485.308131,9.435,0.0119,False,Johnson V,CCD,SJTS,,
12703,RZ CEP,000-BDC-590,2459485.308304,9.3852,0.0119,False,Johnson V,CCD,SJTS,,
12704,RZ CEP,000-BDC-590,2459485.308385,9.4189,0.0119,False,Johnson V,CCD,SJTS,,
12705,RZ CEP,000-BDC-590,2459485.308559,9.4199,0.0119,False,Johnson V,CCD,SJTS,,
12706,RZ CEP,000-BDC-590,2459485.308652,9.3931,0.0118,False,Johnson V,CCD,SJTS,,
12707,RZ CEP,000-BDC-590,2459485.308733,9.4003,0.0117,False,Johnson V,CCD,SJTS,,
12708,RZ CEP,000-BDC-590,2459485.308906,9.374,0.0116,False,Johnson V,CCD,SJTS,,
12709,RZ CEP,000-BDC-590,2459485.309844,9.3512,0.0116,False,Johnson V,CCD,SJTS,,
12710,RZ CEP,000-BDC-590,2459485.310446,9.355,0.0117,False,Johnson V,CCD,SJTS,,
12711,RZ CEP,000-BDC-590,2459485.310527,9.3417,0.0116,False,Johnson V,CCD,SJTS,,
12712,RZ CEP,000-BDC-590,2459485.310862,9.3651,0.0116,False,Johnson V,CCD,SJTS,,
12713,RZ CEP,000-BDC-590,2459485.311302,9.3586,0.0117,False,Johnson V,CCD,SJTS,,
12714,RZ CEP,000-BDC-590,2459485.311383,9.3346,0.0116,False,Johnson V,CCD,SJTS,,
12715,RZ CEP,000-BDC-590,2459485.311464,9.3698,0.0117,False,Johnson V,CCD,SJTS,,
12716,RZ CEP,000-BDC-590,2459485.311973,9.3284,0.0115,False,Johnson V,CCD,SJTS,,
12717,RZ CEP,000-BDC-590,2459485.312228,9.3422,0.0117,False,Johnson V,CCD,SJTS,,
12718,RZ CEP,000-BDC-590,2459485.312402,9.384,0.0115,False,Johnson V,CCD,SJTS,,
12719,RZ CEP,000-BDC-590,2459485.312494,9.3356,0.0114,False,Johnson V,CCD,SJTS,,
12720,RZ CEP,000-BDC-590,2459485.312575,9.3144,0.0116,False,Johnson V,CCD,SJTS,,
12721,RZ CEP,000-BDC-590,2459485.312656,9.3345,0.0116,False,Johnson V,CCD,SJTS,,
12722,RZ CEP,000-BDC-590,2459485.312749,9.3437,0.0116,False,Johnson V,CCD,SJTS,,
12723,RZ CEP,000-BDC-590,2459485.312911,9.3541,0.0115,False,Johnson V,CCD,SJTS,,
12724,RZ CEP,000-BDC-590,2459485.313003,9.3902,0.0116,False,Johnson V,CCD,SJTS,,
12725,RZ CEP,000-BDC-590,2459485.313177,9.3452,0.0115,False,Johnson V,CCD,SJTS,,
12726,RZ CEP,000-BDC-590,2459485.313258,9.336,0.0114,False,Johnson V,CCD,SJTS,,
12727,RZ CEP,000-BDC-590,2459485.313339,9.2888,0.0115,False,Johnson V,CCD,SJTS,,
12728,RZ CEP,000-BDC-590,2459485.313432,9.3088,0.0115,False,Johnson V,CCD,SJTS,,
12729,RZ CEP,000-BDC-590,2459485.313513,9.3156,0.0116,False,Johnson V,CCD,SJTS,,
12730,RZ CEP,000-BDC-590,2459485.313594,9.3032,0.0114,False,Johnson V,CCD,SJTS,,
12731,RZ CEP,000-BDC-590,2459485.313686,9.351,0.0114,False,Johnson V,CCD,SJTS,,
12732,RZ CEP,000-BDC-590,2459485.313767,9.3434,0.0114,False,Johnson V,CCD,SJTS,,
12733,RZ CEP,000-BDC-590,2459485.313941,9.3409,0.0115,False,Johnson V,CCD,SJTS,,
12734,RZ CEP,000-BDC-590,2459485.314022,9.3101,0.0115,False,Johnson V,CCD,SJTS,,
12735,RZ CEP,000-BDC-590,2459485.314196,9.3753,0.0115,False,Johnson V,CCD,SJTS,,
12736,RZ CEP,000-BDC-590,2459485.314277,9.3274,0.0114,False,Johnson V,CCD,SJTS,,
12737,RZ CEP,000-BDC-590,2459485.314369,9.3661,0.0116,False,Johnson V,CCD,SJTS,,
12738,RZ CEP,000-BDC-590,2459485.31445,9.3241,0.0115,False,Johnson V,CCD,SJTS,,
12739,RZ CEP,000-BDC-590,2459485.314624,9.3282,0.0114,False,Johnson V,CCD,SJTS,,
12740,RZ CEP,000-BDC-590,2459485.314959,9.2881,0.0113,False,Johnson V,CCD,SJTS,,
12741,RZ CEP,000-BDC-590,2459485.315133,9.3248,0.0114,False,Johnson V,CCD,SJTS,,
12742,RZ CEP,000-BDC-590,2459485.315214,9.3338,0.0114,False,Johnson V,CCD,SJTS,,
12743,RZ CEP,000-BDC-590,2459485.315307,9.316,0.0113,False,Johnson V,CCD,SJTS,,
12744,RZ CEP,000-BDC-590,2459485.315388,9.3437,0.0114,False,Johnson V,CCD,SJTS,,
12745,RZ CEP,000-BDC-590,2459485.315561,9.316,0.0112,False,Johnson V,CCD,SJTS,,
12746,RZ CEP,000-BDC-590,2459485.315642,9.3173,0.0113,False,Johnson V,CCD,SJTS,,
12747,RZ CEP,000-BDC-590,2459485.315816,9.3227,0.0114,False,Johnson V,CCD,SJTS,,
12748,RZ CEP,000-BDC-590,2459485.315897,9.2991,0.0113,False,Johnson V,CCD,SJTS,,
12749,RZ CEP,000-BDC-590,2459485.31599,9.3111,0.0113,False,Johnson V,CCD,SJTS,,
12750,RZ CEP,000-BDC-590,2459485.316152,9.2873,0.0113,False,Johnson V,CCD,SJTS,,
12751,RZ CEP,000-BDC-590,2459485.316244,9.3007,0.0114,False,Johnson V,CCD,SJTS,,
12752,RZ CEP,000-BDC-590,2459485.316325,9.259,0.0112,False,Johnson V,CCD,SJTS,,
12753,RZ CEP,000-BDC-590,2459485.316406,9.2461,0.0112,False,Johnson V,CCD,SJTS,,
12754,RZ CEP,000-BDC-590,2459485.316499,9.2884,0.0111,False,Johnson V,CCD,SJTS,,
12755,RZ CEP,000-BDC-590,2459485.31658,9.2704,0.0113,False,Johnson V,CCD,SJTS,,
12756,RZ CEP,000-BDC-590,2459485.316661,9.2705,0.0112,False,Johnson V,CCD,SJTS,,
12757,RZ CEP,000-BDC-590,2459485.316753,9.2772,0.0112,False,Johnson V,CCD,SJTS,,
12758,RZ CEP,000-BDC-590,2459485.316834,9.2837,0.0112,False,Johnson V,CCD,SJTS,,
12759,RZ CEP,000-BDC-590,2459485.317089,9.2764,0.0111,False,Johnson V,CCD,SJTS,,
12760,RZ CEP,000-BDC-590,2459485.317182,9.2944,0.0112,False,Johnson V,CCD,SJTS,,
12761,RZ CEP,000-BDC-590,2459485.317436,9.2839,0.0112,False,Johnson V,CCD,SJTS,,
12762,RZ CEP,000-BDC-590,2459485.317598,9.2711,0.0113,False,Johnson V,CCD,SJTS,,
12763,RZ CEP,000-BDC-590,2459485.317772,9.3061,0.0113,False,Johnson V,CCD,SJTS,,
12764,RZ CEP,000-BDC-590,2459485.317865,9.2805,0.0113,False,Johnson V,CCD,SJTS,,
12765,RZ CEP,000-BDC-590,2459485.318119,9.3012,0.0114,False,Johnson V,CCD,SJTS,,
12766,RZ CEP,000-BDC-590,2459485.318547,9.3152,0.0111,False,Johnson V,CCD,SJTS,,
12767,RZ CEP,000-BDC-590,2459485.318883,9.2442,0.0112,False,Johnson V,CCD,SJTS,,
12768,RZ CEP,000-BDC-590,2459485.318976,9.2727,0.0113,False,Johnson V,CCD,SJTS,,
12769,RZ CEP,000-BDC-590,2459485.319057,9.3163,0.0111,False,Johnson V,CCD,SJTS,,
12770,RZ CEP,000-BDC-590,2459485.319138,9.2934,0.0113,False,Johnson V,CCD,SJTS,,
12771,RZ CEP,000-BDC-590,2459485.319485,9.2917,0.0112,False,Johnson V,CCD,SJTS,,
12772,RZ CEP,000-BDC-590,2459485.319659,9.2637,0.0113,False,Johnson V,CCD,SJTS,,
12773,RZ CEP,000-BDC-590,2459485.319913,9.2619,0.0111,False,Johnson V,CCD,SJTS,,
12774,RZ CEP,000-BDC-590,2459485.321013,9.2358,0.0109,False,Johnson V,CCD,SJTS,,
12775,RZ CEP,000-BDC-590,2459485.321267,9.2212,0.0109,False,Johnson V,CCD,SJTS,,
12776,RZ CEP,000-BDC-590,2459485.321788,9.206,0.0109,False,Johnson V,CCD,SJTS,,
12777,RZ CEP,000-BDC-590,2459485.321869,9.1932,0.0109,False,Johnson V,CCD,SJTS,,
12778,RZ CEP,000-BDC-590,2459485.32195,9.2683,0.0109,False,Johnson V,CCD,SJTS,,
12779,RZ CEP,000-BDC-590,2459485.322043,9.217,0.0109,False,Johnson V,CCD,SJTS,,
12780,RZ CEP,000-BDC-590,2459485.322124,9.2487,0.0108,False,Johnson V,CCD,SJTS,,
12781,RZ CEP,000-BDC-590,2459485.322297,9.2133,0.011,False,Johnson V,CCD,SJTS,,
12782,RZ CEP,000-BDC-590,2459485.322378,9.2182,0.011,False,Johnson V,CCD,SJTS,,
12783,RZ CEP,000-BDC-590,2459485.322471,9.2563,0.0109,False,Johnson V,CCD,SJTS,,
12784,RZ CEP,000-BDC-590,2459485.322552,9.2289,0.011,False,Johnson V,CCD,SJTS,,
12785,RZ CEP,000-BDC-590,2459485.322633,9.2291,0.0108,False,Johnson V,CCD,SJTS,,
12786,RZ CEP,000-BDC-590,2459485.322726,9.1788,0.0109,False,Johnson V,CCD,SJTS,,
12787,RZ CEP,000-BDC-590,2459485.322807,9.24,0.011,False,Johnson V,CCD,SJTS,,
12788,RZ CEP,000-BDC-590,2459485.322888,9.2536,0.011,False,Johnson V,CCD,SJTS,,
12789,RZ CEP,000-BDC-590,2459485.323142,9.2318,0.0109,False,Johnson V,CCD,SJTS,,
12790,RZ CEP,000-BDC-590,2459485.323235,9.2244,0.0109,False,Johnson V,CCD,SJTS,,
12791,RZ CEP,000-BDC-590,2459485.323316,9.2612,0.011,False,Johnson V,CCD,SJTS,,
12792,RZ CEP,000-BDC-590,2459485.323409,9.2006,0.011,False,Johnson V,CCD,SJTS,,
12793,RZ CEP,000-BDC-590,2459485.32349,9.2351,0.0109,False,Johnson V,CCD,SJTS,,
12794,RZ CEP,000-BDC-590,2459485.323571,9.2173,0.0109,False,Johnson V,CCD,SJTS,,
12795,RZ CEP,000-BDC-590,2459485.323663,9.2347,0.0108,False,Johnson V,CCD,SJTS,,
12796,RZ CEP,000-BDC-590,2459485.323744,9.2263,0.011,False,Johnson V,CCD,SJTS,,
12797,RZ CEP,000-BDC-590,2459485.323825,9.2214,0.0109,False,Johnson V,CCD,SJTS,,
12798,RZ CEP,000-BDC-590,2459485.323918,9.21,0.0108,False,Johnson V,CCD,SJTS,,
12799,RZ CEP,000-BDC-590,2459485.323999,9.2447,0.0109,False,Johnson V,CCD,SJTS,,
12800,RZ CEP,000-BDC-590,2459485.32408,9.2061,0.0109,False,Johnson V,CCD,SJTS,,
12801,RZ CEP,000-BDC-590,2459485.324172,9.2258,0.0109,False,Johnson V,CCD,SJTS,,
12802,RZ CEP,000-BDC-590,2459485.324253,9.1828,0.011,False,Johnson V,CCD,SJTS,,
12803,RZ CEP,000-BDC-590,2459485.324346,9.215,0.0109,False,Johnson V,CCD,SJTS,,
12804,RZ CEP,000-BDC-590,2459485.324427,9.1933,0.0108,False,Johnson V,CCD,SJTS,,
12805,RZ CEP,000-BDC-590,2459485.32452,9.1815,0.0109,False,Johnson V,CCD,SJTS,,
12806,RZ CEP,000-BDC-590,2459485.324601,9.1798,0.0108,False,Johnson V,CCD,SJTS,,
12807,RZ CEP,000-BDC-590,2459485.324855,9.1888,0.0108,False,Johnson V,CCD,SJTS,,
12808,RZ CEP,000-BDC-590,2459485.326823,9.1899,0.0109,False,Johnson V,CCD,SJTS,,
12809,RZ CEP,000-BDC-590,2459485.327159,9.1877,0.0108,False,Johnson V,CCD,SJTS,,
12810,RZ CEP,000-BDC-590,2459485.327506,9.2159,0.0108,False,Johnson V,CCD,SJTS,,
12811,RZ CEP,000-BDC-590,2459485.32776,9.2,0.011,False,Johnson V,CCD,SJTS,,
12812,RZ CEP,000-BDC-590,2459485.328015,9.2115,0.0108,False,Johnson V,CCD,SJTS,,
12813,RZ CEP,000-BDC-590,2459485.32827,9.2124,0.011,False,Johnson V,CCD,SJTS,,
12814,RZ CEP,000-BDC-590,2459485.328362,9.187,0.0109,False,Johnson V,CCD,SJTS,,
12815,RZ CEP,000-BDC-590,2459485.328443,9.2385,0.011,False,Johnson V,CCD,SJTS,,
12816,RZ CEP,000-BDC-590,2459485.328524,9.1784,0.011,False,Johnson V,CCD,SJTS,,
12817,RZ CEP,000-BDC-590,2459485.328617,9.1781,0.0109,False,Johnson V,CCD,SJTS,,
12818,RZ CEP,000-BDC-590,2459485.328698,9.2079,0.0108,False,Johnson V,CCD,SJTS,,
12819,RZ CEP,000-BDC-590,2459485.328779,9.1891,0.0108,False,Johnson V,CCD,SJTS,,
12820,RZ CEP,000-BDC-590,2459485.328872,9.2205,0.0108,False,Johnson V,CCD,SJTS,,
12821,RZ CEP,000-BDC-590,2459485.328953,9.136,0.0108,False,Johnson V,CCD,SJTS,,
12822,RZ CEP,000-BDC-590,2459485.329126,9.1672,0.0109,False,Johnson V,CCD,SJTS,,
12823,RZ CEP,000-BDC-590,2459485.329207,9.1711,0.0109,False,Johnson V,CCD,SJTS,,
12824,RZ CEP,000-BDC-590,2459485.329635,9.2188,0.0107,False,Johnson V,CCD,SJTS,,
12825,RZ CEP,000-BDC-590,2459485.329809,9.1767,0.0109,False,Johnson V,CCD,SJTS,,
12826,RZ CEP,000-BDC-590,2459485.330237,9.1663,0.0108,False,Johnson V,CCD,SJTS,,
12827,RZ CEP,000-BDC-590,2459485.330758,9.1993,0.0109,False,Johnson V,CCD,SJTS,,
12828,RZ CEP,000-BDC-590,2459485.33092,9.1936,0.0108,False,Johnson V,CCD,SJTS,,
12829,RZ CEP,000-BDC-590,2459485.331175,9.187,0.0108,False,Johnson V,CCD,SJTS,,
12830,RZ CEP,000-BDC-590,2459485.331348,9.1706,0.0109,False,Johnson V,CCD,SJTS,,
12831,RZ CEP,000-BDC-590,2459485.331429,9.1949,0.0107,False,Johnson V,CCD,SJTS,,
12832,RZ CEP,000-BDC-590,2459485.331522,9.1782,0.0108,False,Johnson V,CCD,SJTS,,
12833,RZ CEP,000-BDC-590,2459485.331603,9.1993,0.0109,False,Johnson V,CCD,SJTS,,
12834,RZ CEP,000-BDC-590,2459485.331684,9.1783,0.0109,False,Johnson V,CCD,SJTS,,
12835,RZ CEP,000-BDC-590,2459485.331939,9.1926,0.0109,False,Johnson V,CCD,SJTS,,
12836,RZ CEP,000-BDC-590,2459485.332031,9.1786,0.0108,False,Johnson V,CCD,SJTS,,
12837,RZ CEP,000-BDC-590,2459485.332193,9.1752,0.011,False,Johnson V,CCD,SJTS,,
12838,RZ CEP,000-BDC-590,2459485.332286,9.1589,0.0108,False,Johnson V,CCD,SJTS,,
12839,RZ CEP,000-BDC-590,2459485.332367,9.1936,0.0109,False,Johnson V,CCD,SJTS,,
12840,RZ CEP,000-BDC-590,2459485.332448,9.1806,0.011,False,Johnson V,CCD,SJTS,,
12841,RZ CEP,000-BDC-590,2459485.332541,9.1659,0.011,False,Johnson V,CCD,SJTS,,
12842,RZ CEP,000-BDC-590,2459485.332622,9.1561,0.0109,False,Johnson V,CCD,SJTS,,
12843,RZ CEP,000-BDC-590,2459485.332957,9.183,0.0109,False,Johnson V,CCD,SJTS,,
12844,RZ CEP,000-BDC-590,2459485.33305,9.1663,0.0108,False,Johnson V,CCD,SJTS,,
12845,RZ CEP,000-BDC-590,2459485.333131,9.1333,0.011,False,Johnson V,CCD,SJTS,,
12846,RZ CEP,000-BDC-590,2459485.333212,9.164,0.0109,False,Johnson V,CCD,SJTS,,
12847,RZ CEP,000-BDC-590,2459485.333385,9.1587,0.0109,False,Johnson V,CCD,SJTS,,
12848,RZ CEP,000-BDC-590,2459485.333478,9.1524,0.0109,False,Johnson V,CCD,SJTS,,
12849,RZ CEP,000-BDC-590,2459485.333559,9.1405,0.0111,False,Johnson V,CCD,SJTS,,
12850,RZ CEP,000-BDC-590,2459485.33364,9.1559,0.011,False,Johnson V,CCD,SJTS,,
12851,RZ CEP,000-BDC-590,2459485.333733,9.1554,0.0108,False,Johnson V,CCD,SJTS,,
12852,RZ CEP,000-BDC-590,2459485.333895,9.152,0.0111,False,Johnson V,CCD,SJTS,,
12853,RZ CEP,000-BDC-590,2459485.333987,9.1802,0.0112,False,Johnson V,CCD,SJTS,,
12854,RZ CEP,000-BDC-590,2459485.334149,9.1901,0.0109,False,Johnson V,CCD,SJTS,,
12855,RZ CEP,000-BDC-590,2459485.334404,9.2014,0.0109,False,Johnson V,CCD,SJTS,,
12856,RZ CEP,000-BDC-590,2459485.334751,9.1929,0.0109,False,Johnson V,CCD,SJTS,,
12857,RZ CEP,000-BDC-590,2459485.334913,9.1993,0.0109,False,Johnson V,CCD,SJTS,,
12858,RZ CEP,000-BDC-590,2459485.335087,9.1446,0.0108,False,Johnson V,CCD,SJTS,,
12859,RZ CEP,000-BDC-590,2459485.335596,9.1804,0.0109,False,Johnson V,CCD,SJTS,,
