transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
14952643626038125,1667.252477732433,1171721.0839948046,683.5068268728911,1714.278564453125,10.51530625529472,1667.252774211303,748482.3519527379,569.5101988246856,1314.2562255859375,10.65308830376543,1667.2528634952373,636098.9432574541,519.6354152862906,1224.12548828125,10.239083815930638,False,False,False,1,0,0,False
14966476691105284,1667.5026289626944,741407.7669853213,562.7987342259642,1317.358642578125,11.012224038593244,1667.5029287220136,438820.2602170151,342.74022312004627,1280.3289794921875,11.232825539225999,1667.5030173475866,444151.8848101406,320.1069425444039,1387.510986328125,10.629066727584647,False,False,False,4097,0,0,False
14970568977872550,1667.5766337060975,806311.3643261308,855.024149966989,943.027587890625,10.921109914849312,1667.5769326793684,487527.5509119495,366.64821091084764,1329.6875,11.118544307398551,1667.5770218020718,466148.2682547513,326.52479894639924,1427.6044921875,10.576585313275313,False,False,False,4097,0,0,False
14980309774385339,1667.7527606363092,1058323.9133791274,788.2835721831083,1342.5675048828125,10.625820343687916,1667.7530836100566,658223.0169175727,503.6586286207152,1306.8831787109375,10.792609553925272,1667.7531714549693,593238.128161926,487.6893198692894,1216.42626953125,10.31482286138739,False,False,False,4198401,0,0,False
14984402065609051,1667.8267932731928,863950.7219400778,662.5106789287921,1304.0555419921875,10.846144437362495,1667.8271015835544,513749.9531572005,591.6227744014722,868.3742065429688,11.061662727582608,1667.827189987617,510705.3888393966,530.8927084875298,961.9747924804688,10.477469400030246,False,False,False,4097,0,0,False
14994142875366226,1668.0029380005071,737203.9526705196,666.7510124816371,1105.666015625,11.01839772927456,1668.0032388478592,436890.1672956067,390.74441595234003,1118.0970458984375,11.237611539462492,1668.0033257899993,440103.7934826506,374.3082738907998,1175.7789306640625,10.639007721183981,False,False,False,4097,0,0,False
14998235170915316,1668.0769199902397,1206132.1771823545,1324.853460552852,910.3890991210938,10.483879607753709,1668.0772430072836,795433.268106595,528.2804812517754,1505.7025146484375,10.587032838520749,1668.077344495668,634250.841587934,615.1915077848297,1030.9810791015625,10.242242870755048,False,False,False,4198401,0,0,False
15007975994435047,1668.2530992559944,973756.6652217959,650.6153890909835,1496.670166015625,10.716240758623249,1668.2533944520337,593020.4507588128,497.71239674435833,1191.4921875,10.905868039306874,1668.2534803687975,559652.5290518402,426.9819054248771,1310.7171630859375,10.378099324495167,False,False,False,1,0,0,False
15012068292474509,1668.3270838991607,836548.4721477361,6361.050881818787,131.51104736328125,10.881139091148489,1668.327398712264,485323.38053598296,372.50343034703127,1302.8695068359375,11.123464180723888,1668.3274853389662,492028.9822816377,345.936000411306,1422.3121337890625,10.517918788574267,False,False,False,4097,0,0,False
15025901434999110,1668.5772595394592,1562931.2135556196,2046.8682876884868,763.5719604492188,10.202517205485865,1668.57756871364,1058215.4709680371,984.0856947145606,1075.32861328125,10.277106949373849,1668.5776542698522,764836.2201135369,687.7428922144235,1112.09619140625,10.038974384891654,False,False,False,4097,0,0,False
16796722367346251,1700.6008297975404,867134.8330304112,2721.082584286194,318.6727294921875,10.842150286317072,1700.601132857234,512497.878897006,418.1702874108024,1225.5721435546875,11.064312035064464,1700.6012195230371,510861.60296900437,362.03352907929167,1411.0892333984375,10.47713734674565,False,False,False,4097,0,0,False
