transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
18448790883177909,1730.4822395734982,13764700.011140127,33935.99698965527,405.6076354980469,7.8404499900871265,1730.48255401938,7919439.0175864035,14622.897675860946,541.5779418945312,8.091806168451058,1730.482636925217,8617537.088242969,5196.5888617598475,1658.3065185546875,7.409437598142198,True,False,False,13311,0,0,False
18458531700438510,1730.6583905476948,25315121.474147044,62291.07623552377,406.40045166015625,7.178916827850628,1730.6587042076314,16426026.44509961,19952.92687297123,823.2389526367188,7.299710921585586,1730.6587933438316,13194099.599379662,13478.61891186367,978.8910522460938,6.946946105776853,True,False,False,13311,0,0,False
20437766111532445,1766.4502926074026,19895097.05056246,23648.69806685046,841.276611328125,7.440501711991065,1766.4506070463744,12115582.06724668,18615.672159746402,650.8270263671875,7.630181506485098,1766.4506921006418,11298183.300659059,10797.726090172144,1046.348388671875,7.115373960129308,False,False,False,8193,0,0,False
22151163001611228,1797.4348895409883,12273562.285356974,13587.230793844077,903.3159790039062,7.964940289834857,1797.4352038075444,7022339.736409322,11374.863367415555,617.35595703125,8.22233762446417,1797.4352899427574,7691805.925827077,8665.746812096326,887.6102905273438,7.532824706416147,False,False,False,8193,0,0,False
22160903805105156,1797.6110403997807,19961187.616417404,25523.865947082217,782.0597534179688,7.436900925489699,1797.611354022973,12366521.000250958,13682.791023499316,903.8010864257812,7.60792336747269,1797.6114432676393,11334733.022311151,21245.974703979744,533.500244140625,7.111867263068994,False,False,False,12289,0,0,False
23708908842013383,1825.6050959369907,14075685.526442552,21711.910864247377,648.2932739257812,7.816192978477822,1825.6054097896829,7976240.540251032,10441.440868475074,763.9022827148438,8.084046609393859,1825.6054980660522,8863124.339029372,9723.400202039811,911.5252075195312,7.378928396207169,False,False,False,12289,0,0,False
23713001123136139,1825.6790731307926,13761884.706922935,24703.173030302107,557.0897827148438,7.8406720792244435,1825.6794152318578,7876793.397498916,11816.577575274767,666.58837890625,8.097668579813277,1825.6795029181815,8672804.484088315,8694.455313474105,997.5098266601562,7.4024966112651605,False,False,False,4206593,0,0,False
25947444454765855,1866.0876634025437,21820504.24390345,40970.36319180141,532.5924072265625,7.340204911161887,1866.0879775515266,13997373.1756617,14078.354045273176,994.2478637695312,7.47342586273653,1866.0880643460437,11846882.873088248,10597.143345250164,1117.9317626953125,7.063885264339881,False,False,False,12289,0,0,False
25951536737083890,1866.1616710486483,21373607.738220625,22665.44910086779,943.0039672851562,7.3626722803446505,1866.1619847624597,13323767.020836841,15514.550338817191,858.7916870117188,7.526974640748392,1866.162073684046,11870114.214638306,10074.593350158022,1178.22265625,7.061758256727611,False,False,False,8193,0,0,False
27454172738249285,1893.336635254737,24160204.85916675,28507.149361606404,847.5138549804688,7.2296153359712925,1893.3369489959005,15768317.178119443,16083.521252796858,980.4020385742188,7.344078847924401,1893.3370378545003,14773699.592428189,12667.494361787467,1166.2685546875,6.824172341516331,False,False,False,12289,0,0,False
27458265009934979,1893.4106440921364,19651956.7147046,24285.33815544688,809.2107543945312,7.453852369832784,1893.4109579562041,12031643.119542385,16353.509279360327,735.722412109375,7.637729862115048,1893.4110462709496,11293985.058815286,10449.877266337608,1080.77685546875,7.115777479007711,False,False,False,8193,0,0,False
29351305343836393,1927.6465950990037,14150604.856992343,14767.552273598916,958.2227783203125,7.810429357433101,1927.646909336827,8059577.376421889,15475.717269679993,520.7886352539062,8.072761543015513,1927.6469957753552,8780079.047693878,9624.537135074255,912.2598876953125,7.389149436382912,False,False,False,8193,0,0,False
31295060756148293,1962.7999552257393,13911137.804637747,52415.88054257775,265.3992919921875,7.828960235090037,1962.8002693112326,7888555.931471516,10714.973551782634,736.2179565429688,8.096048443006033,1962.8003565172467,8740322.797678005,9619.35829369892,908.6181030273438,7.394076820409143,False,False,False,12289,0,0,False
31299153049200115,1962.873965363807,14000400.231780944,17532.514212468923,798.5392456054688,7.822015739294017,1962.8742796952356,8055000.332276233,16285.106587210452,494.6237487792969,8.073378309121729,1962.8743633953582,8537596.676080244,5392.16643234126,1583.333251953125,7.419556414950293,False,False,False,8193,0,0,False
32594334578660802,1986.297566738273,22619215.30436792,38042.188956658676,594.5823974609375,7.301173030800182,1986.29785956084,14484881.504775036,12081.319463014243,1198.9486083984375,7.4362548489005,1986.2979476459795,12318703.785741705,10243.096891638232,1202.6346435546875,7.021482970284072,True,False,False,12295,0,0,False
34886453176439000,2027.750188178944,18784173.03097087,20948.805098704142,896.67041015625,7.502886666799242,2027.750502526007,11318269.32674661,11634.845944425442,972.7906494140625,7.704092155580714,2027.7505881398504,10969702.634417187,10062.762413288128,1090.1282958984375,7.147408363845507,False,False,False,8193,0,0,False
38108976619250398,2086.027036057199,25229469.791244432,32558.633221142416,774.8933715820312,7.182596557760892,2086.027349821873,16381232.871104905,13798.91347026725,1187.1392822265625,7.302675755360877,2086.0274386576943,13208501.169716185,10531.072376041626,1254.2408447265625,6.945761653683881,False,False,False,12289,0,0,False
39376495613980907,2108.9485867697636,14722165.342047384,15100.852770387075,974.9227905273438,7.767437639785868,2108.9489007886004,8363618.930915901,10234.604054448071,817.1903076171875,8.03255662338249,2108.9489879663984,9400465.058370434,9249.216808550027,1016.3525390625,7.315022152451139,False,False,False,8193,0,0,False
41269004164014230,2143.172113764569,12231234.653297316,14666.214592468597,833.9735107421875,7.968691121838074,2143.1724279151986,7018550.9700597655,10191.67054547802,688.6555786132812,8.222923570325143,2143.172514353714,7670817.378573746,8559.729766378894,896.1517944335938,7.535791392426063,False,False,False,8193,0,0,False
41273096467813847,2143.246117783386,23690750.92066083,30525.662977062522,776.0928955078125,7.25091980035517,2143.2464322708465,15415145.206705295,18296.474845377717,842.5199584960938,7.368673165737004,2143.2465173011706,12469997.621133393,11483.929833743498,1085.864990234375,7.008229574581122,False,False,False,4097,0,0,False
43120548173600668,2176.6550928533225,17840696.059285667,53662.39548025696,332.4617919921875,7.558837380855309,2176.6553856385663,10898841.223916251,13277.075630641119,820.8766479492188,7.74509140140713,2176.6554735709874,10352297.151840208,10354.496283456008,999.78759765625,7.210303677475917,False,False,False,12293,0,0,False
